UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC2238,20-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,600.00",2238
MODGPC2239,03-May-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£781.20,2239
MODGPC2240,05-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£536.88,2240
MODGPC2241,28-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,558.80",2241
MODGPC2242,06-May-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£4,009.50",2242
MODGPC2243,11-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£644.14,2243
MODGPC2244,11-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£2,403.32",2244
MODGPC2245,11-May-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,831.00",2245
MODGPC2246,20-Apr-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£4,713.12",2246
MODGPC2247,12-May-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£1,358.50",2247
MODGPC2248,19-Apr-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£1,622.75",2248
MODGPC2249,09-May-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£1,527.98",2249
MODGPC2250,03-May-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,316.00",2250
MODGPC2251,28-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£2,610.02",2251
MODGPC2252,28-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,999.20",2252
MODGPC2253,15-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£2,499.30",2253
MODGPC2254,28-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£3,809.94",2254
MODGPC2255,27-Apr-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£698.40,2255
MODGPC2256,11-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,172.48",2256
MODGPC2257,06-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£861.60,2257
MODGPC2258,11-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£782.40,2258
MODGPC2259,11-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£506.40,2259
MODGPC2260,15-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,559.50",2260
MODGPC2261,04-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£4,682.17",2261
MODGPC2262,04-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£8,880.27",2262
MODGPC2263,04-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£8,186.23",2263
MODGPC2264,04-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£701.00,2264
MODGPC2265,10-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£705.00,2265
MODGPC2266,04-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,072.78",2266
MODGPC2267,18-Apr-11,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,"£1,116.00",2267
MODGPC2268,27-Apr-11,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,£616.38,2268
MODGPC2269,14-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£28,188.42",2269
MODGPC2270,14-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£7,017.48",2270
MODGPC2271,21-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,607.04",2271
MODGPC2272,10-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£691.92,2272
MODGPC2273,09-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£2,259.36",2273
MODGPC2274,09-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,896.00",2274
MODGPC2275,09-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£4,550.40",2275
MODGPC2276,09-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£4,550.40",2276
MODGPC2277,09-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£4,550.40",2277
MODGPC2278,09-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£792.77,2278
MODGPC2279,09-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,217.70",2279
MODGPC2280,14-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£2,689.20",2280
MODGPC2281,19-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£4,682.88",2281
MODGPC2282,10-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£630.00,2282
MODGPC2283,04-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£2,095.56",2283
MODGPC2284,09-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£834.84,2284
MODGPC2285,09-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£6,367.20",2285
MODGPC2286,09-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£5,118.31",2286
MODGPC2287,10-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£789.98,2287
MODGPC2288,10-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,150.20",2288
MODGPC2289,09-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,728.88",2289
MODGPC2290,15-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£3,000.00",2290
MODGPC2291,15-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£2,302.80",2291
MODGPC2292,20-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,000.00",2292
MODGPC2293,21-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£545.76,2293
MODGPC2294,06-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,053.00",2294
MODGPC2295,06-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,987.20",2295
MODGPC2296,20-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,272.23",2296
MODGPC2297,14-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£3,003.98",2297
MODGPC2298,16-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£536.58,2298
MODGPC2299,04-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£2,665.96",2299
MODGPC2300,11-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£648.68,2300
MODGPC2301,06-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£520.45,2301
MODGPC2302,10-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£653.56,2302
MODGPC2303,19-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,164.91",2303
MODGPC2304,04-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,090.49",2304
MODGPC2305,05-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£795.48,2305
MODGPC2306,05-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£990.25,2306
MODGPC2307,20-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£2,359.19",2307
MODGPC2308,06-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,258.84",2308
MODGPC2309,15-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£810.10,2309
MODGPC2310,21-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£920.00,2310
MODGPC2311,15-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£747.24,2311
MODGPC2312,11-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£889.98,2312
MODGPC2313,05-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,121.41",2313
MODGPC2314,20-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£513.71,2314
MODGPC2315,03-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,991.40",2315
MODGPC2316,09-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£975.74,2316
MODGPC2317,09-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,025.00",2317
MODGPC2318,04-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£949.00,2318
MODGPC2319,15-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£621.60,2319
MODGPC2320,03-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£555.60,2320
MODGPC2321,18-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£742.57,2321
MODGPC2322,26-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£973.80,2322
MODGPC2323,03-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£773.23,2323
MODGPC2324,03-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£672.19,2324
MODGPC2325,11-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,335.84",2325
MODGPC2326,06-May-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£819.56,2326
MODGPC2327,15-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£700.31,2327
MODGPC2328,18-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£667.68,2328
MODGPC2329,26-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,117.34",2329
MODGPC2330,11-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£559.02,2330
MODGPC2331,14-Apr-11,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,"£1,392.45",2331
MODGPC2332,06-May-11,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,"£4,984.00",2332
MODGPC2333,11-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,542.00",2333
MODGPC2334,04-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,320.00",2334
MODGPC2335,04-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,452.00",2335
MODGPC2336,04-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£2,486.40",2336
MODGPC2337,04-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,135.20",2337
MODGPC2338,11-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,740.00",2338
MODGPC2339,11-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,676.40",2339
MODGPC2340,13-Apr-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,242.00",2340
MODGPC2341,04-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£800.40,2341
MODGPC2342,15-Apr-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,836.00",2342
MODGPC2343,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£3,312.00",2343
MODGPC2344,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£7,596.00",2344
MODGPC2345,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£2,760.00",2345
MODGPC2346,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£3,600.00",2346
MODGPC2347,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£552.00,2347
MODGPC2348,11-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,440.00",2348
MODGPC2349,11-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£9,840.00",2349
MODGPC2350,11-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,836.00",2350
MODGPC2351,26-Apr-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£3,888.00",2351
MODGPC2352,11-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£3,554.40",2352
MODGPC2353,11-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£3,554.40",2353
MODGPC2354,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£16,735.20",2354
MODGPC2355,04-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£621.00,2355
MODGPC2356,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£3,067.20",2356
MODGPC2357,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,758.00",2357
MODGPC2358,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£504.00,2358
MODGPC2359,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,464.00",2359
MODGPC2360,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,341.60",2360
MODGPC2361,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£979.20,2361
MODGPC2362,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£3,420.00",2362
MODGPC2363,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£604.80,2363
MODGPC2364,04-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£549.60,2364
MODGPC2365,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£734.40,2365
MODGPC2366,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,356.00",2366
MODGPC2367,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,311.00",2367
MODGPC2368,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,666.56",2368
MODGPC2369,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£2,820.00",2369
MODGPC2370,05-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£6,565.80",2370
MODGPC2371,03-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£572.38,2371
MODGPC2372,06-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£749.50,2372
MODGPC2373,03-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£907.20,2373
MODGPC2374,03-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£524.00,2374
MODGPC2375,05-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,351.70",2375
MODGPC2376,06-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£4,266.60",2376
MODGPC2377,11-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,667.88",2377
MODGPC2378,11-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,000.00",2378
MODGPC2379,19-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,775.98",2379
MODGPC2380,19-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£3,133.75",2380
MODGPC2381,03-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,625.48",2381
MODGPC2382,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£4,923.68",2382
MODGPC2383,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,037.78",2383
MODGPC2384,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,086.72",2384
MODGPC2385,09-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,776.56",2385
MODGPC2386,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,500.00",2386
MODGPC2387,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,500.00",2387
MODGPC2388,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,500.00",2388
MODGPC2389,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,406.26",2389
MODGPC2390,06-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£970.36,2390
MODGPC2391,06-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,180.49",2391
MODGPC2392,28-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,330.12",2392
MODGPC2393,28-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£692.92,2393
MODGPC2394,28-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£584.78,2394
MODGPC2395,28-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£533.46,2395
MODGPC2396,09-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£8,284.93",2396
MODGPC2397,09-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£4,958.80",2397
MODGPC2398,09-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£3,909.94",2398
MODGPC2399,09-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£4,527.29",2399
MODGPC2400,09-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£4,363.08",2400
MODGPC2401,15-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,748.23",2401
MODGPC2402,05-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£537.11,2402
MODGPC2403,03-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,222.50",2403
MODGPC2404,03-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,549.75",2404
MODGPC2405,03-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£814.00,2405
MODGPC2406,03-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£758.85,2406
MODGPC2407,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£708.85,2407
MODGPC2408,11-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,058.76",2408
MODGPC2409,11-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,462.50",2409
MODGPC2410,11-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£810.66,2410
MODGPC2411,11-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£742.68,2411
MODGPC2412,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,361.46",2412
MODGPC2413,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£556.68,2413
MODGPC2414,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£517.14,2414
MODGPC2415,12-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,655.64",2415
MODGPC2416,06-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,127.90",2416
MODGPC2417,02-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£573.17,2417
MODGPC2418,04-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£500.00,2418
MODGPC2419,26-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£500.00,2419
MODGPC2420,19-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,000.00",2420
MODGPC2421,05-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£618.00,2421
MODGPC2422,05-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£600.00,2422
MODGPC2423,20-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£500.00,2423
MODGPC2424,26-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£515.00,2424
MODGPC2425,05-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£515.00,2425
MODGPC2426,20-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£2,000.00",2426
MODGPC2427,10-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£2,000.00",2427
MODGPC2428,14-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£500.00,2428
MODGPC2429,03-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£618.00,2429
MODGPC2430,10-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£500.00,2430
MODGPC2431,14-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,000.00",2431
MODGPC2432,11-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£2,060.00",2432
MODGPC2433,03-May-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,000.00",2433
MODGPC2434,04-May-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,504.93",2434
MODGPC2435,05-May-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£598.21,2435
MODGPC2436,09-May-11,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,£551.88,2436
MODGPC2437,11-May-11,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"£2,383.13",2437
MODGPC2438,15-Apr-11,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"£2,418.00",2438
MODGPC2439,05-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£840.00,2439
MODGPC2440,06-May-11,Print and Advertising              , PHOTO STUDIOS,"£1,556.00",2440
MODGPC2441,12-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,548.51",2441
MODGPC2442,12-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£2,000.00",2442
MODGPC2443,27-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£4,547.50",2443
MODGPC2444,15-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£960.00,2444
MODGPC2445,21-Apr-11,Print and Advertising              , ADVERTISING SERVICES,"£1,149.60",2445
MODGPC2446,19-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£625.00,2446
MODGPC2447,15-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£625.00,2447
MODGPC2448,05-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,558.80",2448
MODGPC2449,28-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£3,195.00",2449
MODGPC2450,04-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£3,195.00",2450
MODGPC2451,20-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£4,439.46",2451
MODGPC2452,03-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£504.48,2452
MODGPC2453,21-Apr-11,Print and Advertising              , PHOTOFINISH LABS/DEV,£573.89,2453
MODGPC2454,04-May-11,Print and Advertising              , PHOTOFINISH LABS/DEV,"£8,214.14",2454
MODGPC2455,04-May-11,Print and Advertising              , PHOTOFINISH LABS/DEV,"£1,556.34",2455
MODGPC2456,09-May-11,Print and Advertising              , PHOTOFINISH LABS/DEV,"£1,042.58",2456
MODGPC2457,09-May-11,Print and Advertising              , PHOTOFINISH LABS/DEV,"£3,317.10",2457
MODGPC2458,18-Apr-11,Print and Advertising              , PHOTOFINISH LABS/DEV,£642.63,2458
MODGPC2459,04-May-11,Print and Advertising              , PHOTOFINISH LABS/DEV,"£2,977.70",2459
MODGPC2460,13-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,066.00",2460
MODGPC2461,20-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£651.60,2461
MODGPC2462,19-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£2,598.00",2462
MODGPC2463,20-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£999.96,2463
MODGPC2464,05-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£650.95,2464
MODGPC2465,14-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,082.40",2465
MODGPC2466,28-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,396.44",2466
MODGPC2467,26-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£943.26,2467
MODGPC2468,03-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£880.82,2468
MODGPC2469,12-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£576.43,2469
MODGPC2470,05-May-11,Print and Advertising              , STENOGRAPHIC SERVICES,"£1,450.89",2470
MODGPC2471,04-May-11,Print and Advertising              , STENOGRAPHIC SERVICES,"£1,203.93",2471
MODGPC2472,04-May-11,Print and Advertising              , STENOGRAPHIC SERVICES,£739.65,2472
MODGPC2473,21-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£9,174.49",2473
MODGPC2474,21-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£5,626.75",2474
MODGPC2475,21-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,303.00",2475
MODGPC2476,15-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£588.91,2476
MODGPC2477,21-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£5,023.38",2477
MODGPC2478,09-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£588.44,2478
MODGPC2479,10-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,176.88",2479
MODGPC2480,20-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£618.00,2480
MODGPC2481,03-May-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,146.00",2481
MODGPC2482,05-May-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,442.40",2482
MODGPC2483,05-May-11,Professional Services              , LEGAL SERVICES ATTORNEYS,£720.00,2483
MODGPC2484,12-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£527.16,2484
MODGPC2485,07-May-11,Professional Services              , PROFESSIONAL SERVICES - DEF,£780.00,2485
MODGPC2486,26-Apr-11,Professional Services              , VETERINARY SERVICES,£509.54,2486
MODGPC2487,25-Apr-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£752.40,2487
MODGPC2488,06-May-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£834.00,2488
MODGPC2489,10-May-11,Professional Services              , PROFESSIONAL SERVICES - DEF,£587.23,2489
MODGPC2490,20-Apr-11,Professional Services              , LEGAL SERVICES ATTORNEYS,"£1,268.82",2490
