Department Family,Entity,Date,Expense type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,SSE ENERGY SUPPLY LTD T/A SOUTHERN ELECTRIC,1009397,681.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,EDF ENERGY plc,1009399,1409.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,EDF ENERGY plc,1009400,900.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,SSE ENERGY SUPPLY LTD T/A SOUTHERN ELECTRIC,1009401,681.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,SSE ENERGY SUPPLY LTD T/A SOUTHERN ELECTRIC,1009402,718.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,EDF ENERGY plc,1009404,877.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/10/2010,Service Charges (Programme),Finance & Commercial Group-Information and Workplace Strategies,KNIGHT FRANK LLP,1009427,1861.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,E-ON ENERGY LTD,1009490,1407.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,SCOTTISH POWER UK plc,1009537,2361.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/10/2010,Other Accommodation Charges (Programme),Finance & Commercial Group-Information and Workplace Strategies,EC HARRIS LLP,1009652,12690
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/10/2010,Other Accommodation Charges (Programme),Finance & Commercial Group-Information and Workplace Strategies,DTZ DEBENHAM TIE LEUNG,1009877,8818.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Other Accommodation Charges (Programme),Finance & Commercial Group-Information and Workplace Strategies,DTZ DEBENHAM TIE LEUNG,1010081,8645
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Other Accommodation Charges (Programme),Finance & Commercial Group-Information and Workplace Strategies,DTZ DEBENHAM TIE LEUNG,1010082,7950
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,BROADLAND UNIT TRUST (KBC),1010090,1278.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Maintenance (Programme),Finance & Commercial Group-Information and Workplace Strategies,RENTOKIL INITIAL UK LTD T/A RENTOKIL PEST CONTROL,1010102,866.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Maintenance (Programme),Finance & Commercial Group-Information and Workplace Strategies,CPL INTERIORS PLC,1010105,61346.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Other Accommodation Charges (Programme),Finance & Commercial Group-Information and Workplace Strategies,K CLEANING SERVICES,1010106,1011.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,BRITISH GAS BUSINESS SERVICES LTD,1010107,693.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,BRITISH GAS BUSINESS SERVICES LTD,1010108,678.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,BRITISH GAS BUSINESS SERVICES LTD,1010109,742.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Other Accommodation Charges (Programme),Finance & Commercial Group-Information and Workplace Strategies,DTZ DEBENHAM TIE LEUNG,1010115,616.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Other Accommodation Charges (Programme),Finance & Commercial Group-Information and Workplace Strategies,DTZ DEBENHAM TIE LEUNG,1010118,1662
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Electricity (Programme),Finance & Commercial Group-Information and Workplace Strategies,INTERNATIONAL AIR TRANSPORT ASSOCIATION (IATA),1010121,749.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Maintenance (Programme),Finance & Commercial Group-Information and Workplace Strategies,DAISY COMMUNICATIONS LTD,1010129,1090.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/10/2010,Maintenance (Programme),Finance & Commercial Group-Information and Workplace Strategies,DAISY COMMUNICATIONS LTD,1010135,607.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Maintenance (Programme),Finance & Commercial Group-Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1010293,8606.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Water (Programme),Finance & Commercial Group-Information and Workplace Strategies,VEOLIA WATER CENTRAL LTD,1010294,910.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Water (Programme),Finance & Commercial Group-Information and Workplace Strategies,VEOLIA WATER CENTRAL LTD,1010295,823.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Maintenance of Office Machinery,Finance & Commercial Group-Information and Workplace Strategies,PITNEY BOWES FINANCE PLC,1007961,7651.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group-Information and Workplace Strategies,BROOK STREET (UK) LTD,1008214,806.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/10/2010,External Training,Finance & Commercial Group-Information and Workplace Strategies,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1008604,2275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group-Information and Workplace Strategies,BROOK STREET (UK) LTD,1008757,806.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/10/2010,Flexible Computing Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008765,-166683.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/10/2010,Flexible Computing Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008789,-36077.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group-Information and Workplace Strategies,TFPL LTD,1008976,1021.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group-Information and Workplace Strategies,TFPL LTD,1008977,850.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group-Information and Workplace Strategies,ADECCO UK LTD,1009116,524.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group-Information and Workplace Strategies,BROOK STREET (UK) LTD,1009261,660.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group-Information and Workplace Strategies,ADECCO UK LTD,1009405,710.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2010,Maintenance of Office Machinery,Finance & Commercial Group-Information and Workplace Strategies,PITNEY BOWES FINANCE PLC,1009472,1752.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group-Information and Workplace Strategies,BROOK STREET (UK) LTD,1009744,806.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/10/2010,Professional Subscriptions,Finance & Commercial Group-Information and Workplace Strategies,ENVIRONMENT AGENCY,1010276,950
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/10/2010,Flexible Computing Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1006168,-202402
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1006295,29610
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1006301,27026.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1006306,-34280.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1006308,-31255
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1006334,-33811.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1006335,23676.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Electricity,Finance & Commercial Group-Information and Workplace Strategies,EDF ENERGY plc,1007024,-7821.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2010,Interior Landscaping & Refurbishment,Finance & Commercial Group-Information and Workplace Strategies,PLANTFORCE INTERIOR LANDSCAPING LTD,1007438,501.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2010,Interior Landscaping & Refurbishment,Finance & Commercial Group-Information and Workplace Strategies,PLANTFORCE INTERIOR LANDSCAPING LTD,1007438,669.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2010,CCTA Services,Finance & Commercial Group-Information and Workplace Strategies,OGC BUYING SOLUTIONS,1007442,-309.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2010,CCTA Services,Finance & Commercial Group-Information and Workplace Strategies,OGC BUYING SOLUTIONS,1007442,-309.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Maintenance,Finance & Commercial Group-Information and Workplace Strategies,BAXTERSTOREY LTD,1007730,1434.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Telecommunications,Finance & Commercial Group-Information and Workplace Strategies,BRITISH TELECOMMUNICATIONS plc (BT),1007837,-52.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Telecommunications,Finance & Commercial Group-Information and Workplace Strategies,BRITISH TELECOMMUNICATIONS plc (BT),1007837,-51.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Telecommunications,Finance & Commercial Group-Information and Workplace Strategies,BRITISH TELECOMMUNICATIONS plc (BT),1007837,-22.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Telecommunications,Finance & Commercial Group-Information and Workplace Strategies,BRITISH TELECOMMUNICATIONS plc (BT),1007838,-7.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Telecommunications,Finance & Commercial Group-Information and Workplace Strategies,BRITISH TELECOMMUNICATIONS plc (BT),1007841,-9.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1007894,-8961.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1007894,-102.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1007896,8961.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1007897,21151.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1007899,-21277.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1007899,-339.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1007899,-339.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2010,Telecommunications,Finance & Commercial Group-Information and Workplace Strategies,QUESTMARK,1007923,1392.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2010,Telecommunications,Finance & Commercial Group-Information and Workplace Strategies,QUESTMARK,1007923,1833
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,ICT Maintenance & Upkeep,Finance & Commercial Group-Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1007929,4715
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,ICT Maintenance & Upkeep,Finance & Commercial Group-Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1007929,5390
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Postage,Finance & Commercial Group-Information and Workplace Strategies,ROYAL MAIL GROUP LTD T/A ROYAL MAIL,1007958,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2010,InfoSource Desktop Information and Research Services,Finance & Commercial Group-Information and Workplace Strategies,LEXISNEXIS BUTTERWORTHS,1007994,12161.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1008002,25506.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1008003,3849.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,ICT Infrastructure Specific Service,Finance & Commercial Group-Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1008007,780
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,ICT Infrastructure Specific Service,Finance & Commercial Group-Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1008007,12730.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2010,Standard Desktop Plus Services,Finance & Commercial Group-Information and Workplace Strategies,Department of Energy & Climate Change,1008033,237000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008035,2260
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008048,152541.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008050,1295.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1008068,-8472.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1008068,-518.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1008068,-510.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Standard Desktop Services (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008080,18000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008083,6459
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008085,1696.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008093,627
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008114,3142.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008117,1849.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Standard Desktop Plus Services,Finance & Commercial Group-Information and Workplace Strategies,LOGICA UK LTD,1008144,27523.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group-Information and Workplace Strategies,PARITY RESOURCES LTD,1008153,3438.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,ICT Maintenance & Upkeep,Finance & Commercial Group-Information and Workplace Strategies,RUSSAM GMS LTD,1008157,2205
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,ICT Maintenance & Upkeep,Finance & Commercial Group-Information and Workplace Strategies,PARITY RESOURCES LTD,1008159,10492.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,ICT Business Specific Application Services,Finance & Commercial Group-Information and Workplace Strategies,LOGICA UK LTD,1008162,39505.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Gas,Finance & Commercial Group-Information and Workplace Strategies,CORONA ENERGY,1008185,771.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Gas,Finance & Commercial Group-Information and Workplace Strategies,CORONA ENERGY,1008186,1709.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,ICT Infrastructure Specific Service,Finance & Commercial Group-Information and Workplace Strategies,XMA LTD,1008187,2529.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Water,Finance & Commercial Group-Information and Workplace Strategies,THAMES WATER UTILITIES LTD,1008190,1990.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Guarding and Security Services,Finance & Commercial Group-Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1008194,2583.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Guarding and Security Services,Finance & Commercial Group-Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1008194,2801.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Guarding and Security Services,Finance & Commercial Group-Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1008194,10431.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Guarding and Security Services,Finance & Commercial Group-Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1008194,13655.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Guarding and Security Services,Finance & Commercial Group-Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1008194,27625.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Guarding and Security Services,Finance & Commercial Group-Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1008194,28851.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Guarding and Security Services,Finance & Commercial Group-Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1008194,40507.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Guarding and Security Services,Finance & Commercial Group-Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1008194,120875.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Water,Finance & Commercial Group-Information and Workplace Strategies,THAMES WATER UTILITIES LTD,1008196,3677.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Maintenance,Finance & Commercial Group-Information and Workplace Strategies,COOLMATION LTD,1008199,2160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Contract Cleaning,Finance & Commercial Group-Information and Workplace Strategies,GBM SERVICES LTD,1008200,523.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Contract Cleaning,Finance & Commercial Group-Information and Workplace Strategies,GBM SERVICES LTD,1008204,1574.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Contract Cleaning,Finance & Commercial Group-Information and Workplace Strategies,GBM SERVICES LTD,1008204,4810.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Contract Cleaning,Finance & Commercial Group-Information and Workplace Strategies,GBM SERVICES LTD,1008204,5610.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Contract Cleaning,Finance & Commercial Group-Information and Workplace Strategies,GBM SERVICES LTD,1008204,9817.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Contract Cleaning,Finance & Commercial Group-Information and Workplace Strategies,GBM SERVICES LTD,1008204,18155.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Contract Cleaning,Finance & Commercial Group-Information and Workplace Strategies,GBM SERVICES LTD,1008204,42970.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,ICT Maintenance & Upkeep,Finance & Commercial Group-Information and Workplace Strategies,BROOK STREET (UK) LTD,1008208,563.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2010,Technical Advice / Services & Support,Finance & Commercial Group-Information and Workplace Strategies,EC HARRIS LLP,1008221,1794
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Gas,Finance & Commercial Group-Information and Workplace Strategies,CORONA ENERGY,1008222,1732.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Maintenance,Finance & Commercial Group-Information and Workplace Strategies,COFELY LTD,1008225,1601.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Maintenance,Finance & Commercial Group-Information and Workplace Strategies,COFELY LTD,1008227,3283.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Maintenance,Finance & Commercial Group-Information and Workplace Strategies,COFELY LTD,1008228,1233.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2010,Postage,Finance & Commercial Group-Information and Workplace Strategies,PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,1008230,5484.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Gas,Finance & Commercial Group-Information and Workplace Strategies,CORONA ENERGY,1008233,2140.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Gas,Finance & Commercial Group-Information and Workplace Strategies,CORONA ENERGY,1008247,1059.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Gas,Finance & Commercial Group-Information and Workplace Strategies,CORONA ENERGY,1008252,730.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2010,Standard Desktop Plus Services,Finance & Commercial Group-Information and Workplace Strategies,CAPGEMINI UK plc,1008310,99899.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2010,ICT Business Specific Application Services,Finance & Commercial Group-Information and Workplace Strategies,JACKSON COMPUTERS LTD,1008347,4296.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2010,ICT Maintenance & Upkeep,Finance & Commercial Group-Information and Workplace Strategies,COMPUTACENTER plc,1008350,5985
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2010,First Aid Supplies,Finance & Commercial Group-Information and Workplace Strategies,FIRST AID WAREHOUSE LTD,1008408,611.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2010,Programme and Projects Service,Finance & Commercial Group-Information and Workplace Strategies,PARITY RESOURCES LTD,1008468,1701.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2010,Programme and Projects Service,Finance & Commercial Group-Information and Workplace Strategies,PARITY RESOURCES LTD,1008468,3909.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2010,InfoSource Desktop Information and Research Services,Finance & Commercial Group-Information and Workplace Strategies,ACKNOWLEDGE LTD,1008510,1800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,ICT Maintenance & Upkeep,Finance & Commercial Group-Information and Workplace Strategies,SMARTSOURCING PLC,1008516,17993.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2010,Mail and Messenger Contract Costs,Finance & Commercial Group-Information and Workplace Strategies,MANPOWER UK LTD,1008536,774.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Telecommunications,Finance & Commercial Group-Information and Workplace Strategies,COMPANIES HOUSE,1008545,8672.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008549,12765.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2010,ICT Maintenance & Upkeep,Finance & Commercial Group-Information and Workplace Strategies,ELAN COMPUTING LTD,1008552,1496.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2010,ICT Maintenance & Upkeep,Finance & Commercial Group-Information and Workplace Strategies,ELAN COMPUTING LTD,1008552,7672.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008554,-26.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1008559,6382.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2010,Accommodation Rentals,Finance & Commercial Group-Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1008560,7837.22
