"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HESS - Higher Education Student Support","SCS1-04-03-04","HEO-D","25152","33027","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HESS - Higher Education Student Support","SCS1-04-03-04","SEO-D","30885","40917","Policy Adviser","1.86","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ID - Innovation Directorate (KI)","SCS1-04-04-01","EA-D","16517","22126","Team Support","2.72","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ID - Innovation Directorate (KI)","SCS1-04-04-01","G7-D","43129","55882","Senior Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ID - Innovation Directorate (KI)","SCS1-04-04-01","HEO-B","23570","32866","Policy Adviser","1.83","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ID - Innovation Directorate (KI)","SCS1-04-04-01","SEO-D","30885","40917","Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ID - Innovation Directorate (KI)","SCS1-04-04-02","EA-D","16517","22126","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ID - Innovation Directorate (KI)","SCS1-04-04-02","EO-D","20133","27281","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ID - Innovation Directorate (KI)","SCS1-04-04-02","G6-D","52215","67714","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ID - Innovation Directorate (KI)","SCS1-04-04-02","G7-D","43129","55882","Senior Policy Adviser","4.81","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ID - Innovation Directorate (KI)","SCS1-04-04-02","HEO-D","25152","33027","Policy Adviser","6","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ID - Innovation Directorate (KI)","SCS1-04-04-02","SEO-D","30885","40917","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-01","EA-D","16517","22126","Team Support","0.75","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-01","EO-D","20133","27281","Personal Assistant","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-01","G6-D","52215","67714","Senior Policy Adviser","1.83","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-01","G7-B","40686","55562","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-01","G7-D","43129","55882","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-01","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-01","HEO-D","25152","33027","Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-02","EA-D","16517","22126","Personal Assistant","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-02","EA-D","16517","22126","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-02","EO-D","20133","27281","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-02","G6-B","50043","67313","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-02","G6-D","52215","67714","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-02","G7-B","40686","55562","Senior Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-02","G7-D","43129","55882","Senior Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-02","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-02","HEO-D","25152","33027","Policy Adviser","9.79","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-02","SEO-D","30885","40917","Policy Adviser","5","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","KIGGOSFCPT - Knowledge & Inn, GO Sci Fin & Cor Plan Team (KI)","SCS1-04-05-04","EA-D","16517","22126","Team Support","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","KIGGOSFCPT - Knowledge & Inn, GO Sci Fin & Cor Plan Team (KI)","SCS1-04-05-04","EO-D","20133","27281","Policy Adviser","4","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","KIGGOSFCPT - Knowledge & Inn, GO Sci Fin & Cor Plan Team (KI)","SCS1-04-05-04","G6-D","52215","67714","Senior Finance Manager","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","KIGGOSFCPT - Knowledge & Inn, GO Sci Fin & Cor Plan Team (KI)","SCS1-04-05-04","G6-D","52215","67714","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","KIGGOSFCPT - Knowledge & Inn, GO Sci Fin & Cor Plan Team (KI)","SCS1-04-05-04","G7-B","40686","55562","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","KIGGOSFCPT - Knowledge & Inn, GO Sci Fin & Cor Plan Team (KI)","SCS1-04-05-04","G7-D","43129","55882","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","KIGGOSFCPT - Knowledge & Inn, GO Sci Fin & Cor Plan Team (KI)","SCS1-04-05-04","G7-D","43129","55882","Senior Policy Adviser","5.81","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","KIGGOSFCPT - Knowledge & Inn, GO Sci Fin & Cor Plan Team (KI)","SCS1-04-05-04","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","KIGGOSFCPT - Knowledge & Inn, GO Sci Fin & Cor Plan Team (KI)","SCS1-04-05-04","HEO-D","25152","33027","Policy Adviser","6","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","KIGGOSFCPT - Knowledge & Inn, GO Sci Fin & Cor Plan Team (KI)","SCS1-04-05-04","SEO-B","28741","40701","Policy Adviser","1.78","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","KIGGOSFCPT - Knowledge & Inn, GO Sci Fin & Cor Plan Team (KI)","SCS1-04-05-04","SEO-D","30885","40917","Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-05","G6-D","52215","67714","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-05","G7-B","40686","55562","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-05","G7-D","43129","55882","Senior Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-05","HEO-B","23570","32866","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-06","EO-D","20133","27281","Personal Assistant","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-06","G6-D","52215","67714","Senior Policy Adviser","1.79","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-06","G7-D","43129","55882","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS1-04-05-06","HEO-D","25152","33027","Policy Adviser","6.89","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UK SA - UK Space Agency (KI)","SCS3-04","EA-D","16517","22126","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UK SA - UK Space Agency (KI)","SCS3-04","EO-D","20133","27281","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UK SA - UK Space Agency (KI)","SCS3-04","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UK SA - UK Space Agency (KI)","SCS3-04","HEO-D","25152","33027","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UK SA - UK Space Agency (KI)","SCS3-04","SEO-B","28741","40701","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-01","AO-B","16325","21869","Communications Support Officer","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-01","EO-B","18763","27023","Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-01","EO-B","18763","27023","Executive Assistant","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-01","G6-D","52215","67714","Senior Communications Manager","1.41","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-01","G7-B","40686","55562","Senior Communications Manager","2","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-01","G7-D","43129","55882","Senior Communications Manager","2","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-01","HEO-B","23570","32866","Communications Manager","8","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-01","HEO-D","25152","33027","Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-01","SEO-B","28741","40701","Communications Manager","3","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-01","SEO-D","30885","40917","Communications Manager","3","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-02","EO-B","18763","27023","Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-02","G7-B","40686","55562","Senior Communications Manager","2","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-02","G7-D","43129","55882","Senior Communications Manager","0.44","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-02","HEO-B","23570","32866","Communications Manager","3","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-02","SEO-B","28741","40701","Communications Manager","0.89","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-02","SEO-D","30885","40917","Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","AO-B","16325","21869","Communications Support Officer","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","AO-B","16325","21869","Executive Assistant","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","EO-B","18763","27023","Procurement Support Officer","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","G6-B","50043","67313","Senior Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","G6-B","50043","67313","Senior Operational Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","G6-B","50043","67313","Senior Press Officer","2","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","G6-D","52215","67714","Senior Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","G7-B","40686","55562","Senior Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","G7-B","40686","55562","Senior Press Officer","3","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","G7-B","40686","55562","Senior Policy Adviser","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","G7-D","43129","55882","Senior Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","G7-D","43129","55882","Senior Press Officer","2","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","HEO-B","23570","32866","Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","HEO-B","23570","32866","Admin Support","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","HEO-B","23570","32866","Policy Adviser","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","HEO-B","23570","32866","Press Officer","11","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","HEO-D","25152","33027","Press Officer","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","IntMan","0","0","Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","SEO-B","28741","40701","Press Officer","5","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-03","SEO-D","30885","40917","Press Officer","3","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-04","G7-B","40686","55562","Senior Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-04","G7-D","43129","55882","Senior Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-04","HEO-B","23570","32866","Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-04","HEO-D","25152","33027","Communications Manager","2","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-04","IntMan","0","0","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-04","SEO-B","28741","40701","Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS1-05-01-04","SEO-D","30885","40917","Communications Manager","1.89","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","AA-B","13605","18617","HR Support Officer","1.6","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","AO-B","16325","21869","HR Support Officer","11.91","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","AO-B","16325","21869","Not In Post","2.86","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","AO-B","16325","21869","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","EO-B","18763","27023","HR Officer","7.4","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","EO-B","18763","27023","Not In Post","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","EO-D","20133","27281","Not In Post","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","G6-B","50043","67313","Senior HR Manager","2","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","G6-D","52215","67714","Senior HR Manager","3","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","G7-B","40686","55562","Not In Post","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","G7-B","40686","55562","Senior HR Manager","4","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","G7-D","43129","55882","Senior HR Manager","1.81","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","HEO-B","23570","32866","HR Officer","13.23","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","HEO-B","23570","32866","Not In Post","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","HEO-D","25152","33027","HR Officer","3.7","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","IntMan","0","0","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","SEO-B","28741","40701","HR Officer","4.89","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","SEO-B","28741","40701","Not In Post","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","SEO-D","30885","40917","HR Officer","1","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS1-05-02-02","SEO-D","30885","40917","Policy Adviser","0.78","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-01","G6-B","50043","67313","Senior Investigation Officer","0.94","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-01","G6-B","50043","67313","Senior Legal Adviser","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-01","G7-B","40686","55562","Senior Legal Adviser","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-02","EO-B","18763","27023","Legal Adviser","2","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-02","G6-B","50043","67313","Senior Legal Adviser","3.53","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-02","G7-B","40686","55562","Senior Legal Adviser","2.78","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-03","EO-B","18763","27023","Legal Support Officer","9.75","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-03","G6-B","50043","67313","Senior Legal Adviser","4.67","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-03","G7-B","40686","55562","Senior Legal Adviser","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-03","HEO-B","23570","32866","Investigation Officer","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-03","HEO-B","23570","32866","Legal Support Officer","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-03","SEO-B","28741","40701","Legal Adviser","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-03","SEO-B","28741","40701","Legal Support Officer","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-04","G6-B","50043","67313","Senior Legal Adviser","2.69","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-04","G7-B","40686","55562","Investigation Officer","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS1-05-04-04","G7-B","40686","55562","Senior Legal Adviser","2.56","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-01","G6-B","50043","67313","Senior Legal Adviser","3.18","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-01","G7-B","40686","55562","Senior Legal Adviser","2","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-02","G6-B","50043","67313","Senior Legal Adviser","5.78","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-02","G7-B","40686","55562","Senior Legal Adviser","2.89","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-03","G6-B","50043","67313","Senior Legal Adviser","5.99","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-03","G7-B","40686","55562","Senior Legal Adviser","0.56","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-04","G6-B","50043","67313","Senior Legal Adviser","3.67","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-04","G7-B","40686","55562","Senior Legal Adviser","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-05","G6-B","50043","67313","Senior Legal Adviser","3.17","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-05","G7-B","40686","55562","Senior Legal Adviser","2","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-05","SEO-B","28741","40701","Legal Adviser","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-06","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-06","G6-B","50043","67313","Senior Legal Adviser","5.42","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-06","G6-B","50043","67313","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-06","G7-B","40686","55562","Senior Legal Adviser","2","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-06","G7-B","40686","55562","Senior Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-06","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-07","G6-B","50043","67313","Senior Legal Adviser","3.09","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS1-05-05-07","G7-B","40686","55562","Senior Legal Adviser","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ESG - Economics Strategy and Growth","SCS1-05-06-02","EO-D","20133","27281","Personal Assistant","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ESG - Economics Strategy and Growth","SCS1-05-06-02","G6-D","52215","67714","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ESG - Economics Strategy and Growth","SCS1-05-06-02","G7-D","43129","55882","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ESG - Economics Strategy and Growth","SCS1-05-06-02","HEO-D","25152","33027","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-01","AO-B","16325","21869","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-01","EO-B","18763","27023","Policy Adviser","0.5","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-01","G7-B","40686","55562","Senior Policy Adviser","3.89","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-01","HEO-B","23570","32866","Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-01","SEO-B","28741","40701","Policy Adviser","3.9","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-02","AO-B","16325","21869","Team Support","0.58","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-02","EO-B","18763","27023","Policy Adviser","1.56","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-02","G6-B","50043","67313","Senior Policy Adviser","0.69","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-02","G7-B","40686","55562","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-02","G7-B","40686","55562","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-02","G7-D","43129","55882","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-02","HEO-B","23570","32866","Economist","0.5","Economics"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-02","HEO-B","23570","32866","Policy Adviser","4","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-02","HEO-D","25152","33027","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-02","IntMan","0","0","Policy Adviser","2","Policy"
