Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",28/01/2011,Cash Expenditure during the Year - Other Programme Provisions,Business & Skills Group - Advanced Manufacturing Industries,LAMPORT BASSITT SOLICITORS,1017758,4476.75
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",28/01/2011,Cash Expenditure during the Year - Other Programme Provisions,Business & Skills Group - Advanced Manufacturing Industries,LAMPORT BASSITT SOLICITORS,1017759,871.28
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",LAURA HOBSON,1015750,146.88
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Further Education,LEARNING AND SKILLS IMPROVEMENT SERVICE,1015559,7000000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LEARNLAB LTD,1017656,3757.2
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,LEXISNEXIS BUTTERWORTHS,1016860,17234
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1015211,314.85
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1015585,889.95
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1015589,889.95
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1015776,676.95
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1015820,1464.05
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1016253,453.06
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1016253,481.09
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1016970,858.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",19/01/2011,Technical Advice / Services & Support,Business & Skills Group - Advanced Manufacturing Industries,LGC LTD,1016694,14165.36
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",25/01/2011,Technical Advice / Services & Support,Business & Skills Group - Advanced Manufacturing Industries,LGC LTD,1017064,6334.63
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",19/01/2011,Rail Fares (Programme),Knowledge and Innovation Group - RESEARCH BASE,LGC LTD,1016711,82.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",19/01/2011,Taxis (Programme),Knowledge and Innovation Group - RESEARCH BASE,LGC LTD,1016711,208.4
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",19/01/2011,Hotels (Programme),Knowledge and Innovation Group - RESEARCH BASE,LGC LTD,1016711,881
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",19/01/2011,Subsistence Payments (Programme),Knowledge and Innovation Group - RESEARCH BASE,LGC LTD,1016711,467.9
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",19/01/2011,Entertaining UK (Programme),Knowledge and Innovation Group - RESEARCH BASE,LGC LTD,1016711,1842.19
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Purchase of Office Machinery,Chief Economic Advisor &BRE Group - Better Regulation Executive (BRE),LIGHTMAKER UK LTD,1015686,485
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",19/01/2011,Grant in Aid - Current -Other,Chief Economic Advisor &BRE Group - Better Regulation Executive (BRE),LOCAL BETTER REGULATION OFFICE,1016706,742810
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Standard Desktop Plus Services,Finance & Commercial Group - Information and Workplace Strategies,LOGICA UK LTD,1015065,24634.96
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1017624,8536.84
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1017626,6079.36
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1017630,11172.53
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",04/01/2011,Professional Subscriptions,Finance & Commercial Group - Information and Workplace Strategies,LONDON FRAUD FORUM LTD,1014808,58.75
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Project Management Costs (Programme),Market and Frameworks Group - Europe and World Trade Directorates,LORD BILL JORDAN,1016445,16
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Legal Costs,Market and Frameworks Group - ECO,LOVELLS LLP,1015665,10493
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Stationery (Programme),Business & Skills Group - Government Skills,LYRECO UK LTD,1017132,166.16
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,LYRECO UK LTD,1017016,107.16
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Stationery,Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,LYRECO UK LTD,1015255,19.61
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Stationery,Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,LYRECO UK LTD,1015256,19.61
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Stationery,Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,LYRECO UK LTD,1015257,19.61
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Stationery,Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,LYRECO UK LTD,1015258,19.61
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Stationery,Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,LYRECO UK LTD,1015335,19.61
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Stationery,Knowledge and Innovation Group - Innovation,LYRECO UK LTD,1015477,50.7
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Stationery,Knowledge and Innovation Group - Innovation,LYRECO UK LTD,1016541,58.2
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Stationery,Knowledge and Innovation Group - Innovation,LYRECO UK LTD,1016930,28.65
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",25/01/2011,Stationery,Knowledge and Innovation Group - Innovation,LYRECO UK LTD,1017129,0.72
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",24/01/2011,Stationery,Market and Frameworks Group - Fair Markets Director General's Office,LYRECO UK LTD,1017021,19.32
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1015259,1.47
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1015260,40.57
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1015261,209.55
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1015765,83.52
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1016254,52.02
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1016538,30.17
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1016540,101.74
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1017767,157.2
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1017890,8.65
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Hire of Conference Facilities (Programme),Business & Skills Group - Advanced Manufacturing Industries,MAJORSTAGE LTD T/A PECKFORTON CASTLE,1015423,1281.28
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1015399,1039.88
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1015401,552.99
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1015405,700.45
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1015606,915.09
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1015607,331.8
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1015608,464.48
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1016311,451.8
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1016315,632.47
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1016325,743.4
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1016768,790.6
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1016770,637.2
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1016773,451.8
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",28/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1017701,790.6
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",28/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1017702,564.76
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",28/01/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1017703,531
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,PR & Marketing Advice & Services,Business & Skills Group - Advanced Manufacturing Industries,MARKET OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MORI,1017512,12600
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Service Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,MARTIN BLOOMER ASSOCIATES LTD,1016118,568.92
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",24/01/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,MARY-LOUISE CLARK ASSOCIATES LTD,1017069,1291.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Professional Training,Knowledge and Innovation Group - Higher Education Admin,MDP,1016820,350
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",04/01/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - RESEARCH BASE,MEDICAL RESEARCH COUNCIL,1015091,20000000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - RESEARCH BASE,MEDICAL RESEARCH COUNCIL,1015757,68300000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,1015513,1800
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MENDIP MEDIA GROUP LTD,1016464,35
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MENDIP MEDIA GROUP LTD,1016595,232.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MENDIP MEDIA GROUP LTD,1016769,583.75
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MENDIP MEDIA GROUP LTD,1016774,47.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MENDIP MEDIA GROUP LTD,1016928,68.9
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,MET OFFICE,1015597,1211.49
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,MET OFFICE,1015598,500
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Computer Equipment - Clearing,Finance & Commercial Group - Information and Workplace Strategies,METHODS CONSULTING LTD,1016400,15040
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,METHODS CONSULTING LTD,1016460,9870
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",24/01/2011,Other IT Costs (Programme),Market and Frameworks Group - Europe Directorate,METHODS CONSULTING LTD,1016969,1492.25
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1015555,1190.32
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1015995,1190.32
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1015998,1785.48
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1016839,1519.56
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1017642,1950.11
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1017889,2026.08
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1015166,2763.85
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1015519,2949.25
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1015556,2359.4
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1016000,1769.55
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",24/01/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1016778,2409.6
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1017546,3012
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,MICHAEL POSEN,1015679,522
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Departmental Sponsored Training (Programme),Knowledge and Innovation Group - Learners,MINISTRY OF DEFENCE,1016086,28573
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Project Management Costs (Programme),Market and Frameworks Group - Europe and World Trade Directorates,MINISTRY OF ECONOMIC AFFAIRS AGRICULTURE & INNOVATION (NETHERLANDS),1016340,4155.09
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Project Management Costs (Programme),Market and Frameworks Group - Europe and World Trade Directorates,MINISTRY OF ECONOMIC AFFAIRS AGRICULTURE & INNOVATION (NETHERLANDS),1016340,2290.91
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,1882.96
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,45.44
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,104.03
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,46.78
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,7.05
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,94.14
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,84.58
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,34.74
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,97.75
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,197.05
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,157.75
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,928.85
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,31.16
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,28.83
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,82.14
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,38.12
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,109.3
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,85.41
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,87.81
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1015621,99.94
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1016614,8874.09
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MLM,1015242,823.01
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,MONEY ADVICE TRUST,1015580,60605
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",25/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MORGAN BROWN & CAHILL SOLICITORS,1017255,598.99
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,MORTON FRASER LLP,1016344,45.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,MORTON FRASER LLP,1016344,133.9
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,MORTON FRASER LLP,1016344,316.8
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,MORTON FRASER LLP,1016345,89.6
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Catering Supplies,Knowledge and Innovation Group - Higher Education Admin,MU ENTERPRISES LTD,1015698,75
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Hire of Conference Facilities,Knowledge and Innovation Group - Higher Education Admin,MU ENTERPRISES LTD,1015698,180.01
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Hire of Conference Facilities,Knowledge and Innovation Group - Higher Education Admin,MU ENTERPRISES LTD,1015698,305
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Secondees (not paid directly),Shareholder Executive - Shareholder Executive,N M ROTHSCHILD & SONS LTD,1015527,8937.05
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Sponsorship Support,Market and Frameworks Group - Employment Relations,NASUWT,1016306,3200
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",NATHAN RASIAH,1015771,149.81
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Sundry Debtors,Knowledge and Innovation Group - Learners,NATIONAL ASSEMBLY FOR WALES,1015518,14459903.39
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Capital Grants - Other,Knowledge and Innovation Group - RESEARCH BASE,NATIONAL ASSEMBLY FOR WALES,1015484,1507736
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,NATIONAL CAR PARKS LTD,1015723,1092
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,NATIONAL CAR PARKS LTD,1015924,546
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Grants - Statutory - Current - Other,Business & Skills Group - Enterprise Directorate,NATIONAL COUNCIL FOR GRADUATE ENTREPRENEURSHIP,1015604,225000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Grants - Statutory - Current - Other,Knowledge and Innovation Group - Innovation,NATIONAL COUNCIL FOR GRADUATE ENTREPRENEURSHIP,1016385,50000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1017804,103604
