0,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,16-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,19.11,
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,"4,349.73",
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,188.81,
FCO,FCO,16-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,155.95,
FCO,FCO,16-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,147.24,
FCO,FCO,16-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,"1,896.45",
FCO,FCO,16-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,"2,443.84",
FCO,FCO,16-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,474.11,
FCO,FCO,16-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,326.94,
FCO,FCO,16-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,"4,396.49",
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,"4,835.12",
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,186.45,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,977.19,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,33.12,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,302.84,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,4.4,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,"1,000.44",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,43.43,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,35.87,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,33.86,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,436.18,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,562.08,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,109.05,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,75.2,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,"1,011.19",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,"1,112.08",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,42.88,
FCO,FCO,23-Apr-12,Construction Project more than £10k,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11622,"126,147.88",
FCO,FCO,10-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"6,686.30",
FCO,FCO,10-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"2,306.51",
FCO,FCO,10-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,524.2,
FCO,FCO,10-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"1,116.77",
FCO,FCO,10-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,362.43,
FCO,FCO,10-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"1,024.29",
FCO,FCO,10-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"5,309.53",
FCO,FCO,10-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"2,962.13",
FCO,FCO,10-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,221.72,
FCO,FCO,10-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,419.79,
FCO,FCO,10-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,462.73,
FCO,FCO,10-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,414.7,
FCO,FCO,10-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,496.08,
FCO,FCO,10-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,155,
FCO,FCO,10-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"4,228.29",
FCO,FCO,10-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"3,338.77",
FCO,FCO,10-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"2,307.49",
FCO,FCO,10-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"4,121.67",
FCO,FCO,10-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,834.69,
FCO,FCO,10-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"1,057.07",
FCO,FCO,10-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,131.93,
FCO,FCO,10-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,253.35,
FCO,FCO,10-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"6,696.05",
FCO,FCO,10-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"10,800.24",
FCO,FCO,10-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"3,134.81",
FCO,FCO,10-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"9,124.75",
FCO,FCO,10-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"4,102.31",
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"1,337.26",
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,223.36,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,438.24,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,204.85,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,99.6,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,68.86,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"1,061.90",
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,562.8,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,83.95,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,82.94,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,42.13,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,87.92,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,99.21,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,29.45,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,667.76,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,803.38,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,824.34,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,166.93,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,438.42,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,50.67,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,200.85,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,25.07,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"2,160.05",
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"1,272.25",
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,"1,824.95",
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,595.62,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003429,779.43,
FCO,FCO,16-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"4,229.86",
FCO,FCO,16-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"3,949.61",
FCO,FCO,16-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"3,949.61",
FCO,FCO,16-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"8,224.36",
FCO,FCO,16-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"6,686.30",
FCO,FCO,16-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"8,224.36",
FCO,FCO,16-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"2,306.51",
FCO,FCO,16-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"4,229.86",
FCO,FCO,16-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"3,414.72",
FCO,FCO,16-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"3,414.72",
FCO,FCO,16-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,524.2,
FCO,FCO,16-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"2,856.99",
FCO,FCO,16-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"2,439.09",
FCO,FCO,16-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"2,856.99",
FCO,FCO,16-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"2,439.09",
FCO,FCO,16-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,116.77",
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,366.96,
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"13,055.94",
FCO,FCO,16-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,362.43,
FCO,FCO,16-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,182.97,
FCO,FCO,16-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,182.97,
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"13,055.94",
FCO,FCO,16-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,024.29",
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,366.96,
FCO,FCO,16-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,10.96,
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,76.5,
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"2,962.13",
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"10,769.83",
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,76.5,
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"10,769.83",
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"5,309.53",
FCO,FCO,16-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,10.96,
FCO,FCO,16-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,103.16,
FCO,FCO,16-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,116.99,
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,419.79,
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,221.72,
FCO,FCO,16-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,647.18,
FCO,FCO,16-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,116.99,
FCO,FCO,16-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,103.16,
FCO,FCO,16-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,647.18,
FCO,FCO,16-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,462.73,
FCO,FCO,16-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,17.61,
FCO,FCO,16-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,151.04",
FCO,FCO,16-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,17.61,
FCO,FCO,16-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,17.61,
FCO,FCO,16-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,151.04",
FCO,FCO,16-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,17.61,
FCO,FCO,16-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,414.7,
FCO,FCO,16-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"5,268.04",
FCO,FCO,16-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,81.87,
FCO,FCO,16-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,155,
FCO,FCO,16-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,81.87,
FCO,FCO,16-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,496.08,
FCO,FCO,16-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"5,268.04",
FCO,FCO,16-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"34,329.49",
FCO,FCO,16-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"3,190.01",
FCO,FCO,16-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"34,329.49",
FCO,FCO,16-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"3,190.01",
FCO,FCO,16-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"4,228.29",
FCO,FCO,16-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"3,338.77",
FCO,FCO,16-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"2,307.49",
FCO,FCO,16-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"4,121.67",
FCO,FCO,16-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,292.76",
FCO,FCO,16-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,292.76",
FCO,FCO,16-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"4,900.95",
FCO,FCO,16-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"4,900.95",
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"7,615.59",
FCO,FCO,16-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,057.07",
FCO,FCO,16-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,608.11,
FCO,FCO,16-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,608.11,
FCO,FCO,16-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,834.69,
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"7,615.59",
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,182.97,
FCO,FCO,16-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,253.35,
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,182.97,
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,944.94,
FCO,FCO,16-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,131.93,
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,944.94,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,888.27,
FCO,FCO,16-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"10,800.24",
FCO,FCO,16-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"6,696.05",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,888.27,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,512.21,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,512.21,
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"9,124.75",
FCO,FCO,16-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"3,134.81",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,77.06,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,337.26",
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"4,102.31",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,77.06,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,16.06,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,223.36,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,438.24,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,16.06,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,99.6,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,204.85,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,24.57,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,24.57,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,3.7,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,68.86,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,3.7,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,061.90",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,17.19,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,562.8,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,83.95,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,17.19,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,82.94,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"7,209.19",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,42.13,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"7,209.19",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,029.20",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,87.92,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,029.20",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,99.21,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,599.27",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,599.27",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,29.45,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,667.76,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,824.34,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,803.38,
