0,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,1.24,
FCO,FCO,24-Apr-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,20.39,
FCO,FCO,24-Apr-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,162.28,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,300.24,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,218.21,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,1.24,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,"18,534.54",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,4.78,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,548.52,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,3.89,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,135.15,
FCO,FCO,24-Apr-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,1.65,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,359.47,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,37.46,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,6.31,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,617.82,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,7.96,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,"2,397.04",
FCO,FCO,24-Apr-12,Mobile Telephone Equipment,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,66.93,
FCO,FCO,24-Apr-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,284.62,
FCO,FCO,24-Apr-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,"3,821.69",
FCO,FCO,24-Apr-12,Mobile Telephone Equipment,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000174,"1,083.45",
FCO,FCO,24-Apr-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,29.38,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,402.05,
FCO,FCO,24-Apr-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,220.34,
FCO,FCO,24-Apr-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,"9,547.89",
FCO,FCO,24-Apr-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,59.64,
FCO,FCO,24-Apr-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,"1,615.80",
FCO,FCO,24-Apr-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,"1,645.17",
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,"4,701.97",
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,67.07,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,514.51,
FCO,FCO,24-Apr-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,161.58,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,189.43,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,335.91,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,"3,438.78",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,258.11,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,210.91,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,210.91,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,12.22,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,239.78,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,"19,433.62",
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,277.53,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,127.52,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.63,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,220.34,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.63,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,127.52,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,220.34,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,"2,203.36",
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,210.91,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,127.52,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.63,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,220.34,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,210.91,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,59.64,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,210.91,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,276.66,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,210.91,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,210.91,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,210.91,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,210.91,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,229.95,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,210.91,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,59.64,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,239.78,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,562.62,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,382.46,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,382.46,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,59.64,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,229.95,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,19.98,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,258.11,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,225.43,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,560.37,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,533.37,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,400.43,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,59.64,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,239.78,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,"27,497.91",
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,3.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,440.67,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,440.67,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,"25,558.96",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,42.72,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,89.81,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,"30,847.01",
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,"26,440.30",
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,17.54,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000176,210.91,
FCO,FCO,24-Apr-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,148.2,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,24.62,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,134.36,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,24.62,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,8.21,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,98.36,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,79.7,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,24.62,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,24.62,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,196.62,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,59.25,
FCO,FCO,24-Apr-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"1,528.26",
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,346.62,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,224.09,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,427.31,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,19.15,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,534.03,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,12.07,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,352.35,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"29,539.55",
FCO,FCO,24-Apr-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"15,066.72",
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,25.58,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"24,616.29",
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,438.66,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"29,539.55",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,340.17,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,9.66,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"27,077.92",
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,587.59,
FCO,FCO,24-Apr-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"1,528.26",
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"29,539.55",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,292.1,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,7.02,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"24,616.29",
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,61.39,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"24,616.29",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"22,154.66",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,3.83,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,442.11,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,33.96,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,95.41,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"24,616.29",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,19.15,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,68.86,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"24,616.29",
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"27,077.92",
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,292.1,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,7.02,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,762.04,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"24,616.29",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,16.41,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,151.64,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"20,923.85",
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,70.98,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,5.74,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,32.19,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,40.97,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"24,616.29",
FCO,FCO,24-Apr-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"1,528.26",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,224.09,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,40.97,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,19.91,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,224.09,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,224.09,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,224.09,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"1,528.26",
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,224.09,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,224.09,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,224.09,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"29,539.55",
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,224.09,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,20.51,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,"29,539.55",
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000178,8.21,
FCO,FCO,24-Apr-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,48.57,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,21.71,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,17.95,
FCO,FCO,24-Apr-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,2.18,
FCO,FCO,24-Apr-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,3.46,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,19.13,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,256.19,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,44.56,
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,"3,317.13",
FCO,FCO,24-Apr-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,632.51,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,106.75,
FCO,FCO,24-Apr-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,5.51,
FCO,FCO,24-Apr-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,149.45,
FCO,FCO,24-Apr-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,8.54,
FCO,FCO,24-Apr-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000179,21.71,
