ALB,Supplier,Net Amount £
Government Office ,STTRS DIRECT,"1,450.64"
Government Office ,PUBLIC SERVICE PARTNERSHIP LTD,"1,443.25"
Government Office ,E-LOCATE LTD,"1,441.11"
Government Office ,CENTRE ECONOMIC & SOCIAL INCLUSION,"1,440.25"
Government Office ,VC NET LTD,"1,431.84"
Government Office ,HALLOGEN LTD,"1,401.15"
Government Office ,SHEBANG NEW MEDIA,"1,400.00"
Government Office ,DATRIX TRAINING LTD,"1,395.00"
Government Office ,BUFFETS OUR BUSINESS,"1,392.51"
Government Office ,DIGBY TROUT RESTAURANTS,"1,382.98"
Government Office ,DEVELOP UK,"1,345.00"
Government Office ,SPECTRUM CUSTOMISED LEARNING,"1,327.75"
Government Office ,SANDOWN LIMOUSINE,"1,318.40"
Government Office ,VEOLIA ENVIRONMENTAL,"1,313.10"
Government Office ,MALMAISON HOTEL,"1,312.70"
Government Office ,HARLEQUIN OFFICE FURNITURE LTD,"1,304.26"
Government Office ,STRATHDON HOTEL,"1,301.25"
Government Office ,THREE ALBION PLACE LIMITED,"1,292.84"
Government Office ,ROOM 501 LTD,"1,286.63"
Government Office ,AMBERWING LIMITED,"1,285.20"
Government Office ,CENTRE FOR PARLIAMENTARY STUDIES,"1,263.25"
Government Office ,JHS INTEGRATED SYSTEMS,"1,246.78"
Government Office ,SERVICE POINT UK LTD,"1,245.00"
Government Office ,LORNE STEWART PLC,"1,236.16"
Government Office ,MIDLAND HOTEL,"1,225.56"
Government Office ,COUNT-UP LIMITED,"1,223.18"
Government Office ,ZAP DIGITAL PRINT LTD,"1,218.00"
Government Office ,LINPAC ENVIRONMENTAL LIMITED,"1,213.48"
Government Office ,TROPICAL FOLIAGE LTD,"1,196.00"
Government Office ,ELIESHA TRAINING LTD,"1,190.00"
Government Office ,EPICURUS EVENTS LTD,"1,178.89"
Government Office ,TRAVELEADS,"1,177.90"
Government Office ,SANDSTONE LTD,"1,167.25"
Government Office ,CLASSIC CATERING,"1,161.31"
Government Office ,FLAVOUR OF HOCKLEY,"1,158.09"
Government Office ,YORKSHIRE WATER,"1,156.53"
Government Office ,SAFETYNET SOLUTIONS LTD,"1,132.75"
Government Office ,SURREY GOURMET,"1,125.94"
Government Office ,DMS CONSULTANCY,"1,116.25"
Government Office ,DINE HOSPITALITY LTD,"1,110.97"
Government Office ,ROYAL CLARENCE HOTEL LTD,"1,110.50"
Government Office ,ADEPT CONSULTING (CENTRAL) LTD,"1,106.99"
Government Office ,NEWS BOX,"1,095.16"
Government Office ,POSH NOSH (EAST MIDLANDS) LTD,"1,072.37"
Government Office ,BUTTERFLY HOTELS LTD,"1,070.70"
Government Office ,PARITY TRAINING LTD,"1,066.75"
Government Office ,AVOCET CLEANING SERVICES,"1,066.65"
Government Office ,GODFREY SYRETT LTD,"1,063.38"
Government Office ,GREENHAM TRADING LTD,"1,042.81"
Government Office ,CARDINUS LTD,"1,032.16"
Government Office ,AINTREE RACECOURSE CO LTD,"1,015.13"
Government Office ,O'BRIENS IRISH SANDWICH BAR,"1,003.49"
Government Office ,INITIAL CATERING SERVICES LTD,"1,001.69"
Government Office ,BEWLEYS HOTEL,"1,000.43"
,,
