UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC14021,05-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"£1,079.82",14021
MODGPC14022,06-Oct-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,£605.56,14022
MODGPC14023,10-Oct-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,"£1,284.78",14023
MODGPC14024,10-Oct-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,"£1,528.18",14024
MODGPC14025,03-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£549.23,14025
MODGPC14026,12-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£722.75,14026
MODGPC14027,11-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,£633.00,14027
MODGPC14028,12-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"£4,732.30",14028
MODGPC14029,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,£636.30,14029
MODGPC14030,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"£1,049.94",14030
MODGPC14031,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,£828.36,14031
MODGPC14032,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,£685.50,14032
MODGPC14033,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"£1,049.94",14033
MODGPC14034,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"£4,351.20",14034
MODGPC14035,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,£630.80,14035
MODGPC14036,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"£9,048.00",14036
MODGPC14037,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"£4,251.60",14037
MODGPC14038,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"£2,876.40",14038
MODGPC14039,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"£4,558.80",14039
MODGPC14040,03-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"£6,616.26",14040
MODGPC14041,05-Oct-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"£2,621.33",14041
MODGPC14042,13-Oct-11,Medical Supplies and Services      , DRUG STORES & PHARMACIES,"£2,461.87",14042
MODGPC14043,04-Oct-11,Medical Supplies and Services      , DENTISTS/ORTHODONTISIS,£837.60,14043
MODGPC14044,13-Oct-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"£2,646.54",14044
MODGPC14045,04-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,985.94",14045
MODGPC14046,07-Oct-11,Medical Supplies and Services      , OPTICIANS,£525.86,14046
MODGPC14047,07-Oct-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,£771.60,14047
MODGPC14048,07-Oct-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"£1,679.42",14048
MODGPC14049,04-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£753.42,14049
MODGPC14050,11-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,"£1,940.39",14050
MODGPC14051,07-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£692.47,14051
MODGPC14052,13-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£746.50,14052
MODGPC14053,05-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£805.92,14053
MODGPC14054,13-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£845.88,14054
MODGPC14055,05-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£564.00,14055
MODGPC14056,11-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,295.84",14056
MODGPC14057,06-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£681.79,14057
MODGPC14058,10-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,£812.76,14058
MODGPC14059,07-Oct-11,Medical Supplies and Services      , PODIATRISTS/CHIROPODISTS,"£2,615.99",14059
MODGPC14060,03-Oct-11,Medical Supplies and Services      , HOSPITALS,£732.00,14060
MODGPC14061,07-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,£588.00,14061
MODGPC14062,07-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,£588.00,14062
MODGPC14063,11-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,£588.00,14063
MODGPC14064,11-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,£588.00,14064
MODGPC14065,11-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,£588.00,14065
MODGPC14066,05-Oct-11,Medical Supplies and Services      , MEDICAL/DENTAL LABS,"£2,397.60",14066
MODGPC14067,05-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£843.05,14067
MODGPC14068,11-Oct-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,"£1,623.36",14068
MODGPC14069,03-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£619.24,14069
MODGPC14070,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£624.50,14070
MODGPC14071,05-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£4,093.08",14071
MODGPC14072,06-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£913.68,14072
MODGPC14073,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£17,161.03",14073
MODGPC14074,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£12,293.88",14074
MODGPC14075,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£24,264.00",14075
MODGPC14076,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£16,840.01",14076
MODGPC14077,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£19,374.48",14077
MODGPC14078,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£28,425.18",14078
MODGPC14079,05-Oct-11,Miscellaneous Industrial/Commercial, FURNITURE REUPHOLSTERY/REPAIR,£649.62,14079
MODGPC14080,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£584.63,14080
MODGPC14081,10-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£4,464.41",14081
MODGPC14082,11-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,"£1,008.00",14082
MODGPC14083,07-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£546.00,14083
MODGPC14084,04-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£913.20,14084
MODGPC14085,10-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£20,412.06",14085
MODGPC14086,10-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£34,997.16",14086
MODGPC14087,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£718.26,14087
MODGPC14088,11-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,£728.34,14088
MODGPC14089,05-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£3,937.75",14089
MODGPC14090,13-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£663.44,14090
MODGPC14091,10-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£4,790.40",14091
MODGPC14092,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,696.02",14092
MODGPC14093,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£829.20,14093
MODGPC14094,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,248.00",14094
MODGPC14095,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£4,140.00",14095
MODGPC14096,03-Oct-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"£1,013.56",14096
MODGPC14097,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,569.60",14097
MODGPC14098,07-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,£928.80,14098
MODGPC14099,12-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£2,883.54",14099
MODGPC14100,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£780.00,14100
MODGPC14101,10-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£2,193.91",14101
MODGPC14102,05-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,£766.14,14102
MODGPC14103,06-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£1,201.81",14103
MODGPC14104,11-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£2,125.32",14104
MODGPC14105,03-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,£575.10,14105
MODGPC14106,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,598.10",14106
MODGPC14107,13-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£811.38,14107
MODGPC14108,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£1,395.60",14108
MODGPC14109,06-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£4,241.16",14109
MODGPC14110,04-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£8,899.50",14110
MODGPC14111,07-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£974.10,14111
MODGPC14112,12-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£2,470.14",14112
MODGPC14113,12-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£530.40,14113
MODGPC14114,12-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,"£1,422.00",14114
MODGPC14115,10-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£504.00,14115
MODGPC14116,07-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£2,122.80",14116
MODGPC14117,07-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£2,122.80",14117
MODGPC14118,07-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£1,114.32",14118
MODGPC14119,05-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,408.40",14119
MODGPC14120,05-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,408.40",14120
MODGPC14121,03-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£713.94,14121
MODGPC14122,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,390.40",14122
MODGPC14123,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£904.80,14123
MODGPC14124,10-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,220.00",14124
MODGPC14125,05-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,176.00",14125
MODGPC14126,03-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£710.00,14126
MODGPC14127,04-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£650.40,14127
MODGPC14128,10-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£3,994.20",14128
MODGPC14129,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£624.37,14129
MODGPC14130,05-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£948.00,14130
MODGPC14131,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£614.16,14131
MODGPC14132,05-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£3,880.00",14132
MODGPC14133,12-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£2,164.75",14133
MODGPC14134,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,666.75",14134
MODGPC14135,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£900.00,14135
MODGPC14136,05-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£741.43,14136
MODGPC14137,13-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£3,107.93",14137
MODGPC14138,06-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£3,284.70",14138
MODGPC14139,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£798.60,14139
MODGPC14140,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£2,892.00",14140
MODGPC14141,03-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£3,436.76",14141
MODGPC14142,11-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£4,581.60",14142
MODGPC14143,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,023.28",14143
MODGPC14144,12-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,526.58",14144
MODGPC14145,05-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£1,116.00",14145
MODGPC14146,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,093.42",14146
MODGPC14147,12-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£672.00,14147
MODGPC14148,03-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£1,809.86",14148
MODGPC14149,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£3,039.26",14149
MODGPC14150,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£588.00,14150
MODGPC14151,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£578.29,14151
MODGPC14152,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£532.83,14152
MODGPC14153,11-Oct-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"£1,712.18",14153
MODGPC14154,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£986.88,14154
MODGPC14155,06-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£2,016.00",14155
MODGPC14156,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£960.00,14156
MODGPC14157,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£960.00,14157
MODGPC14158,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£873.60,14158
MODGPC14159,12-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£812.13,14159
MODGPC14160,10-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£540.00,14160
MODGPC14161,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£918.78,14161
MODGPC14162,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,149.02",14162
MODGPC14163,04-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£951.20,14163
MODGPC14164,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£612.00,14164
MODGPC14165,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£4,968.00",14165
MODGPC14166,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,151.65",14166
MODGPC14167,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£692.68,14167
MODGPC14168,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£998.40,14168
MODGPC14169,10-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,901.40",14169
MODGPC14170,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£510.00,14170
MODGPC14171,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£753.60,14171
MODGPC14172,07-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,224.00",14172
MODGPC14173,13-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,806.00",14173
MODGPC14174,12-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,021.52",14174
MODGPC14175,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,785.60",14175
MODGPC14176,07-Oct-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"£1,680.00",14176
MODGPC14177,12-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£2,052.00",14177
MODGPC14178,05-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£1,205.16",14178
MODGPC14179,11-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£3,324.00",14179
MODGPC14180,12-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£4,489.99",14180
MODGPC14181,04-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£871.09,14181
MODGPC14182,06-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£859.20,14182
MODGPC14183,04-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,572.56",14183
MODGPC14184,12-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£4,144.32",14184
MODGPC14185,03-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£3,255.48",14185
MODGPC14186,03-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£3,602.70",14186
MODGPC14187,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,579.14",14187
MODGPC14188,06-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£743.35,14188
MODGPC14189,04-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,036.65",14189
MODGPC14190,07-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£538.81,14190
MODGPC14191,12-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,003.34",14191
MODGPC14192,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,123.55",14192
MODGPC14193,12-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£985.54,14193
MODGPC14194,05-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,£660.83,14194
MODGPC14195,05-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,£608.40,14195
MODGPC14196,11-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,620.00",14196
MODGPC14197,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£927.00,14197
MODGPC14198,13-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,112.40",14198
MODGPC14199,03-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£570.00,14199
MODGPC14200,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£772.92,14200
MODGPC14201,05-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£601.80,14201
MODGPC14202,11-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£733.49,14202
MODGPC14203,13-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£504.67,14203
MODGPC14204,04-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£730.20,14204
MODGPC14205,04-Oct-11,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,£861.00,14205
MODGPC14206,05-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£3,959.57",14206
MODGPC14207,05-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£4,139.28",14207
MODGPC14208,05-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£4,141.01",14208
MODGPC14209,13-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£790.92,14209
MODGPC14210,13-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£994.37,14210
MODGPC14211,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£818.69,14211
MODGPC14212,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£818.69,14212
MODGPC14213,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£790.92,14213
MODGPC14214,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£730.62,14214
MODGPC14215,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£683.34,14215
MODGPC14216,06-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£771.65,14216
MODGPC14217,03-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£38,685.60",14217
MODGPC14218,12-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£7,523.64",14218
MODGPC14219,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£3,008.47",14219
MODGPC14220,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£2,628.10",14220
MODGPC14221,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,316.64",14221
MODGPC14222,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£730.62,14222
MODGPC14223,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£990.96,14223
MODGPC14224,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£932.22,14224
MODGPC14225,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£870.07,14225
MODGPC14226,10-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£561.58,14226
MODGPC14227,07-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£659.36,14227
MODGPC14228,07-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£845.65,14228
MODGPC14229,01-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£540.22,14229
MODGPC14230,13-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,250.40",14230
MODGPC14231,05-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,065.29",14231
MODGPC14232,07-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£991.63,14232
MODGPC14233,04-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£568.08,14233
MODGPC14234,06-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,788.05",14234
MODGPC14235,07-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£585.60,14235
MODGPC14236,04-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£563.40,14236
MODGPC14237,11-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£739.70,14237
MODGPC14238,13-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£679.06,14238
MODGPC14239,10-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£724.30,14239
MODGPC14240,06-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£581.64,14240
MODGPC14241,07-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£629.64,14241
MODGPC14242,04-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£548.04,14242
MODGPC14243,12-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£4,468.10",14243
MODGPC14244,06-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,600.65",14244
MODGPC14245,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,452.00",14245
MODGPC14246,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,014.00",14246
MODGPC14247,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£5,640.00",14247
MODGPC14248,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£2,434.80",14248
MODGPC14249,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£11,826.00",14249
MODGPC14250,06-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,128.00",14250
