Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,ARTS AND HUMANITIES RESEARCH COUNCIL,1028697,26932488
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Conference Facilities,Finance & Commercial Group - Commercial Directorate,BAXTERSTOREY LTD,1028698,36111
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,JONES YARRELL LEADENHALL,1028699,735.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Publications,"Legal, People & Communications Group - Communications Directorate",CISION UK LTD,1028702,732
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Technical Advice,Shareholder Executive - Shareholder Executive,RAYMOND PYLE,1028705,91.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Technical Advice,Shareholder Executive - Shareholder Executive,RAYMOND PYLE,1028705,6226.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2011,Hotels Overseas,"Legal, People & Communications Group - Communications Directorate",THE LEELA PALACE KEMPINSKI,1028706,148.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Other Telephone Costs,Shareholder Executive - Shareholder Executive,INTERCALL CONFERENCING SERVICES LTD,1028714,1139.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Stationery,"Legal, People & Communications Group - Legal Services",BANNER BUSINESS SERVICES LTD,1028722,374.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Advanced Manufacturing Industries,ADECCO UK LTD,1028723,695.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1028724,705.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1028725,477.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1028728,952.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1028729,481.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,MEDICAL RESEARCH COUNCIL,1028730,27730000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1028731,519.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),ESBR - Analysis Directorate,ADECCO UK LTD,1028732,756.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1028733,160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1028733,156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Sundry Debtors,Knowledge and Innovation Group - Learners,DEPARTMENT FOR EMPLOYMENT AND LEARNING,1028734,7775.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1028735,824.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1028736,473.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Student Loan Debt Sale Utilisation,Knowledge and Innovation Group - Learners,ZZZZFINANCE FOR HIGHER EDUCATION,1028737,95091.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1028738,752.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1028740,631.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Copyright Fees,ESBR - Better Regulation Executive (BRE),PRECISE MEDIA MONITORING LTD,1028741,2464.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Advanced Manufacturing Industries,ADECCO UK LTD,1028742,568.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1028743,563.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1028744,513
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Static Line Rental,"Legal, People & Communications Group - Legal Services",BRITISH TELECOMMUNICATIONS plc (BT),1028745,99.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,ARTHUR D HARVERD,1028747,174
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,CHARLES BARRINGTON,1028748,174
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,External Training,"Legal, People & Communications Group - Legal Services",SOUTH WEST FRAUD FORUM,1028749,78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,MICHAEL POSEN,1028750,174
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,SALLY FRIEND,1028751,174
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,ANGELA LANDAU,1028752,174
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,CITY INN LTD T/A MINT HOTEL WESTMINSTER,1028753,981.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,CITY INN LTD T/A MINT HOTEL WESTMINSTER,1028753,62.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Other Training Costs (Programme),Business & Skills Group - Advanced Manufacturing Industries,Future Plan Consulting Ltd,1028754,2290
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1028755,7799.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1028755,998.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Mobile Phones,"Legal, People & Communications Group - Legal Services",VODAFONE LTD,1028756,19.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Electricity,Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1028757,51656.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Electricity,Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1028758,1857.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Electricity,Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1028759,6471.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1028760,114.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Purchase of Office Machinery,ESBR - Better Regulation Executive (BRE),LIGHTMAKER UK LTD,1028761,372
