Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,METHODS CONSULTING LTD,1028548,14100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Enforcement,Business & Skills Group - Advanced Manufacturing Industries,ITSA LTD,1028549,960
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028550,530.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028552,307.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028554,323.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028555,1248.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1028556,160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1028556,156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028557,6061.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028558,52.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028558,25.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028559,236.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1028560,160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1028560,156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028561,122.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028562,182.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028564,3944.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028565,954.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028566,8.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028567,314.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1028568,4236
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028569,702.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028570,160.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1028571,2118
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028572,499.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028573,127.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1028574,1436.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028575,20025.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1028576,1590
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028577,423.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1028578,2118
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028579,1006.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028580,20153.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1028581,1801.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028582,8.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028583,108.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028584,5703.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028585,548.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1028586,4.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Leadership & People Management Training,Finance & Commercial Group - Finance Group,BPP PROFESSIONAL EDUCATION LTD,1028590,134.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Electricity,Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1028591,4719.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Electricity,Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1028592,29643.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Electricity,Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1028592,581.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Postage,Finance & Commercial Group - Commercial Directorate,ROYAL MAIL,1028594,3091.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Reprographic Equipment,Market and Frameworks Group - Fair Markets Director General's Office,SIEMENS FINANCIAL SERVICES LTD,1028595,1130
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Reprographic Equipment,Market and Frameworks Group - Fair Markets Director General's Office,SIEMENS FINANCIAL SERVICES LTD,1028595,40
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2011,Capital Grants - Other,Business & Skills Group - Advanced Manufacturing Industries,ONE NORTH EAST,1028596,4530198.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/06/2011,Capital Grants - Other,Business & Skills Group - Advanced Manufacturing Industries,ONE NORTH EAST,1028597,7038511.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grants - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),1028599,37847.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grants - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),1028599,37847.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grants - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),1028599,37847.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grants - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),1028599,37847.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Courier Services,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ROYAL MAIL GROUP LTD T/A ROYAL MAIL,1028600,48.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1028601,1248.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Mobile Call Charges,ESBR - Better Regulation Executive (BRE),O2 (UK) LTD.,1028602,106.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1028603,110.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1028604,31.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Internal Audit Services,Finance & Commercial Group - Finance Group,PRICEWATERHOUSECOOPERS LLP,1028605,41050
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1028606,105.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,TRIBAL EDUCATION LTD,1028607,700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,TRIBAL EDUCATION LTD,1028607,700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1028608,17.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,DAISY COMMUNICATIONS LTD,1028609,1587.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Courier Services,Finance & Commercial Group - Commercial Directorate,TNT INTERNATIONAL UK,1028610,169.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,KCOM GROUP PLC T/A ECLIPSE INTERNET,1028611,143.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Hire of Reprographic Equipment,Finance & Commercial Group - Commercial Directorate,ING LEASE (UK) LTD,1028612,1516.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Hire of Reprographic Equipment,Finance & Commercial Group - Commercial Directorate,ING LEASE (UK) LTD,1028612,67.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",FABER & CO,1028613,1952.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",FABER & CO,1028613,20
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,IT Services (Programme),"Legal, People & Communications Group - Communications Directorate",HELPFUL TECHNOLOGY LTD,1028614,262.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",MENDIP MEDIA GROUP LTD,1028615,282.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",OFFICE ANGELS LTD,1028616,362.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1028617,780.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",LUPTON FAWCETT,1028618,2557.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DTZ DEBENHAM TIE LEUNG,1028619,5215
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,OPUS ENERGY LTD,1028620,51693.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Publications,Knowledge and Innovation Group - Government Office For Science,JONES YARRELL LEADENHALL,1028621,59.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,JONATHAN BROGAARD,1028622,253.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",NO 5 CHAMBERS,1028623,456
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Publications,Market and Frameworks Group - Corporate Law and Governance,JONES YARRELL LEADENHALL,1028624,51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Publications,Knowledge and Innovation Group - Government Office For Science,JONES YARRELL LEADENHALL,1028625,59.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Publications,Business & Skills Group - Advanced Manufacturing Industries,JONES YARRELL LEADENHALL,1028629,13.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,GTN Services,Finance & Commercial Group - Commercial Directorate,CABLE & WIRELESS COMMUNICATIONS,1028630,1036.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,GTN Services,Finance & Commercial Group - Commercial Directorate,CABLE & WIRELESS COMMUNICATIONS,1028633,30.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,GTN Services,Finance & Commercial Group - Commercial Directorate,CABLE & WIRELESS COMMUNICATIONS,1028634,2812.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Mobile Phones,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1028635,64.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Publications,Office of Manpower Economics - Office of Manpower Economics,JONES YARRELL LEADENHALL,1028636,89.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Mobile Phones,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1028637,3.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Mobile Phones,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1028637,1319.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1028638,12249.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1028639,73111.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1028639,8846.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1028639,6978.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1028639,7661.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1028639,18179.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1028639,1008.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1028639,1651.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1028639,3241.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1028639,4519.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,LOGICA UK LTD,1028642,46878.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,LOGICA UK LTD,1028643,24634.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Electricity (Programme),Shareholder Executive - Shareholder Executive,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1028645,11.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Computer Equipment - Clearing,Finance & Commercial Group - Commercial Directorate,LOGICA UK LTD,1028646,22801.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Publications (Programme),Shareholder Executive - Shareholder Executive,REED BUSINESS INFORMATION,1028648,7700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",GRANT THORNTON UK LLP,1028649,4800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Computer Equipment - Clearing,Finance & Commercial Group - Commercial Directorate,LOGICA UK LTD,1028650,1380
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Computer Equipment - Clearing,Finance & Commercial Group - Commercial Directorate,LOGICA UK LTD,1028651,345
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Electricity,Finance & Commercial Group - Commercial Directorate,E-ON ENERGY LTD,1028652,1301.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Gas,Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1028653,2573.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Gas,Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1028654,125.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Gas,Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1028655,1215.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Gas,Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1028656,1787.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1028663,400.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,CAPGEMINI UK plc,1028665,368.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,MARC LENGLET,1028666,245.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1028667,1585090.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Service Charges,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1028667,194715
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1028668,1357780.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Service Charges,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1028668,165682
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,External Training,"Legal, People & Communications Group - Legal Services",THE LAW SOCIETY,1028669,200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",HM LAND REGISTRY,1028670,60
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1028671,1114657.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2011,Service Charges,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1028671,136230
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Car Hire and Leasing,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ARVAL (UK) LTD,1028672,88.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Car Hire and Leasing,Business & Skills Group - Advanced Manufacturing Industries,ARVAL (UK) LTD,1028673,49.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1028674,6979.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Capital Grants - Other,Knowledge and Innovation Group - Research Base,SCOTTISH HIGHER EDUCATION FUNDING COUNCIL,1028675,2154932
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Other HR Consultancy,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MENDAS LTD,1028676,9420
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1028677,1722.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Press Cutting Services,"Legal, People & Communications Group - Communications Directorate",PRECISE MEDIA MONITORING LTD,1028678,5700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Gas,Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1028679,3654.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Gas,Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1028681,169.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1028682,49927.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Rates,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1028682,53742
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Service Charges,Finance & Commercial Group - Commercial Directorate,DEPARTMENT FOR EDUCATION,1028682,143869.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Other Accommodation Charges,Finance & Commercial Group - Commercial Directorate,RUSSAM GMS LTD,1028683,2205
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Telecommunications,Market and Frameworks Group - ECO,BRITISH TELECOMMUNICATIONS plc,1028685,139.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grants - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,VEHICLE CERTIFICATION AGENCY,1028686,127500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Sponsorship Support,ESBR - Analysis Directorate,ROYAL INSTITUTE OF CHARTERED SURVEYORS,1028687,33844.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Taxis,"Legal, People & Communications Group - Communications Directorate",ADDISON LEE plc,1028688,175.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,1028690,63000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1028691,70000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,1028692,130000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1028693,29000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,NATURAL ENVIRONMENT RESEARCH COUNCIL,1028694,60000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2011,Catering Services,Finance & Commercial Group - Commercial Directorate,BAXTERSTOREY LTD,1028695,60176.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Research Base,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1028696,2700000
