UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC18927,02-Dec-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"3,000.00",18927
MODGPC18928,01-Dec-11,Books and Periodicals              , NEWS DEALERS/NEWSSTANDS,600,18928
MODGPC18929,01-Dec-11,Print and Advertising              , ADVERTISING SERVICES,"1,260.00",18929
MODGPC18930,05-Dec-11,Print and Advertising              , ADVERTISING SERVICES,"1,500.00",18930
MODGPC18931,09-Dec-11,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","1,440.00",18931
MODGPC18932,07-Dec-11,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"1,650.62",18932
MODGPC18933,02-Dec-11,Print and Advertising              , ADVERTISING SERVICES,"9,789.60",18933
MODGPC18934,02-Dec-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"24,950.26",18934
MODGPC18935,05-Dec-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"14,423.11",18935
MODGPC18936,13-Dec-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,380.83",18936
MODGPC18937,02-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,780.41,18937
MODGPC18938,07-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,824.75,18938
MODGPC18939,06-Dec-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,798,18939
MODGPC18940,05-Dec-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"1,194.00",18940
MODGPC18941,12-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,196.88",18941
MODGPC18942,08-Dec-11,Print and Advertising              , MISC PUBLISHING & PRINTING,625,18942
MODGPC18943,07-Dec-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"3,945.00",18943
MODGPC18944,12-Dec-11,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,895.77,18944
MODGPC18945,06-Dec-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"12,828.00",18945
MODGPC18946,12-Dec-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"1,197.60",18946
MODGPC18947,08-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"4,764.00",18947
MODGPC18948,12-Dec-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"6,732.00",18948
MODGPC18949,12-Dec-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"1,262.58",18949
MODGPC18950,06-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"3,761.00",18950
MODGPC18951,08-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"3,563.34",18951
MODGPC18952,13-Dec-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"1,115.52",18952
MODGPC18953,01-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,539.61,18953
MODGPC18954,01-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,551.85,18954
MODGPC18955,07-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,792.29,18955
MODGPC18956,01-Dec-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",879.18,18956
MODGPC18957,02-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,061.27",18957
MODGPC18958,01-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,130.00",18958
MODGPC18959,02-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,525.22,18959
MODGPC18960,05-Dec-11,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"7,200.00",18960
MODGPC18961,05-Dec-11,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"3,600.00",18961
MODGPC18962,12-Dec-11,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,"7,455.60",18962
MODGPC18963,13-Dec-11,Mail and Courier Services          , POSTAGE STAMPS,"1,518.68",18963
MODGPC18964,02-Dec-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,"1,901.02",18964
MODGPC18965,05-Dec-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,"3,166.86",18965
MODGPC18966,07-Dec-11,Staff - Temporary Recruitment      , EMPLOYMENT/TEMP HELP AGEN,"49,338.37",18966
MODGPC18967,06-Dec-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,"1,125.00",18967
MODGPC18968,13-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"2,662.20",18968
MODGPC18969,02-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,666.66,18969
MODGPC18970,06-Dec-11,Building Services                  ," HEATING, PLUMBING, AIR COND",968.09,18970
MODGPC18971,13-Dec-11,General Retail and Wholesale       , SHOE STORES,809.49,18971
MODGPC18972,07-Dec-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,892.74,18972
MODGPC18973,08-Dec-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,923.14,18973
MODGPC18974,12-Dec-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,714.4,18974
MODGPC18975,05-Dec-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,546.15,18975
MODGPC18976,01-Dec-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,750,18976
MODGPC18977,01-Dec-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,645,18977
MODGPC18978,07-Dec-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"3,695.00",18978
MODGPC18979,07-Dec-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"1,595.00",18979
MODGPC18980,13-Dec-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,691.01,18980
MODGPC18981,07-Dec-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,643.42,18981
MODGPC18982,01-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,960,18982
MODGPC18983,06-Dec-11,General Retail and Wholesale       , HARDWARE STORES,"1,840.80",18983
MODGPC18984,06-Dec-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"5,356.32",18984
MODGPC18985,06-Dec-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"3,238.03",18985
MODGPC18986,06-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,488.00",18986
MODGPC18987,12-Dec-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"1,263.22",18987
MODGPC18988,12-Dec-11,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"9,380.04",18988
MODGPC18989,12-Dec-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,695.55,18989
MODGPC18990,07-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,690,18990
MODGPC18991,13-Dec-11,General Retail and Wholesale       , HARDWARE STORES,"1,433.10",18991
MODGPC18992,07-Dec-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"5,100.00",18992
MODGPC18993,06-Dec-11,Mail and Courier Services          , POSTAGE STAMPS,"1,500.00",18993
MODGPC18994,01-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,622.69",18994
MODGPC18995,05-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"4,992.00",18995
MODGPC18996,07-Dec-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"1,951.60",18996
MODGPC18997,12-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,596.04,18997
MODGPC18998,07-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"3,594.00",18998
MODGPC18999,02-Dec-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"1,248.00",18999
MODGPC19000,06-Dec-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"4,212.00",19000
MODGPC19001,09-Dec-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"2,376.00",19001
MODGPC19002,13-Dec-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,620,19002
MODGPC19003,01-Dec-11,Leisure Activities                 , RECREATION SERVICES,792,19003
MODGPC19004,07-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,862.8,19004
MODGPC19005,07-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,842.62,19005
MODGPC19006,02-Dec-11,"Vehicles, Servicing and Spares     ", MOTORCYCLE DEALERS,500,19006
MODGPC19007,05-Dec-11,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"1,440.00",19007
MODGPC19008,07-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,669.31,19008
MODGPC19009,08-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,671.04",19009
MODGPC19010,01-Dec-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,606.23,19010
MODGPC19011,05-Dec-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,540.54,19011
MODGPC19012,05-Dec-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,969.72,19012
MODGPC19013,07-Dec-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,960,19013
MODGPC19014,01-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,717.6,19014
MODGPC19015,05-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,705.6,19015
MODGPC19016,12-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"2,880.00",19016
MODGPC19017,13-Dec-11,Automotive Fuel                    , SERVICE STATIONS,"1,162.99",19017
MODGPC19018,01-Dec-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,966,19018
MODGPC19019,08-Dec-11,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"4,478.66",19019
MODGPC19020,12-Dec-11,Leisure Activities                 , CAMPER TRAILER DEALER,"2,544.00",19020
MODGPC19021,07-Dec-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,477.54",19021
MODGPC19022,02-Dec-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,500,19022
MODGPC19023,08-Dec-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,900,19023
MODGPC19024,09-Dec-11,General Retail and Wholesale       , SHOE STORES,891.52,19024
MODGPC19025,07-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,585.4,19025
MODGPC19026,07-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,715.1,19026
MODGPC19027,07-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,616.08,19027
MODGPC19028,07-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,955.66,19028
MODGPC19029,07-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"1,896.00",19029
MODGPC19030,06-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,696,19030
MODGPC19031,02-Dec-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,625,19031
MODGPC19032,01-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"4,452.37",19032
MODGPC19033,02-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"4,674.78",19033
MODGPC19034,08-Dec-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,519,19034
MODGPC19035,06-Dec-11,Miscellaneous Industrial/Commercial," PAINT, VARNISHES & SUPPLIES",552.75,19035
MODGPC19036,08-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"1,735.20",19036
MODGPC19037,05-Dec-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"2,425.00",19037
MODGPC19038,06-Dec-11,Restaurants and Bars               ," HOTELS, RESTAURANTS AND BARS",554.21,19038
MODGPC19039,12-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,796.13,19039
MODGPC19040,13-Dec-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,661.92,19040
MODGPC19041,12-Dec-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,567.75,19041
MODGPC19042,02-Dec-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,687.27,19042
MODGPC19043,02-Dec-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,687.27,19043
MODGPC19044,02-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"2,080.44",19044
MODGPC19045,07-Dec-11,General Retail and Wholesale       , SPORTING GOODS STORES,852.64,19045
MODGPC19046,05-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,694.8,19046
MODGPC19047,05-Dec-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"2,247.17",19047
MODGPC19048,02-Dec-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,000.00",19048
MODGPC19049,01-Dec-11,"Vehicles, Servicing and Spares     ", MOTORCYCLE DEALERS,"1,620.00",19049
MODGPC19050,12-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,629.2,19050
MODGPC19051,05-Dec-11,General Retail and Wholesale       , ELECTRONICS STORES,640.8,19051
MODGPC19052,05-Dec-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,"1,138.50",19052
MODGPC19053,12-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,393.49",19053
MODGPC19054,05-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"1,320.00",19054
MODGPC19055,07-Dec-11,General Retail and Wholesale       , SPORTING GOODS STORES,"1,664.64",19055
MODGPC19056,07-Dec-11,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,971.5,19056
MODGPC19057,13-Dec-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"3,656.00",19057
MODGPC19058,06-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"10,766.82",19058
MODGPC19059,07-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"1,007.40",19059
MODGPC19060,09-Dec-11,Print and Advertising              , MISC PUBLISHING & PRINTING,585.53,19060
MODGPC19061,12-Dec-11,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"2,565.21",19061
MODGPC19062,02-Dec-11,Computer Equipment & Services      , COMPUTER NETWORK/INFO SVCS,"1,000.00",19062
MODGPC19063,09-Dec-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"3,900.00",19063
MODGPC19064,01-Dec-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"3,380.00",19064
MODGPC19065,06-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,623.39,19065
MODGPC19066,06-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,634.8,19066
MODGPC19067,06-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,656.84,19067
MODGPC19068,06-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,656.84,19068
MODGPC19069,07-Dec-11,Print and Advertising              , PHOTOFINISH LABS/DEV,"1,415.63",19069
MODGPC19070,08-Dec-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"4,484.40",19070
MODGPC19071,13-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,781.84,19071
MODGPC19072,02-Dec-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"6,314.69",19072
MODGPC19073,08-Dec-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"8,000.00",19073
MODGPC19074,13-Dec-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"9,366.06",19074
MODGPC19075,08-Dec-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,915.6,19075
MODGPC19076,06-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,784.48,19076
MODGPC19077,08-Dec-11,Building Services                  ," HEATING, PLUMBING, AIR COND","6,611.78",19077
MODGPC19078,09-Dec-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"2,400.00",19078
MODGPC19079,08-Dec-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"4,000.00",19079
MODGPC19080,02-Dec-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,900,19080
MODGPC19081,09-Dec-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,775,19081
MODGPC19082,13-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,900,19082
MODGPC19083,12-Dec-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,677.22,19083
MODGPC19084,12-Dec-11,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,"1,660.56",19084
MODGPC19085,01-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,538.8,19085
MODGPC19086,06-Dec-11,Professional Services              , PROFESSIONAL SERVICES - DEF,744,19086
MODGPC19087,08-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"4,274.40",19087
MODGPC19088,07-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,347.84",19088
MODGPC19089,12-Dec-11,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,972,19089
MODGPC19090,09-Dec-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,"1,560.00",19090
MODGPC19091,13-Dec-11,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","1,126.99",19091
MODGPC19092,12-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"2,439.18",19092
MODGPC19093,12-Dec-11,Building Services                  ," HEATING, PLUMBING, AIR COND",799.53,19093
MODGPC19094,12-Dec-11,Professional Services              , PROFESSIONAL SERVICES - DEF,602.4,19094
MODGPC19095,06-Dec-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,657.6,19095
MODGPC19096,12-Dec-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"3,906.00",19096
MODGPC19097,02-Dec-11,Training and Educational           , SCHOOLS - DEFAULT,950,19097
MODGPC19098,05-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"1,185.00",19098
MODGPC19099,12-Dec-11,General Retail and Wholesale       , VARIETY STORES,"2,880.00",19099
MODGPC19100,06-Dec-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,504.02,19100
MODGPC19101,09-Dec-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,610.92,19101
MODGPC19102,12-Dec-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,563.23,19102
MODGPC19103,09-Dec-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"1,123.58",19103
MODGPC19104,12-Dec-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,704.74,19104
MODGPC19105,06-Dec-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,733.81,19105
MODGPC19106,09-Dec-11,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,860,19106
MODGPC19107,05-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,629,19107
MODGPC19108,08-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,579,19108
MODGPC19109,08-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,579,19109
MODGPC19110,07-Dec-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,760,19110
MODGPC19111,13-Dec-11,Professional Services              , PROFESSIONAL SERVICES - DEF,882.7,19111
MODGPC19112,12-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"3,239.83",19112
MODGPC19113,12-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"3,239.83",19113
MODGPC19114,08-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,238.85",19114
MODGPC19115,01-Dec-11,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",654.91,19115
MODGPC19116,05-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,773.70",19116
MODGPC19117,06-Dec-11,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","6,951.74",19117
MODGPC19118,12-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"4,182.00",19118
MODGPC19119,09-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,800.00",19119
MODGPC19120,12-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,720,19120
MODGPC19121,09-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,759,19121
MODGPC19122,09-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"7,344.41",19122
MODGPC19123,02-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,832.4,19123
MODGPC19124,01-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,642.13,19124
MODGPC19125,02-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"1,070.00",19125
MODGPC19126,01-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"1,238.47",19126
MODGPC19127,08-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,882,19127
MODGPC19128,12-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,627.89,19128
MODGPC19129,12-Dec-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,512,19129
MODGPC19130,07-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"16,003.80",19130
MODGPC19131,07-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,322.00",19131
MODGPC19132,07-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,798.92",19132
MODGPC19133,07-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"8,478.12",19133
MODGPC19134,07-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,276.00",19134
MODGPC19135,02-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,583.68,19135
MODGPC19136,08-Dec-11,General Retail and Wholesale       , GROCERY STORES/SUPERMARKETS,500,19136
MODGPC19137,13-Dec-11,General Retail and Wholesale       , ELECTRONICS STORES,"2,700.00",19137
MODGPC19138,13-Dec-11,General Retail and Wholesale       , ELECTRONICS STORES,"2,700.00",19138
MODGPC19139,13-Dec-11,General Retail and Wholesale       , ELECTRONICS STORES,"2,700.00",19139
MODGPC19140,13-Dec-11,General Retail and Wholesale       , ELECTRONICS STORES,"2,700.00",19140
MODGPC19141,13-Dec-11,General Retail and Wholesale       , ELECTRONICS STORES,"2,700.00",19141
MODGPC19142,02-Dec-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"1,402.20",19142
MODGPC19143,09-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"1,212.00",19143
MODGPC19144,12-Dec-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"2,215.26",19144
MODGPC19145,06-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"1,356.00",19145
MODGPC19146,06-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"10,000.00",19146
MODGPC19147,06-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"3,488.00",19147
MODGPC19148,06-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"10,000.00",19148
MODGPC19149,06-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"10,000.00",19149
MODGPC19150,06-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"7,882.00",19150
MODGPC19151,12-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,520.00",19151
MODGPC19152,12-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,860.4,19152
MODGPC19153,06-Dec-11,Medical Supplies and Services      , DENTISTS/ORTHODONTISIS,670.64,19153
MODGPC19154,05-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,882.24,19154
MODGPC19155,05-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,768.89,19155
MODGPC19156,06-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"2,255.17",19156
MODGPC19157,06-Dec-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,777.6,19157
MODGPC19158,05-Dec-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"4,600.00",19158
MODGPC19159,10-Dec-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,972,19159
MODGPC19160,12-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,537.75,19160
MODGPC19161,12-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,"2,152.38",19161
MODGPC19162,12-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,"1,980.00",19162
MODGPC19163,12-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,"1,980.00",19163
MODGPC19164,12-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,537.75,19164
MODGPC19165,02-Dec-11,Miscellaneous Industrial/Commercial, MISC REPAIR SERVICES,"4,984.32",19165
MODGPC19166,07-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"2,460.00",19166
MODGPC19167,07-Dec-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,630.00",19167
MODGPC19168,12-Dec-11,Training and Educational           , SCHOOLS - DEFAULT,919.8,19168
MODGPC19169,02-Dec-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,526.5,19169
MODGPC19170,02-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,540,19170
MODGPC19171,09-Dec-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,180.38",19171
MODGPC19172,09-Dec-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"4,800.00",19172
MODGPC19173,09-Dec-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,525.82,19173
MODGPC19174,12-Dec-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"1,314.00",19174
MODGPC19175,06-Dec-11,Books and Periodicals              , BOOK STORES,910.48,19175
MODGPC19176,07-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,655.01,19176
MODGPC19177,05-Dec-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"2,700.00",19177
MODGPC19178,06-Dec-11,Building Services                  , AIR COND/REFRIG REPAIR SHOP,"1,416.00",19178
MODGPC19179,01-Dec-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,700,19179
