Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Hire of Reprographic Equipment,Finance & Commercial Group - Information and Workplace Strategies,XEROX (UK) LTD,989437,-8027.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Grants - Non Statutory - Current - Other,Business Group - Life Sciences,WOLODYMYR MAKSYMOWYCH PROFESSIONAL CORPORATION,995582,750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,995723,6300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Catering Services (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,CITY INN WESTMINSTER,995647,3250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,LODGE CATERING LTD,995645,1888.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,INTERNATIONAL FOOD POLICY RESEARCH INSTITUTE (IFPRI),995298,933.378495
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,995735,647.801
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Grant in Aid - Current -Other,Fair Markets Group Summary - Europe and World Trade Directorates,SITPRO LTD,995578,40000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Publications (Programme),Universities and Skills Group - Skills Directorate,PROMOTIONAL LOGISTICS LTD,995595,1846.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Stationery (Programme),Universities and Skills Group - Government Skills,OFFICE DEPOT UK LTD,989675,-545.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education & Skills Investment,HAYS ACCOUNTANCY PERSONNEL,995577,980.091
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Loan Guarantees,Finance & Commercial Group - Finance Group,ALLEN & OVERY LLP,995608,6601.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Financial Advice and Services,Business Group - Advanced Manufacturing Industries,INTERIM PERFORMERS LTD,994761,2491
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Financial Advice and Services,Business Group - Advanced Manufacturing Industries,INTERIM PERFORMERS LTD,994759,2761.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Plant & Machinery - Clearing,Finance & Commercial Group - Information and Workplace Strategies,BAXTERSTOREY LTD,995835,4835.125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,995845,1523.82225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,995824,614.8305
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,995824,2329.884
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,M J FERGUSON LTD,993785,-2632.3615
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,995831,62874.56725
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,995826,104062.3828
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,995826,206060.831
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Furniture F & F - Clearing,Finance & Commercial Group - Information and Workplace Strategies,SENATOR INTERNATIONAL LTD,995899,6804.425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,995755,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Media and Design Services,Fair Markets Group Summary - Employment Relations,BLACKBIRD PRODUCTIONS,995903,9975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Grants - Non Statutory - Current - Other,Universities and Skills Group - Learners,STUDENT LOANS COMPANY LIMITED,995381,23626799
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Grants - Non Statutory - Current - Other,Universities and Skills Group - Learners,STUDENT LOANS COMPANY LIMITED,995381,2045070
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Capital Grants to Local Authorities - Asset Creation,Business Group - Economic Development Directorate,THE LONDON DEVELOPMENT AGENCY LTD,995347,15000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,London Development Agency - Current Statutory Grant,Business Group - Economic Development Directorate,THE LONDON DEVELOPMENT AGENCY LTD,995347,15000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,995764,-357.2935
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,External Training,"Legal, People & Communications Group - Communications Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),995807,595
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,External Training,"Legal, People & Communications Group - Communications Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),995780,595
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",XCHANGETEAM GROUP LTD,995886,1052.50625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,BADENOCH AND CLARK LTD,995727,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,BAXTERSTOREY LTD,995830,21825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,995828,502.806
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,995763,510.373
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,995839,544.401
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,995834,597.323
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,995762,608.66175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,995842,616.22875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,995757,631.351
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,995761,654.0285
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,GTN Services,Finance & Commercial Group - Information and Workplace Strategies,CABLE & WIRELESS COMMUNICATIONS,995908,1231.541
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,CAPGEMINI UK plc,995100,2026.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,CAPITA RESOURCING LTD,995882,1084.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,CAPITA RESOURCING LTD,995882,1084.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,CAPITA RESOURCING LTD,995882,6145.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Other Relocation Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CARTUS  LTD,995794,710.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,995892,712
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,995846,1299.42075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,995836,1894.60525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,995818,4239.43525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,995821,10727.94975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,995841,19941.8885
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,995822,34850.7585
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,995816,41230.87925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Press Office Facilities,"Legal, People & Communications Group - Communications Directorate",ENERGY DATA SERVICES LTD T/A PRECISE,995904,17346.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995744,1616.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,995855,826.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,M J FERGUSON LTD,995823,-2673.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,M J FERGUSON LTD,995823,949.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,M J FERGUSON LTD,995823,1723.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,M J FERGUSON LTD,995823,2673.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,995894,2276.1395
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,MSB INTERNATIONAL LTD T/A NETWORKERS MSB,995900,4170.075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,MSB INTERNATIONAL LTD T/A NETWORKERS MSB,995900,6552.975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),995705,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),995703,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),995781,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),995791,23400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,CCTA Services,Finance & Commercial Group - Information and Workplace Strategies,OGC BUYING SOLUTIONS,995891,350312.5143
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,995786,4659.4625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,PINSENT MASONS LLP,995877,1691
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,SITA UK LTD,995918,520.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,SITA UK LTD,995907,574
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,SITA UK LTD,995911,1508.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,SITA UK LTD,995914,1913.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,STORACALL VOICE SYSTEMS LTD,995489,828.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,XMA LTD,995917,1429.411
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,XMA LTD,995817,3365.54075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,XMA LTD,995814,4626.19825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Grant in Aid - Current -Other,Business Group - Economic Development Directorate,ADVANTAGE WEST MIDLANDS,995355,16000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Grant in Aid - Current -Other,Business Group - Economic Development Directorate,EAST MIDLANDS DEVELOPMENT AGENCY,995352,7000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Grant in Aid - Current -Other,Business Group - Economic Development Directorate,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),995354,15000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Grant in Aid - Current -Other,Business Group - Economic Development Directorate,NORTHWEST REGIONAL DEVELOPMENT AGENCY,995351,60000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Grant in Aid - Current -Other,Business Group - Economic Development Directorate,ONE NORTH EAST,995350,30000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Grant in Aid - Current -Other,Business Group - Economic Development Directorate,SOUTH EAST ENGLAND DEVELOPMENT AGENCY,995349,9000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Grant in Aid - Current -Other,Business Group - Economic Development Directorate,SOUTH WEST OF ENGLAND REGIONAL DEVELOPMENT AGENCY,995348,5100000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT,995819,5068.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT,995819,52000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,990337,-342175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,990337,342175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,990337,342175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,990339,420332.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,TRADING STANDARDS INSTITUTE (TSI),995876,37199.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Student Loans Cash,Universities and Skills Group - Learners,STUDENT LOANS COMPANY LIMITED,995381,20761108
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Student Loans Cash,Universities and Skills Group - Learners,STUDENT LOANS COMPANY LIMITED,995381,39554511
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Publications (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,PROMOTIONAL LOGISTICS LTD,995756,1937.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Publications (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,PROMOTIONAL LOGISTICS LTD,995758,2618.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Publications (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,PROMOTIONAL LOGISTICS LTD,995756,4945.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,RETHINK (NATIONAL SCHIZOPHRENIA FELLOWSHIP),995593,-4278.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,RETHINK (NATIONAL SCHIZOPHRENIA FELLOWSHIP),995593,4278.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,RETHINK (NATIONAL SCHIZOPHRENIA FELLOWSHIP),995593,4278.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993248,981.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993245,1100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993249,1341.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993261,1517.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993256,2271.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993259,2449.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993243,775.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993248,1131.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993240,6588.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Subsistence Payments- Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993241,2072.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Technical Services,SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993244,9500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Hire of Conference Facilities (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993242,4872.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269313,507.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269314,558.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269307,634.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269309,685.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269330,685.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269331,786.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269325,812.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/10,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269319,6778.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,YORKSHIRE FORWARD,996109,14969
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,YORKSHIRE FORWARD,996109,32187
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,CARLSON WAGONLIT TRAVEL UK LTD,996038,-38930.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,CARLSON WAGONLIT TRAVEL UK LTD,996038,38930.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,CARLSON WAGONLIT TRAVEL UK LTD,996038,38931.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,995466,-53227.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,995464,5622.375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,995468,5875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,995466,53227.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,995466,54384.875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Recoverable VAT Input,Corporate Balance,NATIONAL MEASUREMENT OFFICE,996078,3093930.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Recoverable VAT Input,Corporate Balance,OPG COMPANIES HOUSE [40004],996076,719804.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Recoverable VAT Input,Corporate Balance,THE INSOLVENCY SERVICE,996077,1237658.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Recoverable VAT Input,Corporate Balance,UK INTELLECTUAL PROPERTY OFFICE,996075,154624.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Recoverable VAT Input,Corporate Balance,UK TRADE & INVESTMENT,996079,764044.69
