Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,BIRMINGHAM CITY COUNCIL,996124,12475.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,UNIVERSITY OF READING,995697,20000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Grant in Aid - Current -Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",DESIGN COUNCIL,996059,453000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Accommodation Rentals (Programme),Fair Markets Group Summary - Europe Directorate,DONA MARIA JESUS BIELZA DIAZ-CANEJA,995562,1083.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Hire of Conference Facilities (Programme),Universities and Skills Group - USG Admin,FOREIGN AND COMMONWEALTH OFFICE (FCO),995478,3024.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Grant in Aid - Current -Other,Universities and Skills Group - Higher Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,995951,65896735
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Grant in Aid - Current -Other,Universities and Skills Group - Higher Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,995952,725703265
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CARPE-DATUM,995345,3396.925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Grant in Aid - Current -Other,Universities and Skills Group - Higher Education,OFFICE FOR FAIR ACCESS (OFFA),995943,25000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996021,-9810
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996020,-8406
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996014,-4563.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996017,-4400.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996052,-3882.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996019,-3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996030,-2370
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,995996,-2089.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996010,-1964.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996037,-1935
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996024,-1817
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996034,-1782.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996040,-1759.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996039,-885.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996042,-793.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,995998,-690
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,995998,-690
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996026,-690
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,995998,-680
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996056,-569
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996036,-563.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996028,-521.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996026,-301
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996007,-287.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996036,-282.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996018,-230
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996045,-210
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996043,-192
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996049,-180
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996035,-174.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996028,-161
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996018,-160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996042,-139.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996045,-105
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996032,-103.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996010,-95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996041,-80.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996019,-40
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996041,-32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996020,-23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996035,-23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,996043,-11.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/10,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,995998,-10
