Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000730,1161.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000775,1320
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000742,1335
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000764,1350
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000750,1391.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000723,1529.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000777,1670
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000740,1695
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000736,1980
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000768,2047
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000744,2232.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000767,2300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000778,3495
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000754,3542
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000759,5730
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000781,7395
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1000772,7991.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,1000594,912.65775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,1001055,1460.243
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,1001770,1825.30375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Purchase of  Advertising and Publicity (Programme),"Legal, People & Communications Group - Communications Directorate",CLEARVIEW IMAGING SERVICES LTD,1000687,535
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Project Management Costs (Programme),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1001994,22465
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,IT Systems Development,"Legal, People & Communications Group - Communications Directorate",COMPUTACENTER plc,999689,7397.85875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,IT Services (Programme),"Legal, People & Communications Group - Communications Directorate",EDUSERV TECHNOLOGIES LTD,1002835,4760
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,IT Services (Programme),"Legal, People & Communications Group - Communications Directorate",EDUSERV TECHNOLOGIES LTD,1002835,10000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,IT Services (Programme),"Legal, People & Communications Group - Communications Directorate",HELPFUL TECHNOLOGY,1000392,1400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2010,IT Services (Programme),"Legal, People & Communications Group - Communications Directorate",HELPFUL TECHNOLOGY,1002737,1400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,Media and Design Services,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",STAFFORDSHIRE CRYSTAL LTD,1002873,783.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,Media and Design Services,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",STAFFORDSHIRE CRYSTAL LTD,1002872,9502.8125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Media and Design Services,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",THORNE OFFSET (LONDON) LTD,1002869,615
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Media and Design Services,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",THORNE OFFSET (LONDON) LTD,1002869,1305
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Media and Design Services,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",COI COMMUNICATIONS,1000795,7726
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,ANGELA LANDAU,1000377,522
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,ARTHUR D HARVERD,1000382,522
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,CHARLES BARRINGTON,1000379,522
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,MICHAEL POSEN,1000375,522
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,SALLY FRIEND,1000373,522
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Sponsorship Support,Strategic Policy Analysis - Strategic Policy Analysis,CONSTRUCTING EXCELLENCE LTD,1001834,25000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Sponsorship Support,Strategic Policy Analysis - Strategic Policy Analysis,OFFICE FOR NATIONAL STATISTICS,1001553,22224.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Sponsorship Support,Strategic Policy Analysis - Strategic Policy Analysis,ROYAL INSTITUTE OF CHARTERED SURVEYORS,1001333,33839
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1000811,-2547
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1000811,-785.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1000808,-750.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1001490,-543.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1001490,563.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1000813,5695.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1000813,18736.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1000813,34838.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1000813,43874.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1001490,64480.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Other Training Costs (Programme),"Legal, People & Communications Group - Priority Projects Drectorate",BUSINESS EVOLUTION ADVANCEMENT & TRAINING LTD,1000441,2276.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Other Training Costs (Programme),"Legal, People & Communications Group - Priority Projects Drectorate",BUSINESS EVOLUTION ADVANCEMENT & TRAINING LTD,1000439,2988.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Other Training Costs (Programme),"Legal, People & Communications Group - Priority Projects Drectorate",CHRIS STEBBING CONSULTING LTD,1000417,5984.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Other Training Costs (Programme),"Legal, People & Communications Group - Priority Projects Drectorate",CONCERTO CONSULTING LTD,1000931,5816.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Other Training Costs (Programme),"Legal, People & Communications Group - Priority Projects Drectorate",FIONA M WILSON CONSULTING LTD,1000416,3600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Other Training Costs (Programme),"Legal, People & Communications Group - Priority Projects Drectorate",QUALITY BUSINESS MANAGEMENT LTD,1000414,4927.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Other Training Costs (Programme),"Legal, People & Communications Group - Priority Projects Drectorate",QUO IMUS LTD T/A QI CONSULTING,1000928,3862.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Other Training Costs (Programme),"Legal, People & Communications Group - Priority Projects Drectorate",QUO-TEC LTD,1000443,-3562.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Other Training Costs (Programme),"Legal, People & Communications Group - Priority Projects Drectorate",QUO-TEC LTD,1000443,3562.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Other Training Costs (Programme),"Legal, People & Communications Group - Priority Projects Drectorate",QUO-TEC LTD,1000443,3879.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Other Training Costs (Programme),"Legal, People & Communications Group - Priority Projects Drectorate",XAFINITY CONSULTING LTD T/A XAFINITY SKILL BASE,1001077,2220
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,Additions - Bridges Fund Investment,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1002046,35797.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2010,Interest Receivable - Other,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1002705,-7353.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Interest Receivable - Other,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1000566,-6136.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Interest Receivable - Other,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1003045,-5597.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Interest Receivable - Other,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1002295,-5369.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Interest Receivable - Other,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1000327,-4704.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Interest Receivable - Other,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1000974,-4157.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Interest Receivable - Other,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1001592,-3506.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Interest Receivable - Other,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1001866,-2958.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Interest Receivable - Other,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1001461,-1753.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Interest Receivable - Other,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1002084,-1534.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Grants - Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",UK INTELLECTUAL PROPERTY OFFICE,1001677,101850
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1001866,5000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1000566,20000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1002705,30000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1001592,75000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1000974,80000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1001461,80000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1002295,90000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1000327,140000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1002084,175000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1003045,185000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,External Training,Finance & Commercial Group - Information and Workplace Strategies,ABERYSTWYTH UNIVERSITY,1000069,1960
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,External Training,Finance & Commercial Group - Information and Workplace Strategies,ABILITYNET,1000864,1500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2010,External Training,Strategic Policy Analysis - Strategic Policy Analysis,ACKNOWLEDGE LTD,1000208,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1001161,-143.5775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1001161,-143.5775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Hire of Agency Staff (Professional/Management),Business Group - Information Economy,ADECCO UK LTD,1000558,708.18425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1001239,717.46675
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1001238,774.7245
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Professional/Management),Business Group - Information Economy,ADECCO UK LTD,1001131,841.9815
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1001160,858.0085
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1001242,858.0085
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Professional/Management),Business Group - Information Economy,ADECCO UK LTD,1001603,881.00325
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1001162,884.0465
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1001159,889.25175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Legal",ADECCO UK LTD,1002846,-808.0005
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001604,-588.33425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001604,-588.33425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1000462,-587.8225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001604,-575.8165
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001604,-575.8165
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001251,-572.5045
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,ADECCO UK LTD,1000520,-60.421
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001251,-11.3275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Corporate Law and Governance,ADECCO UK LTD,1000466,506.83625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Legal",ADECCO UK LTD,1000685,509.809
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1001125,539.513
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,ADECCO UK LTD,1001597,540.93475
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Business Group - Advanced Manufacturing Industries,ADECCO UK LTD,1001127,543.91925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Priority Projects Drectorate",ADECCO UK LTD,1001157,546.64525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Business Group - Advanced Manufacturing Industries,ADECCO UK LTD,1001134,559.4175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Business Group - Advanced Manufacturing Industries,ADECCO UK LTD,1001593,559.4175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Business Group - Advanced Manufacturing Industries,ADECCO UK LTD,1002958,559.4175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Business Group - Advanced Manufacturing Industries,ADECCO UK LTD,1001250,564.987
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ADECCO UK LTD,1001596,571.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001251,572.5045
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Corporate Law and Governance,ADECCO UK LTD,1001151,574.68075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001604,575.8165
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001604,575.8165
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1003079,580.168
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1002865,584.257
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001251,584.95025
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1000462,587.8225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001604,588.33425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001604,588.33425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1001604,588.33425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,ADECCO UK LTD,1000523,594.06825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1000529,596.524
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1001726,596.524
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1002868,596.524
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1003090,596.524
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1003083,596.524
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Fair Markets Group Summary - Europe Directorate,ADECCO UK LTD,1000462,600.60125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Strategy Group - Strategy Directorate,ADECCO UK LTD,1000464,604.58
