Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1000511,57816.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Furniture F & F - Clearing,Finance & Commercial Group - Information and Workplace Strategies,SENATOR INTERNATIONAL LTD,1002059,599.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Furniture F & F - Clearing,Finance & Commercial Group - Information and Workplace Strategies,SENATOR INTERNATIONAL LTD,1001400,725.5625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Furniture F & F - Clearing,Finance & Commercial Group - Information and Workplace Strategies,SENATOR INTERNATIONAL LTD,1001501,879.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Furniture F & F - Clearing,Finance & Commercial Group - Information and Workplace Strategies,SENATOR INTERNATIONAL LTD,1001642,24428.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Sundry Debtors,Universities and Skills Group - Learners,STUDENT AWARDS AGENCY FOR SCOTLAND (SAAS),1000452,27625951.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Recoveries Account,Corporate Balance,UK TRADE & INVESTMENT,1001458,4670.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,BIS Tax Deductions,Corporate Balance,ZZZZINLAND REVENUE,1002055,544.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,Board Members Tax Deductions (Suspense Account),Corporate Balance,ZZZZINLAND REVENUE,1002053,28079.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,Board Members National Insurance Deductions (Suspense Account),Corporate Balance,ZZZZINLAND REVENUE,1002054,13508.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Grants - Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,CENEX,1000926,215269.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Grant in Aid - Current -Other,Fair Markets Group Summary - Consumer and Competition Policy,CITIZENS ADVICE BUREAU,1001117,5447944
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Grant in Aid - Current -Other,Fair Markets Group Summary - Consumer and Competition Policy,SCOTTISH ASSOCIATION CITIZENS ADVICE BUREAUX,1002156,250000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Grant in Aid - Current -Other,Fair Markets Group Summary - Consumer and Competition Policy,SCOTTISH ASSOCIATION CITIZENS ADVICE BUREAUX,1002155,678188
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Grant in Aid - Current -Other,Fair Markets Group Summary - Consumer and Competition Policy,SCOTTISH ASSOCIATION CITIZENS ADVICE BUREAUX,1002155,42000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,On-Line Databases (Programme),Fair Markets Group Summary - Consumer and Competition Policy,ITSA LTD,1001075,1128
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1002322,69538.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,LONDON BOROUGH OF TOWER HAMLETS,1001466,65995.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,BIRMINGHAM CITY COUNCIL,1001670,395284
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Purchase of Completed Research,Business Group - Information Economy,ALAN FELLOWS ASSOCIATES LTD,1003007,666.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,UK Subscriptions,Business Group - Information Economy,ENDERS ANALYSIS LTD,1003039,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Purchase of Completed Research,Business Group - Information Economy,RESEARCH INSTITUTE FOR CONSUMER AFFAIRS,1000472,-122150
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Purchase of Completed Research,Business Group - Information Economy,RESEARCH INSTITUTE FOR CONSUMER AFFAIRS,1000472,-3156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Purchase of Completed Research,Business Group - Information Economy,RESEARCH INSTITUTE FOR CONSUMER AFFAIRS,1000472,3156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Purchase of Completed Research,Business Group - Information Economy,RESEARCH INSTITUTE FOR CONSUMER AFFAIRS,1000472,3156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Purchase of Completed Research,Business Group - Information Economy,RESEARCH INSTITUTE FOR CONSUMER AFFAIRS,1003073,6034
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Purchase of Completed Research,Business Group - Information Economy,RESEARCH INSTITUTE FOR CONSUMER AFFAIRS,1000472,122150
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Purchase of Completed Research,Business Group - Information Economy,RESEARCH INSTITUTE FOR CONSUMER AFFAIRS,1000472,122150
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Sponsorship Support,Business Group - Information Economy,INDEPENDENT NETWORKS CO-OPERATIVE ASSOCIATION LTD,1001270,32319.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2010,Grant in Aid - Current -Other,Fair Markets Group Summary - Consumer and Competition Policy,COMPETITION COMMISSION,1000192,4500000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2010,Grant in Aid - Current -Other,Fair Markets Group Summary - Consumer and Competition Policy,COMPETITION SERVICE,1000217,850000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Grant in Aid - Current -Other,Fair Markets Group Summary - Consumer and Competition Policy,CONSUMER FOCUS,1000214,3285000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,EETSA LTD,1002685,100000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,1000583,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,1000584,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,1001459,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,1001986,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,1003052,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Conference and Exhibition Services (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,COI COMMUNICATIONS,1002957,8650
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,EOCI,1000963,749.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,FUGRO NPA LTD,1000599,8136.875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Contributions from OGDs (Programme Income),SCIENCE & RESEARCH GROUP - UK Space Agency,THE TECHNOLOGY STRATEGY BOARD,1000356,500000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Grant in Aid - Current -Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",DESIGN COUNCIL,1000574,420000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1001995,70104.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1001092,89000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1000548,114479.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1000548,123793.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1000581,200000
