Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Net Total
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10276937,48.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Air Fares (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277047,1857.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Taxis (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277047,71.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Mileage Allowances (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277047,16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277047,19.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Rail Fares (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277064,56.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Rail Fares (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277066,36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Taxis (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277066,20.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277066,2242.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Rail Fares (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277258,83.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Taxis (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277258,12.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Subsistence Payments (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277258,7.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277263,216.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Rail Fares (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277269,48.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Taxis (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277269,24.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Hotels (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277269,224.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Subsistence Payments (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277269,7.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277269,13.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Leadership & People Management Training,Knowledge and Innovation Group - Government Office For Science,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1024154,295
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Hire of Conference Facilities,Knowledge and Innovation Group - Government Office For Science,THE GLASGOWS GROUP,1024216,5501
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Leadership & People Management Training,Knowledge and Innovation Group - Government Office For Science,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1024218,480
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Media Services,Knowledge and Innovation Group - Government Office For Science,IMPERIAL COLLEGE LONDON,1024220,4750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Publications,Knowledge and Innovation Group - Government Office For Science,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1024668,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Contract Management,Knowledge and Innovation Group - Government Office For Science,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1024945,2529.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Publications,Knowledge and Innovation Group - Government Office For Science,JONES YARRELL LEADENHALL,1024953,130.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Secondees (not paid directly),Knowledge and Innovation Group - Government Office For Science,DSTL,1025496,8603.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Rail Fares,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10276902,53.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Taxis,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10276902,22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Other UK Travel & Subsistence,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10276902,3.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Rail Fares,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10276903,79.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Taxis,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10276903,20
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Other UK Travel & Subsistence,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10276903,3.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277089,231.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277089,23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares Overseas,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277089,170.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Rail Fares,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277090,131.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277090,229.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Mileage Allowances,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld.",10277090,25.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,NHS GREATER GLASGOW AND CLYDE,1025914,14594.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,TECHNOPOLIS LTD,1025011,26040
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Publications,Knowledge and Innovation Group - Office of the Knowledge & Innovation DG,JONES YARRELL LEADENHALL,1024435,108.57
