Post Date,Publishable label,Amount,Publishable label is provided by Bank and is industry standard.  May not however give true indication of purchase - additional comment provided as necessary
05/05/2011,Travel - Air/Rail/Road,£706.90,
05/05/2011,Travel - Air/Rail/Road,"£3,480.83",
05/05/2011,Travel - Air/Rail/Road,"£2,334.83",
05/05/2011,Travel - Air/Rail/Road,£759.53,
05/05/2011,Travel - Air/Rail/Road,"£1,840.83",
05/05/2011,Travel - Air/Rail/Road,"£2,523.23",
05/05/2011,Travel - Air/Rail/Road,£612.80,
05/05/2011,Travel - Air/Rail/Road,"£3,072.03",
05/05/2011,Travel - Air/Rail/Road,"£1,540.83",
05/05/2011,Travel - Air/Rail/Road,"£5,685.63",
05/05/2011,Travel - Air/Rail/Road,"-£3,653.63",
05/05/2011,Travel - Air/Rail/Road,"£2,335.23",
05/05/2011,Travel - Air/Rail/Road,"£2,335.23",
05/05/2011,Travel - Air/Rail/Road,-£665.30,
05/05/2011,Travel - Air/Rail/Road,"£1,293.06",
05/05/2011,Travel - Air/Rail/Road,£612.80,
05/05/2011,Travel - Air/Rail/Road,£633.20,
05/05/2011,Travel - Air/Rail/Road,"£2,555.08",
05/05/2011,Travel - Air/Rail/Road,"£4,576.29",
05/05/2011,Travel - Air/Rail/Road,"£2,376.02",
05/05/2011,Travel - Air/Rail/Road,"£3,941.76",
05/05/2011,Travel - Air/Rail/Road,"£2,450.24",
05/05/2011,Travel - Air/Rail/Road,"£1,193.80",
05/05/2011,Travel - Air/Rail/Road,"£3,776.23",
05/05/2011,Travel - Air/Rail/Road,"£1,916.12",
05/05/2011,Travel - Air/Rail/Road,"-£2,450.24",
05/05/2011,Travel - Air/Rail/Road,"-£4,576.29",
06/05/2011,Computer Program/Sys Design,£812.71,
06/05/2011,Computer Software Stores,£733.76,
06/05/2011,Hotels/Motels/Resorts,£638.00,
06/05/2011,Telecommunication Equipment,£689.74,
06/05/2011,Travel - Air/Rail/Road,"£3,548.99",
06/05/2011,Travel - Air/Rail/Road,£752.93,
06/05/2011,Travel - Air/Rail/Road,£887.93,
06/05/2011,Travel - Air/Rail/Road,£949.93,
06/05/2011,Travel - Air/Rail/Road,£587.30,
06/05/2011,Travel - Air/Rail/Road,£830.04,
06/05/2011,Travel - Air/Rail/Road,"£2,995.60",
06/05/2011,Travel - Air/Rail/Road,"£1,195.90",
06/05/2011,Travel - Air/Rail/Road,£507.20,
06/05/2011,Travel - Air/Rail/Road,£615.70,
06/05/2011,Travel - Air/Rail/Road,£670.63,
06/05/2011,Travel - Air/Rail/Road,£670.63,
06/05/2011,Travel - Air/Rail/Road,£814.93,
06/05/2011,Travel - Air/Rail/Road,£816.70,
06/05/2011,Travel - Air/Rail/Road,"£1,364.13",
06/05/2011,Travel - Air/Rail/Road,"£1,654.06",
06/05/2011,Travel - Air/Rail/Road,"£1,288.73",
06/05/2011,Travel - Air/Rail/Road,£884.30,
06/05/2011,Travel - Air/Rail/Road,"-£1,003.90",
06/05/2011,Travel - Air/Rail/Road,£893.90,
06/05/2011,Travel - Air/Rail/Road,"£1,632.23",
06/05/2011,Travel - Air/Rail/Road,"£4,284.33",
06/05/2011,Travel - Air/Rail/Road,"£4,284.23",
06/05/2011,Travel - Air/Rail/Road,-£884.30,
06/05/2011,Travel - Air/Rail/Road,"£3,101.73",
06/05/2011,Travel - Air/Rail/Road,"£1,073.10",
06/05/2011,Travel - Air/Rail/Road,"£1,073.10",
06/05/2011,Travel - Air/Rail/Road,-£715.90,
06/05/2011,Travel - Air/Rail/Road,-£935.30,
06/05/2011,Travel - Air/Rail/Road,£884.30,
06/05/2011,Travel - Air/Rail/Road,£884.30,
06/05/2011,Travel - Air/Rail/Road,£884.30,
06/05/2011,Travel - Air/Rail/Road,£842.30,
06/05/2011,Travel - Air/Rail/Road,£851.80,
06/05/2011,Travel - Air/Rail/Road,£842.30,
06/05/2011,Travel - Air/Rail/Road,-£623.80,
06/05/2011,Travel - Air/Rail/Road,"£2,441.20",
06/05/2011,Travel - Air/Rail/Road,"£1,170.73",
07/05/2011,Travel - Air/Rail/Road,£569.20,
07/05/2011,Travel - Air/Rail/Road,£569.20,
07/05/2011,Travel - Air/Rail/Road,£507.20,
07/05/2011,Travel - Air/Rail/Road,£615.70,
07/05/2011,Travel - Air/Rail/Road,-£765.20,
07/05/2011,Travel - Air/Rail/Road,£545.74,
08/05/2011,Travel - Air/Rail/Road,£894.00,
09/05/2011,Business Services - Default,£576.00,
09/05/2011,Computer Program/Sys Design,£743.47,
09/05/2011,Hotels/Motels/Resorts,"£1,037.60",
09/05/2011,Hotels/Motels/Resorts,"£2,000.00",
09/05/2011,Hotels/Motels/Resorts,"£2,000.00",
09/05/2011,Hotels/Motels/Resorts,"£1,836.50",
09/05/2011,Travel - Air/Rail/Road,£774.50,
09/05/2011,Travel - Air/Rail/Road,"£1,435.00",
09/05/2011,Travel - Air/Rail/Road,£717.36,
09/05/2011,Travel - Air/Rail/Road,"£1,094.25",
09/05/2011,Travel - Air/Rail/Road,£688.93,
09/05/2011,Travel - Air/Rail/Road,"£1,022.43",
09/05/2011,Travel - Air/Rail/Road,"£1,102.50",
09/05/2011,Travel - Air/Rail/Road,"£1,233.43",
09/05/2011,Travel - Air/Rail/Road,£606.63,
09/05/2011,Travel - Air/Rail/Road,£679.63,
09/05/2011,Travel - Air/Rail/Road,£679.63,
09/05/2011,Travel - Air/Rail/Road,£805.90,
09/05/2011,Travel - Air/Rail/Road,£741.23,
09/05/2011,Travel - Air/Rail/Road,"£1,682.51",
09/05/2011,Travel - Air/Rail/Road,£768.63,
09/05/2011,Travel - Air/Rail/Road,"£1,962.49",
09/05/2011,Travel - Air/Rail/Road,£515.59,
09/05/2011,Travel - Air/Rail/Road,£693.10,
09/05/2011,Travel - Air/Rail/Road,£926.02,
09/05/2011,Travel - Air/Rail/Road,£993.92,
09/05/2011,Travel - Air/Rail/Road,£581.13,
09/05/2011,Travel - Air/Rail/Road,£670.13,
09/05/2011,Travel - Air/Rail/Road,£866.13,
09/05/2011,Travel - Air/Rail/Road,£859.22,
09/05/2011,Travel - Air/Rail/Road,£702.37,
09/05/2011,Travel - Air/Rail/Road,£642.81,
09/05/2011,Travel - Air/Rail/Road,£990.30,
09/05/2011,Travel - Air/Rail/Road,£990.30,
09/05/2011,Travel - Air/Rail/Road,£990.30,
09/05/2011,Travel - Air/Rail/Road,£990.30,
09/05/2011,Travel - Air/Rail/Road,-£793.70,
09/05/2011,Travel - Air/Rail/Road,-£793.70,
09/05/2011,Travel - Air/Rail/Road,"£1,869.93",
09/05/2011,Travel - Air/Rail/Road,"£4,305.25",
09/05/2011,Travel - Air/Rail/Road,£823.50,
09/05/2011,Travel - Air/Rail/Road,-£612.60,
09/05/2011,Travel - Air/Rail/Road,£790.30,
09/05/2011,Travel - Air/Rail/Road,£700.50,
09/05/2011,Travel - Air/Rail/Road,£964.50,
09/05/2011,Travel - Air/Rail/Road,£593.80,
09/05/2011,Travel - Air/Rail/Road,"-£1,028.90",
09/05/2011,Travel - Air/Rail/Road,-£617.20,
09/05/2011,Travel - Air/Rail/Road,£529.70,
09/05/2011,Travel - Air/Rail/Road,£929.00,
09/05/2011,Travel - Air/Rail/Road,£678.70,
09/05/2011,Travel - Air/Rail/Road,£706.24,
09/05/2011,Travel - Air/Rail/Road,"-£1,233.67",
09/05/2011,Travel - Air/Rail/Road,"-£1,058.27",
09/05/2011,Travel - Air/Rail/Road,"-£1,347.20",
09/05/2011,Travel - Air/Rail/Road,-£777.27,
10/05/2011,Book Stores,"£1,151.76",
10/05/2011,Computer Program/Sys Design,£515.92,
10/05/2011,Computer Program/Sys Design,£660.00,
10/05/2011,Hotels/Motels/Resorts,£825.00,
10/05/2011,Stationery Stores,£848.65,
10/05/2011,Travel - Air/Rail/Road,£617.13,
10/05/2011,Travel - Air/Rail/Road,"£1,150.86",
10/05/2011,Travel - Air/Rail/Road,"£1,401.47",
10/05/2011,Travel - Air/Rail/Road,£580.00,
10/05/2011,Travel - Air/Rail/Road,£746.00,
10/05/2011,Travel - Air/Rail/Road,£746.00,
10/05/2011,Travel - Air/Rail/Road,£791.60,
10/05/2011,Travel - Air/Rail/Road,"£2,389.20",
10/05/2011,Travel - Air/Rail/Road,"£1,657.37",
10/05/2011,Travel - Air/Rail/Road,£505.80,
10/05/2011,Travel - Air/Rail/Road,£505.80,
10/05/2011,Travel - Air/Rail/Road,£624.80,
10/05/2011,Travel - Air/Rail/Road,£624.80,
10/05/2011,Travel - Air/Rail/Road,£544.60,
10/05/2011,Travel - Air/Rail/Road,£964.13,
10/05/2011,Travel - Air/Rail/Road,£993.93,
10/05/2011,Travel - Air/Rail/Road,"£1,179.93",
10/05/2011,Travel - Air/Rail/Road,£535.99,
10/05/2011,Travel - Air/Rail/Road,£616.30,
10/05/2011,Travel - Air/Rail/Road,"£1,362.43",
10/05/2011,Travel - Air/Rail/Road,£988.63,
10/05/2011,Travel - Air/Rail/Road,£794.63,
10/05/2011,Travel - Air/Rail/Road,£794.63,
10/05/2011,Travel - Air/Rail/Road,£588.00,
10/05/2011,Travel - Air/Rail/Road,£709.53,
10/05/2011,Travel - Air/Rail/Road,£709.53,
10/05/2011,Travel - Air/Rail/Road,£552.13,
10/05/2011,Travel - Air/Rail/Road,£922.93,
10/05/2011,Travel - Air/Rail/Road,"£1,840.63",
10/05/2011,Travel - Air/Rail/Road,"£1,023.53",
10/05/2011,Travel - Air/Rail/Road,£672.13,
10/05/2011,Travel - Air/Rail/Road,£803.93,
10/05/2011,Travel - Air/Rail/Road,£652.03,
10/05/2011,Travel - Air/Rail/Road,£614.03,
10/05/2011,Travel - Air/Rail/Road,£614.03,
10/05/2011,Travel - Air/Rail/Road,"£5,388.23",
10/05/2011,Travel - Air/Rail/Road,"-£1,775.50",
10/05/2011,Travel - Air/Rail/Road,"£1,026.70",
10/05/2011,Travel - Air/Rail/Road,"£1,349.98",
10/05/2011,Travel - Air/Rail/Road,"£3,573.53",
10/05/2011,Travel - Air/Rail/Road,£922.13,
10/05/2011,Travel - Air/Rail/Road,£773.23,
10/05/2011,Travel - Air/Rail/Road,"£5,323.23",
10/05/2011,Travel - Air/Rail/Road,"-£1,462.40",
10/05/2011,Travel - Air/Rail/Road,£798.60,
10/05/2011,Travel - Air/Rail/Road,"£1,034.60",
10/05/2011,Travel - Air/Rail/Road,£666.00,
10/05/2011,Travel - Air/Rail/Road,"£1,067.00",
10/05/2011,Travel - Air/Rail/Road,"£1,387.13",
10/05/2011,Travel - Air/Rail/Road,"£2,380.70",
10/05/2011,Travel - Air/Rail/Road,£685.51,
10/05/2011,Travel - Air/Rail/Road,-£672.97,
10/05/2011,Travel - Air/Rail/Road,"£2,825.27",
10/05/2011,Travel - Air/Rail/Road,"£2,756.84",
10/05/2011,Travel - Air/Rail/Road,-£840.10,
10/05/2011,Travel - Air/Rail/Road,"£3,956.52",
10/05/2011,Travel - Air/Rail/Road,"£2,053.62",
10/05/2011,Travel - Air/Rail/Road,"£2,053.62",
10/05/2011,Travel - Air/Rail/Road,£609.40,
10/05/2011,Travel - Air/Rail/Road,£633.50,
10/05/2011,Travel - Air/Rail/Road,"£3,115.46",
10/05/2011,Travel - Air/Rail/Road,"£1,388.40",
10/05/2011,Travel - Air/Rail/Road,"-£1,284.32",
10/05/2011,Travel - Air/Rail/Road,"-£1,089.20",
10/05/2011,Travel - Air/Rail/Road,"-£1,001.80",
10/05/2011,Travel - Air/Rail/Road,"-£3,956.52",
10/05/2011,Travel - Air/Rail/Road,-£633.50,
11/05/2011,Business Services - Default,£960.00,
11/05/2011,Travel - Air/Rail/Road,"£1,043.58",
11/05/2011,Travel - Air/Rail/Road,"£1,311.10",
11/05/2011,Travel - Air/Rail/Road,"£1,311.10",
11/05/2011,Travel - Air/Rail/Road,£566.60,
11/05/2011,Travel - Air/Rail/Road,£880.98,
11/05/2011,Travel - Air/Rail/Road,-£574.03,
11/05/2011,Travel - Air/Rail/Road,£574.03,
11/05/2011,Travel - Air/Rail/Road,£706.63,
11/05/2011,Travel - Air/Rail/Road,£597.30,
11/05/2011,Travel - Air/Rail/Road,"£1,119.50",
11/05/2011,Travel - Air/Rail/Road,"£1,119.50",
11/05/2011,Travel - Air/Rail/Road,"£1,119.50",
11/05/2011,Travel - Air/Rail/Road,"£1,119.50",
11/05/2011,Travel - Air/Rail/Road,"£1,119.50",
11/05/2011,Travel - Air/Rail/Road,"£1,119.50",
11/05/2011,Travel - Air/Rail/Road,"£1,119.50",
11/05/2011,Travel - Air/Rail/Road,"£1,119.50",
11/05/2011,Travel - Air/Rail/Road,£647.29,
11/05/2011,Travel - Air/Rail/Road,£670.07,
11/05/2011,Travel - Air/Rail/Road,£933.00,
11/05/2011,Travel - Air/Rail/Road,"£1,308.50",
11/05/2011,Travel - Air/Rail/Road,"£2,902.08",
11/05/2011,Travel - Air/Rail/Road,"£1,237.80",
11/05/2011,Travel - Air/Rail/Road,"£1,141.30",
11/05/2011,Travel - Air/Rail/Road,£737.40,
11/05/2011,Travel - Air/Rail/Road,"£2,252.23",
11/05/2011,Travel - Air/Rail/Road,£737.93,
11/05/2011,Travel - Air/Rail/Road,£729.90,
11/05/2011,Travel - Air/Rail/Road,"-£2,290.60",
11/05/2011,Travel - Air/Rail/Road,£814.93,
11/05/2011,Travel - Air/Rail/Road,£785.93,
11/05/2011,Travel - Air/Rail/Road,£839.70,
11/05/2011,Travel - Air/Rail/Road,"£5,518.93",
11/05/2011,Travel - Air/Rail/Road,"£3,714.73",
11/05/2011,Travel - Air/Rail/Road,"£1,099.63",
11/05/2011,Travel - Air/Rail/Road,"-£2,102.20",
11/05/2011,Travel - Air/Rail/Road,"£3,115.46",
12/05/2011,Automobile Rental Agency,£568.76,
12/05/2011,Hotels/Motels/Resorts,£576.00,
12/05/2011,Hotels/Motels/Resorts,"£6,034.60",
12/05/2011,Travel - Air/Rail/Road,£834.17,
12/05/2011,Travel - Air/Rail/Road,"£1,235.77",
12/05/2011,Travel - Air/Rail/Road,"£1,502.43",
12/05/2011,Travel - Air/Rail/Road,"£1,937.58",
12/05/2011,Travel - Air/Rail/Road,"£1,938.38",
12/05/2011,Travel - Air/Rail/Road,£548.68,
12/05/2011,Travel - Air/Rail/Road,£917.38,
12/05/2011,Travel - Air/Rail/Road,"£1,199.93",
12/05/2011,Travel - Air/Rail/Road,"£4,503.41",
12/05/2011,Travel - Air/Rail/Road,£927.53,
12/05/2011,Travel - Air/Rail/Road,£927.53,
12/05/2011,Travel - Air/Rail/Road,£739.60,
12/05/2011,Travel - Air/Rail/Road,£739.60,
12/05/2011,Travel - Air/Rail/Road,"£1,690.23",
12/05/2011,Travel - Air/Rail/Road,"£1,690.23",
12/05/2011,Travel - Air/Rail/Road,"£1,795.43",
12/05/2011,Travel - Air/Rail/Road,"£1,795.43",
12/05/2011,Travel - Air/Rail/Road,"£2,267.43",
12/05/2011,Travel - Air/Rail/Road,"£2,267.43",
12/05/2011,Travel - Air/Rail/Road,£536.13,
12/05/2011,Travel - Air/Rail/Road,£536.13,
12/05/2011,Travel - Air/Rail/Road,£536.13,
12/05/2011,Travel - Air/Rail/Road,£691.53,
12/05/2011,Travel - Air/Rail/Road,£691.53,
12/05/2011,Travel - Air/Rail/Road,£813.53,
12/05/2011,Travel - Air/Rail/Road,£849.73,
12/05/2011,Travel - Air/Rail/Road,"£1,001.85",
12/05/2011,Travel - Air/Rail/Road,£835.13,
12/05/2011,Travel - Air/Rail/Road,"£3,739.53",
12/05/2011,Travel - Air/Rail/Road,"£2,151.03",
12/05/2011,Travel - Air/Rail/Road,£921.43,
12/05/2011,Travel - Air/Rail/Road,"£1,016.43",
12/05/2011,Travel - Air/Rail/Road,"-£2,978.17",
12/05/2011,Travel - Air/Rail/Road,£944.11,
12/05/2011,Travel - Air/Rail/Road,"£2,425.93",
12/05/2011,Travel - Air/Rail/Road,"£1,498.63",
12/05/2011,Travel - Air/Rail/Road,"£2,425.93",
12/05/2011,Travel - Air/Rail/Road,"£1,735.83",
12/05/2011,Travel - Air/Rail/Road,"£2,571.30",
12/05/2011,Travel - Air/Rail/Road,£612.71,
12/05/2011,Travel - Air/Rail/Road,£656.65,
12/05/2011,Travel - Air/Rail/Road,"£1,400.69",
12/05/2011,Travel - Air/Rail/Road,"-£3,964.27",
12/05/2011,Travel - Air/Rail/Road,"-£1,123.40",
12/05/2011,Travel - Air/Rail/Road,-£920.90,
12/05/2011,Travel - Air/Rail/Road,-£920.90,
12/05/2011,Travel - Air/Rail/Road,£517.87,
12/05/2011,Travel - Air/Rail/Road,£517.87,
12/05/2011,Travel - Air/Rail/Road,£517.87,
12/05/2011,Travel - Air/Rail/Road,"£2,078.45",
12/05/2011,Travel - Air/Rail/Road,"£2,307.68",
12/05/2011,Travel - Air/Rail/Road,"£2,307.68",
12/05/2011,Travel - Air/Rail/Road,"£2,100.75",
12/05/2011,Travel - Air/Rail/Road,"£1,253.54",
12/05/2011,Travel - Air/Rail/Road,£862.23,
12/05/2011,Travel - Air/Rail/Road,£742.31,
12/05/2011,Travel - Air/Rail/Road,"£4,639.67",
12/05/2011,Travel - Air/Rail/Road,"£1,066.16",
12/05/2011,Travel - Air/Rail/Road,"£2,771.28",
13/05/2011,Book Stores,£649.00,
13/05/2011,Book Stores,£586.10,
13/05/2011,Business Services - Default,£576.00,
13/05/2011,Travel - Air/Rail/Road,"-£1,799.12",
13/05/2011,Travel - Air/Rail/Road,"-£1,799.12",
13/05/2011,Travel - Air/Rail/Road,"-£1,374.52",
13/05/2011,Travel - Air/Rail/Road,"-£1,374.52",
13/05/2011,Travel - Air/Rail/Road,£508.23,
13/05/2011,Travel - Air/Rail/Road,£576.77,
13/05/2011,Travel - Air/Rail/Road,£680.44,
13/05/2011,Travel - Air/Rail/Road,£639.53,
13/05/2011,Travel - Air/Rail/Road,£675.83,
13/05/2011,Travel - Air/Rail/Road,£675.83,
13/05/2011,Travel - Air/Rail/Road,£779.13,
13/05/2011,Travel - Air/Rail/Road,£570.32,
13/05/2011,Travel - Air/Rail/Road,£690.32,
13/05/2011,Travel - Air/Rail/Road,£690.32,
13/05/2011,Travel - Air/Rail/Road,£857.02,
13/05/2011,Travel - Air/Rail/Road,£857.02,
13/05/2011,Travel - Air/Rail/Road,£558.10,
13/05/2011,Travel - Air/Rail/Road,£687.00,
13/05/2011,Travel - Air/Rail/Road,"£1,231.63",
13/05/2011,Travel - Air/Rail/Road,"£1,710.63",
13/05/2011,Travel - Air/Rail/Road,"£1,710.63",
13/05/2011,Travel - Air/Rail/Road,"£1,710.63",
13/05/2011,Travel - Air/Rail/Road,"£1,710.63",
13/05/2011,Travel - Air/Rail/Road,"£2,441.73",
13/05/2011,Travel - Air/Rail/Road,"-£1,431.87",
13/05/2011,Travel - Air/Rail/Road,"-£1,431.87",
13/05/2011,Travel - Air/Rail/Road,"£1,649.37",
13/05/2011,Travel - Air/Rail/Road,"£1,119.39",
13/05/2011,Travel - Air/Rail/Road,£685.57,
13/05/2011,Travel - Air/Rail/Road,£670.83,
13/05/2011,Travel - Air/Rail/Road,£670.83,
13/05/2011,Travel - Air/Rail/Road,"£2,581.83",
13/05/2011,Travel - Air/Rail/Road,"-£1,635.83",
13/05/2011,Travel - Air/Rail/Road,"£1,479.63",
13/05/2011,Travel - Air/Rail/Road,"£1,297.31",
13/05/2011,Travel - Air/Rail/Road,£571.83,
13/05/2011,Travel - Air/Rail/Road,£634.13,
13/05/2011,Travel - Air/Rail/Road,£550.13,
13/05/2011,Travel - Air/Rail/Road,"£1,423.63",
13/05/2011,Travel - Air/Rail/Road,-£500.37,
13/05/2011,Travel - Air/Rail/Road,£678.30,
13/05/2011,Travel - Air/Rail/Road,"£2,088.52",
13/05/2011,Travel - Air/Rail/Road,£602.11,
13/05/2011,Travel - Air/Rail/Road,£855.03,
13/05/2011,Travel - Air/Rail/Road,£808.20,
13/05/2011,Travel - Air/Rail/Road,£663.02,
13/05/2011,Travel - Air/Rail/Road,£663.02,
13/05/2011,Travel - Air/Rail/Road,£933.23,
13/05/2011,Travel - Air/Rail/Road,"£1,748.78",
14/05/2011,Travel - Air/Rail/Road,£872.40,
14/05/2011,Travel - Air/Rail/Road,£872.40,
14/05/2011,Travel - Air/Rail/Road,£872.40,
14/05/2011,Travel - Air/Rail/Road,£872.40,
14/05/2011,Travel - Air/Rail/Road,"£1,032.40",
14/05/2011,Travel - Air/Rail/Road,"£1,032.40",
14/05/2011,Travel - Air/Rail/Road,£626.90,
14/05/2011,Travel - Air/Rail/Road,£715.90,
14/05/2011,Travel - Air/Rail/Road,£767.30,
14/05/2011,Travel - Air/Rail/Road,£930.15,
14/05/2011,Travel - Air/Rail/Road,£777.19,
15/05/2011,Travel - Air/Rail/Road,£528.95,
15/05/2011,Travel - Air/Rail/Road,£889.08,
15/05/2011,Travel - Air/Rail/Road,"£2,776.22",
15/05/2011,Travel - Air/Rail/Road,"£7,202.26",
15/05/2011,Travel - Air/Rail/Road,£628.03,
15/05/2011,Travel - Air/Rail/Road,£628.03,
15/05/2011,Travel - Air/Rail/Road,£714.90,
15/05/2011,Travel - Air/Rail/Road,£792.24,
15/05/2011,Travel - Air/Rail/Road,£753.40,
15/05/2011,Travel - Air/Rail/Road,£879.53,
15/05/2011,Travel - Air/Rail/Road,£743.98,
16/05/2011,Combination Catalog & Retail,"£1,657.32",
16/05/2011,Computer Program/Sys Design,£705.96,
16/05/2011,Hotels/Motels/Resorts,£625.00,
16/05/2011,Hotels/Motels/Resorts,-£825.00,
16/05/2011,Hotels/Motels/Resorts,£696.00,
16/05/2011,Hotels/Motels/Resorts,"£1,000.00",
16/05/2011,Hotels/Motels/Resorts,"£1,000.00",
16/05/2011,Hotels/Motels/Resorts,£648.50,
16/05/2011,Hotels/Motels/Resorts,£723.59,
16/05/2011,Misc Food Stores - Default,"£1,524.48",
16/05/2011,Misc Food Stores - Default,"£1,524.48",
16/05/2011,Misc Food Stores - Default,"£1,524.48",
16/05/2011,Other Direct Marketers,£532.00,
16/05/2011,Recreation Services,£768.00,
16/05/2011,Travel - Air/Rail/Road,"£1,012.22",
16/05/2011,Travel - Air/Rail/Road,"£1,931.99",
16/05/2011,Travel - Air/Rail/Road,"£2,012.85",
16/05/2011,Travel - Air/Rail/Road,"£2,195.37",
16/05/2011,Travel - Air/Rail/Road,£730.83,
16/05/2011,Travel - Air/Rail/Road,£730.83,
16/05/2011,Travel - Air/Rail/Road,£730.83,
16/05/2011,Travel - Air/Rail/Road,£857.83,
16/05/2011,Travel - Air/Rail/Road,£942.83,
16/05/2011,Travel - Air/Rail/Road,"£1,442.30",
16/05/2011,Travel - Air/Rail/Road,"£2,095.52",
16/05/2011,Travel - Air/Rail/Road,"£1,076.90",
16/05/2011,Travel - Air/Rail/Road,"£1,076.90",
16/05/2011,Travel - Air/Rail/Road,"£2,291.03",
16/05/2011,Travel - Air/Rail/Road,"£2,291.03",
16/05/2011,Travel - Air/Rail/Road,"£2,291.03",
16/05/2011,Travel - Air/Rail/Road,£561.13,
16/05/2011,Travel - Air/Rail/Road,£666.83,
16/05/2011,Travel - Air/Rail/Road,£844.91,
16/05/2011,Travel - Air/Rail/Road,"£1,180.64",
16/05/2011,Travel - Air/Rail/Road,"£1,180.64",
16/05/2011,Travel - Air/Rail/Road,"-£3,282.47",
16/05/2011,Travel - Air/Rail/Road,"-£2,574.37",
16/05/2011,Travel - Air/Rail/Road,"£1,886.73",
16/05/2011,Travel - Air/Rail/Road,"£2,546.62",
16/05/2011,Travel - Air/Rail/Road,£735.49,
16/05/2011,Travel - Air/Rail/Road,"£1,303.13",
16/05/2011,Travel - Air/Rail/Road,£944.31,
16/05/2011,Travel - Air/Rail/Road,"£1,374.40",
16/05/2011,Travel - Air/Rail/Road,£761.93,
16/05/2011,Travel - Air/Rail/Road,£761.93,
16/05/2011,Travel - Air/Rail/Road,£761.83,
16/05/2011,Travel - Air/Rail/Road,£953.93,
16/05/2011,Travel - Air/Rail/Road,"-£2,252.23",
16/05/2011,Travel - Air/Rail/Road,-£626.47,
16/05/2011,Travel - Air/Rail/Road,"-£3,090.60",
16/05/2011,Travel - Air/Rail/Road,"-£3,090.60",
16/05/2011,Travel - Air/Rail/Road,"-£4,109.97",
16/05/2011,Travel - Air/Rail/Road,"£1,027.94",
17/05/2011,Automobile Rental Agency,"£1,000.80",
17/05/2011,Computer Program/Sys Design,£749.35,
17/05/2011,Computer Program/Sys Design,£600.62,
17/05/2011,Hotels/Motels/Resorts,"£1,341.25",
17/05/2011,Travel - Air/Rail/Road,"£1,518.40",
17/05/2011,Travel - Air/Rail/Road,"£1,721.83",
17/05/2011,Travel - Air/Rail/Road,"£1,322.65",
17/05/2011,Travel - Air/Rail/Road,£960.74,
17/05/2011,Travel - Air/Rail/Road,£706.63,
17/05/2011,Travel - Air/Rail/Road,£787.02,
17/05/2011,Travel - Air/Rail/Road,£787.02,
17/05/2011,Travel - Air/Rail/Road,£592.83,
17/05/2011,Travel - Air/Rail/Road,"£3,296.63",
17/05/2011,Travel - Air/Rail/Road,"£3,296.63",
17/05/2011,Travel - Air/Rail/Road,"£2,914.50",
17/05/2011,Travel - Air/Rail/Road,£653.00,
17/05/2011,Travel - Air/Rail/Road,£653.00,
17/05/2011,Travel - Air/Rail/Road,"£2,782.70",
17/05/2011,Travel - Air/Rail/Road,"£1,734.20",
17/05/2011,Travel - Air/Rail/Road,"£2,367.93",
17/05/2011,Travel - Air/Rail/Road,£924.23,
17/05/2011,Travel - Air/Rail/Road,"£2,458.43",
17/05/2011,Travel - Air/Rail/Road,£838.53,
17/05/2011,Travel - Air/Rail/Road,"-£2,864.83",
17/05/2011,Travel - Air/Rail/Road,£530.01,
17/05/2011,Travel - Air/Rail/Road,£530.01,
17/05/2011,Travel - Air/Rail/Road,"£2,134.23",
17/05/2011,Travel - Air/Rail/Road,"£2,444.83",
17/05/2011,Travel - Air/Rail/Road,£857.80,
17/05/2011,Travel - Air/Rail/Road,£615.70,
17/05/2011,Travel - Air/Rail/Road,"£1,289.23",
17/05/2011,Travel - Air/Rail/Road,"£1,982.72",
17/05/2011,Travel - Air/Rail/Road,"-£3,517.47",
17/05/2011,Travel - Air/Rail/Road,"-£2,025.32",
17/05/2011,Travel - Air/Rail/Road,-£785.97,
17/05/2011,Travel - Air/Rail/Road,"-£2,059.42",
17/05/2011,Travel - Air/Rail/Road,"-£8,002.97",
17/05/2011,Travel - Air/Rail/Road,"-£3,517.47",
17/05/2011,Travel - Air/Rail/Road,"-£3,517.47",
17/05/2011,Travel - Air/Rail/Road,"-£3,517.47",
17/05/2011,Travel - Air/Rail/Road,"-£3,517.47",
17/05/2011,Travel - Air/Rail/Road,"-£3,517.47",
17/05/2011,Travel - Air/Rail/Road,£663.12,
17/05/2011,Travel - Air/Rail/Road,£663.12,
17/05/2011,Travel - Air/Rail/Road,"£2,274.28",
17/05/2011,Travel - Air/Rail/Road,"£4,551.83",
17/05/2011,Travel - Air/Rail/Road,"£2,379.74",
17/05/2011,Travel - Air/Rail/Road,"£4,572.03",
17/05/2011,Travel - Air/Rail/Road,£824.54,
17/05/2011,Travel - Air/Rail/Road,"£2,229.89",
17/05/2011,Travel - Air/Rail/Road,£969.48,
17/05/2011,Travel - Air/Rail/Road,£969.48,
17/05/2011,Travel - Air/Rail/Road,"£2,275.52",
17/05/2011,Travel - Air/Rail/Road,£818.23,
17/05/2011,Travel - Air/Rail/Road,"£2,905.41",
17/05/2011,Travel - Air/Rail/Road,"£2,494.62",
17/05/2011,Travel - Air/Rail/Road,"£2,000.31",
18/05/2011,Business/Secretarial School,£948.00,
18/05/2011,Computer Program/Sys Design,£874.36,
18/05/2011,Computer Program/Sys Design,£797.52,
18/05/2011,Computer Program/Sys Design,£684.24,
