Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,TFPL LTD,1014534,1021.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,TFPL LTD,1014550,1021.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,PROFESSOR DAVID THOMAS,1014553,3663.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1014565,545
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1014566,4299
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1014567,5863
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1014567,12911
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,NORTH YORKSHIRE COUNTY COUNCIL,1014570,3671.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,HAYS ACCOUNTANCY PERSONNEL,1014573,3828
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Technical Advice / Services & Support,Business Group - Information Economy,OLIVER WHEATON,1014575,4500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Additions - Bridges Fund Investment,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1014580,58661.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1014581,210000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MLM,1014584,1654.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Outsourced Programme Management Services,SCIENCE & RESEARCH GROUP - RESEARCH BASE,AEA TECHNOLOGY plc,1014585,101050
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Other Accommodation Charges,"Innovation, Enterprise & Better Regulation Executive - Innovation",THE WORKSHOP (SHEFFIELD) LTD,1014591,3270
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,E-ON ENERGY LTD,1014599,706.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1014621,595.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,INSTITUTE FOR LEARNING (PCET),1014624,19550
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,HAYS ACCOUNTANCY PERSONNEL,1014631,3828
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1014655,893.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1014656,1002.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Media Services,"Legal, People & Communications Group - Communications Directorate",MELTWATER NEWS UK LTD,1014679,3020
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1014681,742.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Interest on Post Office Working Captial Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1014683,-6175.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1014683,20000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1014685,700.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Hire of Conference Facilities (Programme),Universities and Skills Group - Further Education & Skills Investment,WESTMINSTER KINGSWAY COLLEGE,1014701,2035
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/12/2010,Hotels Overseas,"Legal, People & Communications Group - Legal","Personal Expense, Name Witheld",10274865,545.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Other Training Costs,Strategic Policy Analysis - Strategic Policy Analysis,RESONANCE VOICE TRAINING LTD,1013753,1300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Grants - Statutory - Current - Abroad,Universities and Skills Group - Learners,COLLEGE OF EUROPE,1014014,38550.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Grants - Statutory - Current - Abroad,Universities and Skills Group - Learners,COLLEGE OF EUROPE,1014015,7705.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,CUSHMAN & WAKEFIELD LLP,1014330,1038531.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,CUSHMAN & WAKEFIELD LLP,1014332,1265050.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,CUSHMAN & WAKEFIELD LLP,1014334,1476836.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GLOBAL ECONOMICS LTD,1014354,2250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Publications (Programme),Business Group - Advanced Manufacturing Industries,BIP SOLUTIONS LTD,1014463,-420
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Hire of Conference Facilities (Programme),Business Group - Advanced Manufacturing Industries,ONE BIRDCAGE WALK,1014505,943.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Hire of Conference Facilities (Programme),Business Group - Advanced Manufacturing Industries,ONE BIRDCAGE WALK,1014505,1100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - USG Admin,TUC,1014512,1559079
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Sponsorship Support,Strategic Policy Analysis - Strategic Policy Analysis,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT,1014578,10000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,1014658,649.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,COMPANIES HOUSE,1014723,1987.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",BOLITHO WAY,1014738,3522.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",WALLER NEEDHAM & GREEN,1014739,5956.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1014753,19500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,ELAN COMPUTING LTD,1014755,8563.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Hotels (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,IMPERIAL COLLEGE LONDON,1014758,1917
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Entertaining UK (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,IMPERIAL COLLEGE LONDON,1014758,2228.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Conference and Exhibition Services (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,IMPERIAL COLLEGE LONDON,1014758,2009.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Gas (Programme),Finance & Commercial Group - Information and Workplace Strategies,BRITISH GAS BUSINESS SERVICES LTD,1014759,7680.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1014762,9855.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,LONDON BOROUGH OF TOWER HAMLETS,1014767,59212.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Other Training Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",STONEWALL EQUALITY LTD,1014768,1500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BROOK STREET (UK) LTD,1014795,612.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,JONES YARRELL LEADENHALL,1014796,774.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Grants - Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1014798,75682.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Other Training Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",EMPLOYERS FORUM ON AGE (EFA),1014799,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Business Group - Advanced Manufacturing Industries,DEPARTMENT FOR WORK AND PENSIONS (DWP),1014806,1062.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Business Group - Advanced Manufacturing Industries,LAMPORT BASSITT SOLICITORS,1014807,895.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Business Group - Advanced Manufacturing Industries,IMPERIUM LAW LLP,1014809,2245.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Business Group - Advanced Manufacturing Industries,COLIN C HALL,1014810,1160.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Business Group - Advanced Manufacturing Industries,OLIVER & CO SOLICITORS LTD,1014812,999.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1014817,524434.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",1014836,9281.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",1014837,12757.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",1014842,1773.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",1014843,9744.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,CCTA Services,Finance & Commercial Group - Information and Workplace Strategies,OGC BUYING SOLUTIONS,1014847,18461.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1014863,5903.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1014869,810
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1014874,660
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274884,4311.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1014341,11869
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,1014623,1721.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Hire of Conference Facilities (Programme),Business Group - Information Economy,FARNHAM CASTLE BRIEFINGS LTD,1014737,7691.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,PARITY RESOURCES LTD,1014829,16898.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,ONE NORTH EAST,1014830,244564.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Capital Grants - Other,Business Group - Advanced Manufacturing Industries,ONE NORTH EAST,1014831,175442.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,CITIZENS ADVICE KNOWSLEY,1014835,383577
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Other Training Costs (Programme),Fair Markets Group Summary - ECO,DEVERE UNIVERSITY ARMS HOTEL,1014839,976.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Secondees (not paid directly),SCIENCE & RESEARCH GROUP - RESEARCH BASE,IMPERIAL COLLEGE LONDON,1014851,8648.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Secondees (not paid directly),SCIENCE & RESEARCH GROUP - RESEARCH BASE,IMPERIAL COLLEGE LONDON,1014851,36389.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Secondees (not paid directly),SCIENCE & RESEARCH GROUP - RESEARCH BASE,IMPERIAL COLLEGE LONDON,1014865,5651.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Secondees (not paid directly),SCIENCE & RESEARCH GROUP - RESEARCH BASE,IMPERIAL COLLEGE LONDON,1014867,5622.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Telecommunications,Finance & Commercial Group - Information and Workplace Strategies,BRITISH TELECOMMUNICATIONS plc (BT),1014872,862.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Hire of Reprographic Equipment,Finance & Commercial Group - Information and Workplace Strategies,XEROX FINANCE LTD,1014878,1259.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Service Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,KNIGHT FRANK LLP,1014879,1861.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Gas (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1014881,543.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Service Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,PAUL CHASTON COMMERCIAL PROPERTY LTD,1014883,669.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Service Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,MARTIN BLOOMER ASSOCIATES LTD,1014885,1181.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,SCOTTISH POWER UK plc,1014887,1541.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,THE BRITISH CHAMBERS OF COMMERCE,1014892,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,CHRIS DAWSON AND ASSOCIATES,1014893,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1014895,1271.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1014897,1271.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1014898,1271.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,UEA CONSULTING LTD,1014903,1800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Telecommunications,Finance & Commercial Group - Information and Workplace Strategies,DAISY COMMUNICATIONS LTD,1014909,1037.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Publications (Programme),Business Group - Business Environment and Growth Directorate,INFORMA UK LTD,1014910,1450
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",HUDSON GLOBAL RESOURCES LTD,1014916,1233.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,External Training,Strategic Policy Analysis - Strategic Policy Analysis,OFFICE FOR NATIONAL STATISTICS,1014922,630
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,External Training,Strategic Policy Analysis - Strategic Policy Analysis,OFFICE FOR NATIONAL STATISTICS,1014923,630
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,1014927,1825.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Capital Grants - Other,Business Group - Business Environment and Growth Directorate,SCOTTISH ENTERPRISE,1014928,340731.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Learners,NATIONAL UNION OF STUDENTS,1014929,16010.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Learners,NATIONAL UNION OF STUDENTS,1014929,28677.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Recruitment Consultancy Costs,Fair Markets Group Summary - Consumer and Competition Policy,THE LAW COMMISSION,1014931,20000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,G4S TECHNOLOGY LTD,1014933,4240
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Interest on Post Office Working Captial Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1014937,-6395.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1014937,60000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Copyright Fees,"Innovation, Enterprise & Better Regulation Executive - Better Regulation Executive (BRE)",PRECISE MEDIA MONITORING LTD,1014947,2041.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1014948,397895.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Learners,UNIVERSITY OF CHESTER,1014951,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Recruitment Consultancy Costs,Fair Markets Group Summary - Consumer and Competition Policy,TIM J WARD,1014953,2410
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Mobile Line Rental,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,VODAFONE LTD,1014959,-163.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/12/2010,Mobile Line Rental,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,VODAFONE LTD,1014960,-31.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/12/2010,Interest on Post Office Working Captial Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1015003,-7719.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/12/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1015003,130000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Local IT Maintenance & Support,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",QUESTMARK,1012368,-2717.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,ECCTIS LTD,1014495,10134.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Grants - Statutory - Current - Abroad,Universities and Skills Group - Learners,LISA GINSBORG,1014626,880.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Grants - Statutory - Current - Abroad,Universities and Skills Group - Learners,MARCO BARONI,1014627,938
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Grants - Statutory - Current - Abroad,Universities and Skills Group - Learners,SID SALA,1014629,971
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Grants - Statutory - Current - Abroad,Universities and Skills Group - Learners,LORETTA MARSHALL,1014630,879.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Grants - Statutory - Current - Abroad,Universities and Skills Group - Learners,N MARCZEWSKA,1014632,2247
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Grants - Statutory - Current - Abroad,Universities and Skills Group - Learners,TONI COWAN BROWN,1014633,840.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,SECURITY SERVICES GROUP,1014760,1974.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Economic Consultancy and Research,"Innovation, Enterprise & Better Regulation Executive - Innovation",UNA OLIGBO T/A APPLIED ECONOMICS & MANAGEMENT SOLUTIONS,1014802,12000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Professional Training,Universities and Skills Group - USG Admin,MARRIOTT STATISTICAL CONSULTING LTD T/A MSC TRAINING,1014832,621
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,XMA LTD,1014856,4370.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,XMA LTD,1014859,2134.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,PANLOGIC LTD,1014981,12858
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1014982,765.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1014985,695.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014986,40065.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,1014987,806.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014989,10356.92
