Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1012656,955.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1012661,1672.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Hire of Conference Facilities (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1012662,1500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1012665,780.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1012666,525.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1012668,809.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1012669,709.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Hotels (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1012671,1150
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1012671,2400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1012673,1157.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Other Publication Costs,Universities and Skills Group - USG Admin,JONES YARRELL LEADENHALL,1014233,-38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Departmental Sponsored Training (Programme),Universities and Skills Group - Learners,MINISTRY OF DEFENCE,1014323,9135
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014340,14758.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014342,13559.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014343,26000.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014345,631.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014347,1265.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014348,36574.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Other Training Costs,Universities and Skills Group - USG Admin,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1014352,2450
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014362,14569.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1014363,104001.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Other Training Costs,Universities and Skills Group - USG Admin,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1014374,2450
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1014408,1190.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1014428,552.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1014431,831.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1014433,508.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1014434,774.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,DR TOBIAS W FEAKIN,1014435,1000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1014441,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1014441,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1014441,10750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Media and Design Services,"Legal, People & Communications Group - Communications Directorate",GLOBUSMEDIA LTD,1014442,8680
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1014447,5332.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Accommodation Rentals (Programme),Finance & Commercial Group - Information and Workplace Strategies,THE ETHNIC MINORITY FOUNDATION,1014449,58028.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Service Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,THE ETHNIC MINORITY FOUNDATION,1014449,40000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Buildings Insurance (Programme),Finance & Commercial Group - Information and Workplace Strategies,THE ETHNIC MINORITY FOUNDATION,1014449,1924.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",HUDSON GLOBAL RESOURCES LTD,1014456,616.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Capital Grants - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE BRITISH ACADEMY,1014457,344810.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,BETA SECURITY LTD,1014458,1739
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1014459,10283.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/12/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,E-ON ENERGY LTD,1014465,1165.98
