Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,Transaction number,Amount in Sterling,Grant?,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SWALE BC,,5000164322,"19,180.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,SWINDON BC,,5000164323,"205,845.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TAMESIDE MBC,,5000164324,"193,414.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TAMWORTH BOROUGH COUNCIL,,5000164325,"8,713.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TANDRIDGE DC,,5000164128,"18,307.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TAUNTON DEANE BC,,5000164129,"13,768.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TEIGNBRIDGE DC,,5000164130,"18,521.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TELFORD & WREKIN DC,,5000164326,"139,949.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TENDRING DC,,5000164131,"19,220.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TEST VALLEY BC,,5000164132,"14,762.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TEWKESBURY BC,,5000164133,"7,923.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,THAMES VALLEY POLICE AUTHORITY (,,5000164370,"337,241.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,THANET DC,,5000164134,"24,675.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,THREE RIVERS DC,,5000164327,"15,006.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,THURROCK  BOROUGH COUNCIL,,5000164328,"143,391.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TONBRIDGE & MALLING BC,,5000164135,"21,063.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TORBAY BC,,5000164329,"153,927.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TORRIDGE DC,,5000164136,"8,550.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TOWER HAMLETS LB (HSG),,5000164137,"196,845.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TRAFFORD MBC,,5000164330,"220,068.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TUNBRIDGE WELLS BC,,5000164138,"16,410.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,TYNE & WEAR FIRE AUTHORITY (RSG),,5000164371,"59,758.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,UTTLESFORD DC,,5000164139,"12,302.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,VALE OF WHITE HORSE DC,,5000164140,"14,127.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,W YORKSHIRE FIRE & RESCUE AUTH (RSG,,5000164372,"89,392.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WALSALL MBC,,5000164332,"272,455.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WALTHAM FOREST LB,,5000164333,"218,557.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WANDSWORTH LB,,5000164334,"119,624.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WARRINGTON BC,,5000164335,"199,358.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WARWICK,,5000164336,"19,554.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WARWICKSHIRE COUNTY CNCL,,5000164337,"581,676.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WARWICKSHIRE POLICE AUTHORITY,,5000164429,"87,661.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WATFORD COUNCIL,,5000164338,"20,469.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WAVENEY DISTRICT COUNCIL,,5000164141,"14,805.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WAVERLEY BC V177,,5000164142,"22,122.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEALDEN DC,,5000164143,"27,318.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WELLINGBOROUGH,,5000164339,"7,981.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WELWYN HATFIELD COUNCIL,,5000164144,"20,612.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST BERKSHIRE COUNCIL,,5000164340,"198,300.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST DEVON BC,,5000164145,"10,016.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST DORSET DC,,5000164146,"13,487.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST LANCASHIRE BC,,5000164341,"17,310.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST LINDSEY DC,,5000164147,"14,404.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST MERCIA POLICE AUTHORITY,,5000164428,"197,569.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST MIDLANDS FIRE & CIVIL DEFENCE,,5000164373,"95,772.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST MIDLANDS POLICE AUTHORITY,,5000164430,"199,135.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST OXFORDSHIRE DC,,5000164148,"8,616.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST SOMERSET DC,,5000164149,"4,902.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST SUSSEX CC,,5000164342,"950,654.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST YORKSHIRE POLICE AUTHORITY,,5000164431,"222,583.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WESTMINSTER CITY CNCL,,5000164343,"122,805.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WEYMOUTH & PORTLAND BC,,5000164344,"15,384.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WIGAN MBC,,5000164345,"282,986.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WILTSHIRE & SWINDON FIRE AUTHORITY,,5000164388,"39,165.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WILTSHIRE COUNCIL,,5000164399,"547,947.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WILTSHIRE POLICE (RSG),,5000164374,"99,056.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WINCHESTER CITY CNCL,,5000164150,"17,319.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WINDSOR & MAIDENHEAD (HSG),,5000164151,"162,787.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WIRRAL MBC,,5000164346,"328,585.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WOKING BC,,5000164347,"20,862.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WOKINGHAM DC,,5000164348,"196,239.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WOLVERHAMPTON MBC,,5000164349,"233,795.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WORCESTER CITY CNCL,,5000164350,"13,369.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WORCESTERSHIRE COUNTY COUNCIL,,5000164351,"546,533.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WORTHING BC,,5000164352,"20,976.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WYCHAVON DISTRICT COUNCIL,,5000164152,"13,087.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WYCOMBE DC,,5000164153,"22,977.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WYRE BC,,5000164154,"17,669.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,WYRE FOREST DISTRICT COUNCIL,,5000164353,"17,343.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current (non AEF) Grants to Local Authorities,Localism,YORK CITY CNCL,,5000164354,"182,831.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Localism,CARNEGIE UK TRUST,Yes,2100203718,"50,000.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Localism,CENTRE FOR SUSTAINABLE ENERGY,Yes,2100203719,"50,000.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Neighbourhoods,CHARTERED INST OF HOUSING,,5000164408,"150,000.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Localism,COMMUNITY MATTERS,Yes,2100203720,"50,000.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Localism,ENVIRONMENTAL LAW FOUNDATION,Yes,2100203721,"40,000.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Localism,LOCALITY,,2100203714,"260,100.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Localism,MEDIA TRUST,Yes,2100203722,"50,000.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Localism,OPERATION BLACK VOTE,Yes,2100203723,"40,000.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Localism,PLATFORM 51,,2100203727,"50,000.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Localism,R S A,Yes,2100203724,"50,000.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Localism,SHEILA MCKECHNIE FOUNDATION,Yes,2100203725,"40,000.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Current Grants to Non Profit Bodies,Localism,URBAN FORUM,Yes,2100203726,"50,000.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Domestic Services,Treasury,MITIE MANAGED SERVICES LTD,,5106162924,473.25,,
Communities & Local Government,DCLG,16/05/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,,5106162916,"5,302.68",,
Communities & Local Government,DCLG,16/05/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,,5106162916,5.11,,
Communities & Local Government,DCLG,16/05/2011,Electricity,Localism,NPOWER LTD,,5106162890,"6,182.94",,
Communities & Local Government,DCLG,16/05/2011,Facilities Management (ISD use only),Treasury,MITIE MANAGED SERVICES LTD,,5106162924,"1,025.40",,
Communities & Local Government,DCLG,16/05/2011,Fixed Maintenance,Localism,NORTHANTS FIRE & RESCUE SERVICE,,5106162870,"2,409.62",,
Communities & Local Government,DCLG,16/05/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA -  YORKSHIRE FORWARD,,2100203422,"9,091,226.79",Yes,
Communities & Local Government,DCLG,16/05/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA - ADVANTAGE WEST MIDLANDS,,2100203600,"12,901,327.54",Yes,
Communities & Local Government,DCLG,16/05/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA - EAST MIDLANDS DEVELOPMENT AGE,,2100203423,"13,241,217.64",Yes,
Communities & Local Government,DCLG,16/05/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA - ONE NORTHEAST,,2100203420,"7,147,479.39",Yes,
Communities & Local Government,DCLG,16/05/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA - SOUTHEAST DEVELOP AGENCY (SEE,,2100203424,"242,436.51",Yes,
Communities & Local Government,DCLG,16/05/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA - SOUTHWEST DEVELOP AGENCY(SWRD,,2100203425,"2,193,242.45",Yes,
Communities & Local Government,DCLG,16/05/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA - SOUTHWEST DEVELOP AGENCY(SWRD,,2100203425,"28,285,274.31",Yes,
Communities & Local Government,DCLG,16/05/2011,IT Consultancy,Localism,MOTT MACDONALD LTD,,2100203763,"-309,534.05",,
Communities & Local Government,DCLG,16/05/2011,IT Consultancy,Localism,MOTT MACDONALD LTD,,5106162944,"309,534.05",,
Communities & Local Government,DCLG,16/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106162880,81.38,,
Communities & Local Government,DCLG,16/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106162880,6.76,,
Communities & Local Government,DCLG,16/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106162880,4.61,,
Communities & Local Government,DCLG,16/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106162880,34.86,,
Communities & Local Government,DCLG,16/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106162880,75.65,,
Communities & Local Government,DCLG,16/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106162880,2.26,,
Communities & Local Government,DCLG,16/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106162880,235.62,,
Communities & Local Government,DCLG,16/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106162880,1.78,,
Communities & Local Government,DCLG,16/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106162880,71.86,,
Communities & Local Government,DCLG,16/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106162880,86.18,,
Communities & Local Government,DCLG,16/05/2011,Publications,Localism,IHS (GLOBAL) LTD,,5106162891,"6,240.00",,
Communities & Local Government,DCLG,16/05/2011,Research,Localism,MARKET & OPINION RESEARCH INT LTD,,5106162875,"203,737.32",,
Communities & Local Government,DCLG,16/05/2011,Research,Neighbourhoods,AECOM LTD,,5106162821,"47,149.80",,
Communities & Local Government,DCLG,16/05/2011,Services provided by other Govt Orgs,Neighbourhoods,VALUATION OFFICE AGENCY,,5106162912,"41,485.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BLACKPOOL BC,,5000163424,"146,077.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BOLTON MBC,,5000163426,"17,660.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BRAINTREE DC,,5000163361,"91,741.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BRENT LB (HSG),,5000163362,"863,126.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,CAMDEN LB,,5000163433,"1,411,987.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,EALING LB,,5000163446,"638,297.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,EASTBOURNE BC,,5000163447,"86,585.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,GREENWICH LB,,5000163456,"139,729.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,HAMMERSMITH & FULHAM LB,,5000163458,"1,114,309.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,HARINGEY LB,,5000163459,"1,309,917.00",Yes,
Communities & Local Government,DCLG,16/05/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,ISLINGTON LB,,5000163467,"4,051,401.00",Yes,
