Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Total
Ministry of Defence,Ministry of Defence,17/08/2011,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,832640,2791.18
Ministry of Defence,Ministry of Defence,24/08/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,835517,2778.72
Ministry of Defence,Ministry of Defence,09/08/2011,Administration,Land Forces,ROYAL MAIL GROUP LIMITED,PE4 5PG,829794,2768.21
Ministry of Defence,Ministry of Defence,23/08/2011,Purchase of inventory and services ,Command Joint Operations,XMA LTD,NG11 7EP,835474,2764.99
Ministry of Defence,Ministry of Defence,23/08/2011,Rent and rates,Land Forces,QINETIQ LIMITED,PO12 2AG,835366,2762
Ministry of Defence,Ministry of Defence,18/08/2011,Estate management,Defence Equipment & Support,ASPIRE DEFENCE LIMITED,SP9 7QD,833094,2758.96
Ministry of Defence,Ministry of Defence,26/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,MSI-DEFENCE SYSTEMS LTD,NR7 9AY,836881,2737.5
Ministry of Defence,Ministry of Defence,08/08/2011,Fuel for military use,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,829385,2728.5
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Materials & Equipment,Infrastructure,BARCLAYCARD,,G - 9000135415 - 00116696,2726.86
Ministry of Defence,Ministry of Defence,09/08/2011,Medical treatment & stores and welfare services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,2719.34
Ministry of Defence,Ministry of Defence,31/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,838165,2711.26
Ministry of Defence,Ministry of Defence,22/08/2011,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,OX4 2JY,834358,2705.64
Ministry of Defence,Ministry of Defence,22/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,ASPIRE DEFENCE LIMITED,SP9 7QD,834307,2705.39
Ministry of Defence,Ministry of Defence,03/08/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,827196,2703.59
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Central TLB,OFFICE DEPOT UK LTD,SP10 4JZ,837604,2695.32
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,IT Hardware,Operations,BARCLAYCARD,,G - 9000135415 - 00116696,2666.04
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,827642,2644.43
Ministry of Defence,Ministry of Defence,01/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,826298,2643.06
Ministry of Defence,Ministry of Defence,23/08/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,835474,2634.66
Ministry of Defence,Ministry of Defence,31/08/2011,Estate management,Air Command,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,837937,2633.62
Ministry of Defence,Ministry of Defence,05/08/2011,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,828399,2631.95
Ministry of Defence,Ministry of Defence,16/08/2011,Estate management,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,832160,2618.11
Ministry of Defence,Ministry of Defence,04/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,827691,2608.26
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,837293,2606.5
Ministry of Defence,Ministry of Defence,09/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,829534,2603.6
Ministry of Defence,Ministry of Defence,03/08/2011,General services and support,Land Forces,CANON (UK) LIMITED,RH2 8BF,827189,2602.83
Ministry of Defence,Ministry of Defence,12/08/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,2583.73
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of inventory and services ,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,827784,2561.61
Ministry of Defence,Ministry of Defence,12/08/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,831060,2557.13
Ministry of Defence,Ministry of Defence,09/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,829776,2554.1
Ministry of Defence,Ministry of Defence,03/08/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,RH2 8BF,827189,2551.1
Ministry of Defence,Ministry of Defence,03/08/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,827189,2524.24
Ministry of Defence,Ministry of Defence,02/08/2011,IT and communication services,Central TLB,QINETIQ LIMITED,PO12 2AG,826983,2520
Ministry of Defence,Ministry of Defence,09/08/2011,Fees for professional services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,829603,2520
Ministry of Defence,Ministry of Defence,03/08/2011,Property leases,Defence Equipment & Support,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,827283,2517
Ministry of Defence,Ministry of Defence,15/08/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,832051,2514.72
Ministry of Defence,Ministry of Defence,22/08/2011,"Transporation of personnel, freight and travel expenses",Central TLB,DSV AIR & SEA LIMITED,M22 4NY,834452,2505.54
Ministry of Defence,Ministry of Defence,17/08/2011,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,832672,2500.85
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,827741,2488.4
Ministry of Defence,Ministry of Defence,08/08/2011,"Transporation of personnel, freight and travel expenses",Air Command,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,828915,2484.5
Ministry of Defence,Ministry of Defence,03/08/2011,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,827195,2473.45
Ministry of Defence,Ministry of Defence,26/08/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,837157,2458.84
Ministry of Defence,Ministry of Defence,25/08/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,836566,2457.49
Ministry of Defence,Ministry of Defence,04/08/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,827691,2453.43
Ministry of Defence,Ministry of Defence,01/08/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,826181,2451.75
Ministry of Defence,Ministry of Defence,16/08/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,832570,2442.95
Ministry of Defence,Ministry of Defence,08/08/2011,Food and clothing,Defence Infrastructure Organisation ,TECHNOGYM U K LIMITED,RG12 8PE,829330,2441.6
Ministry of Defence,Ministry of Defence,16/08/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,832570,2441.34
Ministry of Defence,Ministry of Defence,11/08/2011,Payment of utilities,Defence Infrastructure Organisation ,WATSON PETROLEUM LTD,SN15 5DN,830935,2438.72
Ministry of Defence,Ministry of Defence,16/08/2011,Estate management,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,832160,2421.38
Ministry of Defence,Ministry of Defence,02/08/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,826829,2419.2
Ministry of Defence,Ministry of Defence,26/08/2011,Purchase of inventory and services ,Command Joint Operations,NHS BUSINESS SERVICES AUTHORITY,ME16 0LW,2.00E+11,2394.22
Ministry of Defence,Ministry of Defence,25/08/2011,"Transporation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,836440,2390.1
Ministry of Defence,Ministry of Defence,31/08/2011,General services and support,Command Joint Operations,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,837937,2364.02
Ministry of Defence,Ministry of Defence,04/08/2011,Estate management,Air Command,CANON (UK) LIMITED,RH2 8BF,827741,2350.18
Ministry of Defence,Ministry of Defence,11/08/2011,Payment of utilities,Defence Infrastructure Organisation ,PACE FUELCARE LIMITED,TW20 9AB,830763,2343.6
Ministry of Defence,Ministry of Defence,16/08/2011,Food and clothing,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,832160,2343.57
Ministry of Defence,Ministry of Defence,24/08/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,835517,2343.39
Ministry of Defence,Ministry of Defence,18/08/2011,"Transporation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,CARTUS LTD,SN5 8RS,833196,2342.69
Ministry of Defence,Ministry of Defence,18/08/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,833114,2342.55
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,827746,2342
Ministry of Defence,Ministry of Defence,08/08/2011,Fees for professional services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,828897,2337.81
Ministry of Defence,Ministry of Defence,16/08/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,832570,2328.24
Ministry of Defence,Ministry of Defence,18/08/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,833713,2322.74
Ministry of Defence,Ministry of Defence,10/08/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,829904,2312.87
Ministry of Defence,Ministry of Defence,04/08/2011,Transport hire charges,Central TLB,BUSVERKEHR OSTWESTFALEN GMBH,,5000060672,2300.88
Ministry of Defence,Ministry of Defence,12/08/2011,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,RH2 8BF,831060,2300.24
Ministry of Defence,Ministry of Defence,17/08/2011,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,832640,2297.76
Ministry of Defence,Ministry of Defence,19/08/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,2286.29
Ministry of Defence,Ministry of Defence,02/08/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,826713,2268.64
Ministry of Defence,Ministry of Defence,22/08/2011,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,834874,2264.76
Ministry of Defence,Ministry of Defence,05/08/2011,Estate management,Land Forces,CANON (UK) LIMITED,RH2 8BF,828362,2261.55
Ministry of Defence,Ministry of Defence,02/08/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,827068,2256.5
Ministry of Defence,Ministry of Defence,31/08/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,837807,2252.54
Ministry of Defence,Ministry of Defence,24/08/2011,IT and communication services,Defence Equipment & Support,SOFTWARE BOX LTD,YO61 1ET,835905,2250
Ministry of Defence,Ministry of Defence,08/08/2011,Medical treatment & stores and welfare services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,2245.7
Ministry of Defence,Ministry of Defence,22/08/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,RH1 1RX,834950,2242.42
Ministry of Defence,Ministry of Defence,22/08/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,834434,2236.71
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,837293,2212.53
Ministry of Defence,Ministry of Defence,05/08/2011,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,RH2 8BF,828362,2204.61
Ministry of Defence,Ministry of Defence,18/08/2011,Rent and rates,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,2197.62
Ministry of Defence,Ministry of Defence,18/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,ROYAL MAIL GROUP LIMITED,PE4 5PG,833572,2194.43
Ministry of Defence,Ministry of Defence,30/08/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,837309,2180.83
Ministry of Defence,Ministry of Defence,09/08/2011,Food and clothing,Land Forces,TURNER VIRR & CO. LTD,LS25 2DY,829875,2171.43
Ministry of Defence,Ministry of Defence,19/08/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,833720,2160.57
Ministry of Defence,Ministry of Defence,05/08/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,828782,2155.82
Ministry of Defence,Ministry of Defence,11/08/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,830384,2155.34
Ministry of Defence,Ministry of Defence,04/08/2011,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,RH2 8BF,827741,2133.64
Ministry of Defence,Ministry of Defence,09/08/2011,IT and communication services,Defence Equipment & Support,VEGA CONSULTING SERVICES LTD,AL7 1TW,829887,2125
Ministry of Defence,Ministry of Defence,26/08/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,836630,2119.07
Ministry of Defence,Ministry of Defence,23/08/2011,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,C06 1HD,835081,2119.03
Ministry of Defence,Ministry of Defence,25/08/2011,Estate management,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,836150,2109.87
Ministry of Defence,Ministry of Defence,12/08/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,831542,2109.73
Ministry of Defence,Ministry of Defence,12/08/2011,Rental of plant and machinery,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,831060,2105.92
Ministry of Defence,Ministry of Defence,09/08/2011,IT and communication services,Navy Command,VEGA CONSULTING SERVICES LTD,AL7 1TW,829887,2100
Ministry of Defence,Ministry of Defence,08/08/2011,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,RH2 8BF,828887,2096.22
Ministry of Defence,Ministry of Defence,17/08/2011,Design services and minor equipment purchases,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,832607,2085.6
Ministry of Defence,Ministry of Defence,18/08/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,833713,2077.62
Ministry of Defence,Ministry of Defence,18/08/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,2068.11
Ministry of Defence,Ministry of Defence,31/08/2011,IT and communication services,Defence Equipment & Support,PARITY SOLUTIONS LTD,SW19 3RU,838123,2056.5
Ministry of Defence,Ministry of Defence,31/08/2011,"Transporation of personnel, freight and travel expenses",Air Command,DSV AIR & SEA LIMITED,M22 4NY,837926,2040.62
Ministry of Defence,Ministry of Defence,25/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,836488,2018.15
Ministry of Defence,Ministry of Defence,19/08/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,834173,2004.33
Ministry of Defence,Ministry of Defence,18/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DB SCHENKER RAIL (UK) LTD,DN4 5PN,833242,2000.96
Ministry of Defence,Ministry of Defence,11/08/2011,Payment of utilities,Land Forces,PACE FUELCARE LIMITED,TW20 9AB,830763,1999.8
Ministry of Defence,Ministry of Defence,11/08/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,830966,1995.83
Ministry of Defence,Ministry of Defence,11/08/2011,Estate management,Land Forces,AVENANCE PLC,SK11 6ET,830423,1983.18
Ministry of Defence,Ministry of Defence,09/08/2011,Fees for professional services,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,829529,1980.12
Ministry of Defence,Ministry of Defence,08/08/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1977.11
Ministry of Defence,Ministry of Defence,04/08/2011,Food and clothing,Land Forces,CANON (UK) LIMITED,RH2 8BF,827741,1945.89
Ministry of Defence,Ministry of Defence,23/08/2011,"Transporation of personnel, freight and travel expenses",Air Command,DSV AIR & SEA LIMITED,M22 4NY,835134,1941.91
Ministry of Defence,Ministry of Defence,31/08/2011,Fuel for military use,Defence Equipment & Support,EUROSHELL DEUTSCHLAND GMBH,,5000061853,1940.56
Ministry of Defence,Ministry of Defence,18/08/2011,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,833094,1935.72
Ministry of Defence,Ministry of Defence,03/08/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,827076,1932.77
Ministry of Defence,Ministry of Defence,12/08/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1932.36
Ministry of Defence,Ministry of Defence,03/08/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,827189,1930
Ministry of Defence,Ministry of Defence,25/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,HONEYWELL AEROSPACE UK,BA20 2YD,836269,1929.59
Ministry of Defence,Ministry of Defence,30/08/2011,Administration,Central TLB,SERCO LIMITED,RG27 9UY,837690,1912.45
Ministry of Defence,Ministry of Defence,23/08/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,835182,1901.45
Ministry of Defence,Ministry of Defence,08/08/2011,Payment of utilities,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,829385,1901.4
Ministry of Defence,Ministry of Defence,18/08/2011,Administration,Central TLB,ROYAL MAIL GROUP LIMITED,PE4 5BR,833571,1898.26
Ministry of Defence,Ministry of Defence,31/08/2011,Medical treatment & stores and welfare services,Land Forces,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,837937,1898.15
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of inventory and services ,Central TLB,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,827881,1890.67
Ministry of Defence,Ministry of Defence,11/08/2011,Fuel for military use,Navy Command,EUROSHELL DEUTSCHLAND GMBH,,5000061040,1875.08
Ministry of Defence,Ministry of Defence,24/08/2011,Research and development,Defence Equipment & Support,HOBSON & SONS (LONDON) LIMITED,SS7 3AF,835676,1872.47
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Contracted out Office Services,Operations,BARCLAYCARD,,G - 9000135415 - 00116696,1871.02
Ministry of Defence,Ministry of Defence,25/08/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,836566,1868.11
Ministry of Defence,Ministry of Defence,15/08/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,832051,1864.92
Ministry of Defence,Ministry of Defence,11/08/2011,Purchase of inventory and services ,Command Joint Operations,XMA LTD,NG11 7EP,830966,1857.5
Ministry of Defence,Ministry of Defence,05/08/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,828701,1856.16
Ministry of Defence,Ministry of Defence,01/08/2011,General services and support,Land Forces,C V FITNESS LTD,NG11 7EP,826232,1838.9
Ministry of Defence,Ministry of Defence,26/08/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,836630,1836.44
Ministry of Defence,Ministry of Defence,19/08/2011,Food and clothing,Air Command,COTSWOLD OUTDOOR LTD,SN16 9SH,833845,1827.51
Ministry of Defence,Ministry of Defence,15/08/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,831589,1826.63
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Energy & Utility,Operations,BARCLAYCARD,,G - 9000135415 - 00116696,1821.92
Ministry of Defence,Ministry of Defence,15/08/2011,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,831779,1800
Ministry of Defence,Ministry of Defence,18/08/2011,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1791.83
Ministry of Defence,Ministry of Defence,19/08/2011,Estate management,Navy Command,SODEXO LTD,M50 0AL,834173,1791.42
Ministry of Defence,Ministry of Defence,23/08/2011,Purchase of inventory and services ,Defence Equipment & Support,C F ANDERSON & SON LIMITED,C06 1HD,835081,1753.25
Ministry of Defence,Ministry of Defence,15/08/2011,Food and clothing,Defence Equipment & Support,TURNER VIRR & CO. LTD,LS25 2DY,832015,1749.59
Ministry of Defence,Ministry of Defence,31/08/2011,Purchase of inventory and services ,Command Joint Operations,XMA LTD,NG11 7EP,838235,1743.74
Ministry of Defence,Ministry of Defence,05/08/2011,Rental of plant and machinery,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,828362,1735.8
Ministry of Defence,Ministry of Defence,22/08/2011,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,834412,1730.74
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,827741,1726.59
Ministry of Defence,Ministry of Defence,18/08/2011,Administration,Land Forces,ROYAL MAIL GROUP LIMITED,PE4 5BR,833571,1724.66
Ministry of Defence,Ministry of Defence,18/08/2011,Food and clothing,Land Forces,ARAMARK LTD,LS16 6QY,833085,1712.47
Ministry of Defence,Ministry of Defence,15/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,831589,1712.08
Ministry of Defence,Ministry of Defence,15/08/2011,Estate management,Land Forces,SERVICES SOUND & VISION CORPORATION,SL9 8TN,831956,1707.36
Ministry of Defence,Ministry of Defence,05/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,828406,1706.8
Ministry of Defence,Ministry of Defence,01/08/2011,"Transporation of personnel, freight and travel expenses",Air Command,TORBAY AERO SERVICES INC,A1B 3M9,2185119,1705.14
Ministry of Defence,Ministry of Defence,10/08/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,829904,1703.79
Ministry of Defence,Ministry of Defence,23/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,835125,1702.28
Ministry of Defence,Ministry of Defence,02/08/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,827068,1701.96
Ministry of Defence,Ministry of Defence,23/08/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,835423,1694.02
Ministry of Defence,Ministry of Defence,18/08/2011,Service and civilian recruitment,Central TLB,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,833437,1689.31
Ministry of Defence,Ministry of Defence,02/08/2011,Fuel for military use,Defence Equipment & Support,ARAL AG.,,5000060467,1685.23
Ministry of Defence,Ministry of Defence,11/08/2011,"Purchase of munitions, other inventory or fuel",Land Forces,FUCHS LUBRICANTS (UK) PLC,ST1 5HU,830587,1681.2
Ministry of Defence,Ministry of Defence,12/08/2011,Payment of utilities,Navy Command,BRITISH GAS TRADING LIMITED,OX4 2JY,831047,1677.4
Ministry of Defence,Ministry of Defence,09/08/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,C F ANDERSON & SON LIMITED,C06 1HD,829495,1664.81
Ministry of Defence,Ministry of Defence,11/08/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,830624,1663.95
Ministry of Defence,Ministry of Defence,05/08/2011,Fees for professional services,Defence Infrastructure Organisation ,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,828399,1660.81
Ministry of Defence,Ministry of Defence,11/08/2011,Fuel for military use,Defence Equipment & Support,EUROSHELL DEUTSCHLAND GMBH,,5000061040,1654.26
Ministry of Defence,Ministry of Defence,11/08/2011,Fees for professional services,Central TLB,CRIMINAL RECORDS BUREAU,L69 3JA,830508,1628
Ministry of Defence,Ministry of Defence,18/08/2011,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1627.17
Ministry of Defence,Ministry of Defence,24/08/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,835512,1612.9
Ministry of Defence,Ministry of Defence,22/08/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,834874,1609.42
Ministry of Defence,Ministry of Defence,31/08/2011,Medical treatment & stores and welfare services,Air Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,837971,1584
Ministry of Defence,Ministry of Defence,16/08/2011,IT and communication services,Navy Command,S.COM GROUP LTD,LU1 3BA,832485,1575.91
Ministry of Defence,Ministry of Defence,19/08/2011,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,LE19 1ZY,833798,1564.33
Ministry of Defence,Ministry of Defence,01/08/2011,"Transporation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,826288,1559.07
Ministry of Defence,Ministry of Defence,30/08/2011,Food and clothing,Air Command,ITURRI SA,OX16 3TA,3000005874,1556.2
Ministry of Defence,Ministry of Defence,10/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,829957,1554.86
Ministry of Defence,Ministry of Defence,25/08/2011,Fuel for military use,Navy Command,SPA INTERNATIONAL OIL SERVICES LIMITED,TN1 1YS,836498,1545.6
Ministry of Defence,Ministry of Defence,19/08/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,833720,1539.17
Ministry of Defence,Ministry of Defence,10/08/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,829904,1529.29
Ministry of Defence,Ministry of Defence,08/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,SYSTEMS CONSULTANTS SERVICES  LIMITED,RG7 4SA,829328,1519.2
Ministry of Defence,Ministry of Defence,01/08/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,826137,1517.51
Ministry of Defence,Ministry of Defence,10/08/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,829948,1506.75
Ministry of Defence,Ministry of Defence,31/08/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,837844,1506.75
