Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,05/10/2011,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,851848,Cost of food services,421554.27
Ministry of Defence,Ministry of Defence,13/10/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,855365,Equipment support project costs,416862.39
Ministry of Defence,Ministry of Defence,11/10/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,853904,Fiscal asset under construction - capital in year addition,403594.8
Ministry of Defence,Ministry of Defence,10/10/2011,Design services and minor equipment purchases,Air Command,VT FLAGSHIP LTD,PO6 4PR,853831,Equipment support non-project costs,394427.23
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000137291 - 00120733,,391301.41
Ministry of Defence,Ministry of Defence,03/10/2011,Property leases,Defence Infrastructure Organisation ,ROSELEAD LIMITED,CB1 2JD,851071,Property dwellings private finance initiative - service concession arrangement service charge,390284.87
Ministry of Defence,Ministry of Defence,07/10/2011,Estate management,Air Command,VT FLAGSHIP LTD,PO6 4PR,853301,Estate + facilities management services - accommodation inventory + service,384598.48
Ministry of Defence,Ministry of Defence,31/10/2011,Property leases,Defence Infrastructure Organisation ,ROSELEAD LIMITED,CB1 2JD,862352,Property dwellings private finance initiative - service concession arrangement service charge,383085.44
Ministry of Defence,Ministry of Defence,31/10/2011,Design services and minor equipment purchases,Air Command,VT FLAGSHIP LTD,PO6 4PR,862449,Equipment support non-project costs,382256.91
Ministry of Defence,Ministry of Defence,11/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,PO31 8PF,853914,Equipment support non-project costs,377914
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000137208 - 00119974,,372891
Ministry of Defence,Ministry of Defence,03/10/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,851150,Works - estate management,372019.99
Ministry of Defence,Ministry of Defence,01/10/2011,"Transporation of personnel, freight and travel expenses",Central TLB,Hafif Travel & Tourism Co. Ltd.,,CO 04,Movement of service personnel,370705.03
Ministry of Defence,Ministry of Defence,14/10/2011,Property leases,Defence Infrastructure Organisation ,COVESEA LIMITED,EH2 2PJ,855585,Property dwellings private finance initiative - service concession arrangement service charge,370612.63
Ministry of Defence,Ministry of Defence,24/10/2011,Nuclear decommissioning and restoration,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,859294,Nuclear decommissioning and restoration liability provision payment against provision,369581.98
Ministry of Defence,Ministry of Defence,05/10/2011,Estate management,Air Command,SERCO LIMITED,RG27 9UY,852063,Estate + facilities management services - accommodation inventory + service,367228.5
Ministry of Defence,Ministry of Defence,19/10/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,857269,Cost of food services,366007.79
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000136677 - 00118896,,359810.75
Ministry of Defence,Ministry of Defence,04/10/2011,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,851546,Estate + facilities management services - accommodation inventory + service,356741.6
Ministry of Defence,Ministry of Defence,05/10/2011,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,851758,Research and development excluding defence science and technology laboratory,356306.97
Ministry of Defence,Ministry of Defence,27/10/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,860933,Transport other operating lease,351330.76
Ministry of Defence,Ministry of Defence,17/10/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,856086,Transport other operating lease,343824.15
Ministry of Defence,Ministry of Defence,31/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,862114,Equipment support non-project costs,339579.21
Ministry of Defence,Ministry of Defence,03/10/2011,Purchase of inventory and services ,Defence Equipment & Support,FENTON PHARMACEUTICALS LTD,NW3 6AL,850873,Consumption of medical dental and veterinary inventory,336748.8
Ministry of Defence,Ministry of Defence,14/10/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,855991,Works - estate management,334844.44
Ministry of Defence,Ministry of Defence,27/10/2011,Fees for professional services,Defence Equipment & Support,ALIXPARTNERS LTD,W1K 6WE,860910,Fees for professional services excluding legal fees,334490
Ministry of Defence,Ministry of Defence,24/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,DL2 1NJ,859261,Equipment support project costs,332970
Ministry of Defence,Ministry of Defence,28/10/2011,Service and civilian recruitment,Air Command,CENTRAL OFFICE OF INFORMATION,SE1 7DU,861306,Service recruitment excluding recruitment related external assistance,331928.44
Ministry of Defence,Ministry of Defence,13/10/2011,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,854965,Estate + facilities management services - accommodation inventory + service,331413.23
Ministry of Defence,Ministry of Defence,28/10/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,861579,Estate core services charge,329105.93
Ministry of Defence,Ministry of Defence,17/10/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,856761,Works - estate management,328882.92
Ministry of Defence,Ministry of Defence,20/10/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,TRIMLINE LIMITED,SO14 5GN,858539,Fiscal asset under construction - capital in year addition,327114
Ministry of Defence,Ministry of Defence,10/10/2011,Design services and minor equipment purchases,Command Joint Operations,VAN WIJNGAARDEN MARINE SERVICES B V,,3000006015,Equipment support non-project costs,322340
Ministry of Defence,Ministry of Defence,07/10/2011,Estates-Equipment/Works,Defence Infrastructure Organisation - Security Services Group,HARPER CHALICE GROUP LTD,,AP071112001,,321400
Ministry of Defence,Ministry of Defence,26/10/2011,Estate management,Defence Infrastructure Organisation ,SECURITY SERVICES GROUP,SN6 8LA,2.00E+11,Works - estate management,321042.3
Ministry of Defence,Ministry of Defence,05/10/2011,Fees for professional services,Central TLB,TNT UK LIMITED,BL0 9AR,852131,Fees for professional services excluding legal fees,320846.99
Ministry of Defence,Ministry of Defence,26/10/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,860361,Transport other operating lease,319491.71
Ministry of Defence,Ministry of Defence,27/10/2011,Design services and minor equipment purchases,Air Command,T.G. POWER LTD,G51 3EQ,861129,Equipment support non-project costs,318348.35
Ministry of Defence,Ministry of Defence,07/10/2011,Medical treatment & stores and welfare services,Land Forces,SSAFA GSTT CARE LLP,SE1 2LP,5000063558,Medical health services,318330.56
Ministry of Defence,Defence Support Group,20/10/2011,IT Services,Corporate,CAPGEMINI UK PLC,,10139789,,314714.75
Ministry of Defence,Ministry of Defence,20/10/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,858470,Estate + facilities management services - accommodation inventory + service,314266.19
Ministry of Defence,Ministry of Defence,26/10/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLION CONSTRUCTION LIMITED,WV1 4HY,860419,Fiscal asset under construction - capital in year addition,312802
Ministry of Defence,Ministry of Defence,21/10/2011,Estate management,Defence Infrastructure Organisation ,BALFOUR BEATTY GROUP LIMITED,SW1V 1LQ,858652,Works - estate management,311075.55
Ministry of Defence,Ministry of Defence,26/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,SALT SEPARATION SERVICES LIMITED,OL11 1AP,860759,Equipment support project costs,307563.8
Ministry of Defence,Ministry of Defence,21/10/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,5000064108,Works services - excluding United States forces/NATO + married quarters,300832.71
Ministry of Defence,Ministry of Defence,17/10/2011,Property leases,Defence Infrastructure Organisation ,BANNOCKBURN HOMES LIMITED,EH2 1DF,856104,Property dwellings private finance initiative - service concession arrangement service charge,296966.16
Ministry of Defence,Ministry of Defence,17/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,EDO MBM TECHNOLOGY LIMITED,BN1 9HU,856298,Post design services which are not capitalised,292474.56
Ministry of Defence,Ministry of Defence,20/10/2011,Payment of utilities,Defence Infrastructure Organisation ,BUYING SOLUTIONS,L3 1PE,2.00E+11,Utilities consumed - gas,283354.53
Ministry of Defence,Ministry of Defence,12/10/2011,Externally delivered education and training,Land Forces,ROYAL ARTILLERY CENTRE FOR PERSONAL DEVELOPMENT,SP4 8QT,854805,External military training ,282470.2
Ministry of Defence,Ministry of Defence,12/10/2011,Externally delivered education and training,Land Forces,BABCOCK TRAINING LIMITED,PO6 4PR,163961,External military training ,281446.53
Ministry of Defence,Ministry of Defence,13/10/2011,Fees for professional services,Central TLB,LOGICA UK LIMITED,CF31 9AP,855185,Fees for professional services excluding legal fees,280990.13
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,Sub Contracted Research,Programme Office,NITEWORKS,,V - 9000136680 - 00117144,,275000
Ministry of Defence,Ministry of Defence,27/10/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,861122,Utilities consumed - electricity,273559.41
Ministry of Defence,Ministry of Defence,05/10/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,852133,Utilities consumed - gas,272066.91
Ministry of Defence,Ministry of Defence,21/10/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,858638,Transport other operating lease,269856.37
Ministry of Defence,Ministry of Defence,05/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,ROLLS-ROYCE PLC,BS34 7QE,852033,Equipment support non-project costs,267455
Ministry of Defence,Ministry of Defence,31/10/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,ENERSYS LTD.,(blank),862139,Raw materials and consumable engineering and technical single use military equipment inventory purchased,265730.63
Ministry of Defence,Ministry of Defence,26/10/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,860361,Transport other operating lease,264649.27
Ministry of Defence,Ministry of Defence,12/10/2011,IT and communication services,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,GU14 6TQ,854634,Information technology services,262145
Ministry of Defence,Ministry of Defence,20/10/2011,IT and communication services,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,GU14 6TQ,858177,Information technology services,262145
Ministry of Defence,Ministry of Defence,06/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,852559,Equipment support project costs,261073
Ministry of Defence,Ministry of Defence,24/10/2011,"Purchase of major spares armaments, medical & general stores",Air Command,ROCKWELL COLLINS UK LIMITED,RG6 1LA,859689,Capital spares engineering and technical inventory fiscal capital in year addition,259200
Ministry of Defence,Ministry of Defence,26/10/2011,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,860347,Property dwellings private finance initiative - service concession arrangement service charge,258658.69
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Local Authority Rates,Infrastructure,WILTSHIRE COUNTY COUNCIL,,V - 9000137248 - 00120613,,257635
Ministry of Defence,Ministry of Defence,17/10/2011,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,856077,Property dwellings private finance initiative - service concession arrangement service charge,256398.75
Ministry of Defence,Ministry of Defence,19/10/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000063955,Works - estate management,251271.71
Ministry of Defence,Ministry of Defence,21/10/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,859038,Utilities consumed - electricity,251245.33
Ministry of Defence,Ministry of Defence,24/10/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,859264,Cost of food services,251232.11
Ministry of Defence,Ministry of Defence,28/10/2011,Purchase of buildings - Dwellings,Defence Infrastructure Organisation ,DAVITT JONES BOULD LTD,TA1 4EB,861337,Property building dwellings asset - in year capital addition,249950
Ministry of Defence,Ministry of Defence,20/10/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,PO31 8PF,857907,Single use military equipment asset under construction - capital in year addition,249892.87
Ministry of Defence,Ministry of Defence,21/10/2011,Medical treatment & stores and welfare services,Air Command,THE SOLDIERS  SAILORS  AIRMEN AND FAMILIES ASS - FORCES HELP,SE1 2LP,859065,Welfare services including sports equipment and ministers of religion.,249860.17
