Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",SIMPSON & MARWICK SOLICITORS,997441,1001.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",SIMPSON & MARWICK SOLICITORS,997442,1152.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",SIMPSON & MARWICK SOLICITORS,997456,2362.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",SIMPSON & MARWICK SOLICITORS,997441,3506.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Conference and Exhibition Services (Programme),"Legal, People & Communications Group - Communications Directorate",AZTEC EVENT SERVICES LTD,999914,1858.615
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,998267,-714.587
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,998267,714.587
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,998267,730.1215
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/06/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,999695,730.1215
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/06/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,999702,912.65775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,997261,1095.18225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,998266,1095.18225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,Purchase of  Advertising and Publicity (Programme),"Legal, People & Communications Group - Communications Directorate",BLACKBIRD PRODUCTIONS,998164,5604
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,Purchase of  Advertising and Publicity (Programme),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,997284,775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Media and Design Services,"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,984486,2690.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Media and Design Services,"Legal, People & Communications Group - Communications Directorate",CTN,999623,1500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,IT Systems Development,"Legal, People & Communications Group - Communications Directorate",LOGICA UK LTD,997489,2035
