Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),997083,-286.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996695,689.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996506,775.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996508,775.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996525,1178.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996514,1565.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),997084,1700.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),997086,1700.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),997077,3549.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996504,3618.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),997088,6260.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),997088,7500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996509,-2358.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996511,1101.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996512,1118.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),997077,1500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),995222,2458.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),995221,2563.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996699,6236.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Subsistence Payments- Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996695,580.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),997077,1365.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996503,1434.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),997087,1700.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2010,Hospitality - UK (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),995224,1185.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Hire of Conference Facilities (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),997077,1600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2010,Printing (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),995223,1050
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Publications (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),997077,2200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Purchase of  Advertising and Publicity (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996503,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2010,Translation Services (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),995223,917.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Conference and Exhibition Services (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),996503,5000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,JOHN INNES CENTRE,999525,4636.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,JOHN INNES CENTRE,999525,1254.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,MEDICAL RESEARCH COUNCIL,999857,1400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,MEDICAL RESEARCH COUNCIL,999857,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,MOREDUN RESEARCH INSTITUTE,1000083,1300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10270378,623.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10270379,656
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10270250,1516
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10270447,1686.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10270249,1790
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10270213,2188.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10270377,2366.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10270363,904.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10270374,990.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10270214,1150.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10270379,1371.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,SCIENCE AND TECHNOLOGY FACILITIES  COUNCIL,999488,1247.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,SCIENCE AND TECHNOLOGY FACILITIES  COUNCIL,999484,7732.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,SCIENCE AND TECHNOLOGY FACILITIES  COUNCIL,999491,8878.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Economic Consultancy and Research,SCIENCE & RESEARCH GROUP - RESEARCH BASE,TECHNOPOLIS LTD,998736,10250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Economic Consultancy and Research,SCIENCE & RESEARCH GROUP - RESEARCH BASE,TECHNOPOLIS LTD,998736,10300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,Economic Consultancy and Research,SCIENCE & RESEARCH GROUP - RESEARCH BASE,TECHNOPOLIS LTD,998736,15450
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/06/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE BRITISH COUNCIL,998923,250000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Printing (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE BRITISH PRIVATE EQUITY AND VENTURE CAPITAL ASSOCIATION (BVCA),998142,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE NATIONAL NON-FOOD CROPS CENTRE,999636,-10.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,Entertaining UK (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE QUILON RESTAURANT/BAR,997324,515.496
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/06/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE WELLCOME TRUST LTD,997525,22417.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Entertaining UK (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF BIRMINGHAM,999632,763.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Hire of Conference Facilities (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF BIRMINGHAM,999632,-731.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Hire of Conference Facilities (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF BIRMINGHAM,999632,731.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Hire of Conference Facilities (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF BIRMINGHAM,999632,731.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF SHEFFIELD,998837,1000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF STRATHCLYDE,999168,1683
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF STRATHCLYDE,999168,662
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2010,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,998397,832.887
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,997253,960.12775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,997849,1017.973
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,999278,1029.535
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Technical Advice,Shareholder Executive - Shareholder Executive,RAYMOND PYLE,999189,5868.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/06/2010,Grant in Aid - Current -Other,Fair Markets Group Summary - Europe and World Trade Directorates,SITPRO LTD,998898,22820
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Legal Costs (Programme),Fair Markets Group Summary - Employment Relations,ABERDEEN SHERIFF COURT,999403,-120
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Outsourced Programme Management Services,Fair Markets Group Summary - Employment Relations,HAYS ACCOUNTANCY PERSONNEL,999387,21913.139
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270562,504.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270180,533.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270544,564.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269854,580.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270585,605.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269852,631.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269841,631.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269824,662.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269842,681.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269846,682
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270583,781.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269780,811.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269825,859.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269833,860.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270568,931.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270846,939.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270582,986.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269858,1037.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270575,1132.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270581,1149.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270563,1159.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269864,1187.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269816,1189.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269843,1189.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270855,1193.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269847,1240.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270181,1292.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270564,1313.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269771,1394.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269779,1500.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269769,1519.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270588,1563.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270511,1620.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270591,1621.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269855,1621.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269836,1660.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270577,1786.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270537,2010.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270595,2017.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270498,2023.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270596,2049.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269826,2077.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270178,2089.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269772,2205.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270567,2294.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269837,2332.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270573,2509.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270503,2540.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270574,2676.44
