Post Date,Publishable Label,Transaction  Amount,Publishable label is provided by Bank and is industry standard.  May not however give true indication of purchase - additional comment provided as necessary,
18/11/11,Travel Agencies,-1492.92,,
18/11/11,Travel Agencies,-4261.93,,
18/11/11,Travel Agencies,-4261.93,,
21/11/11,Travel Agencies,4371.07,,
21/11/11,Travel Agencies,2524.93,,
21/11/11,Travel Agencies,2502.44,,
21/11/11,Travel Agencies,2329.16,,
21/11/11,Travel Agencies,1547.59,,
21/11/11,Travel Agencies,1489.37,,
21/11/11,Travel Agencies,910.75,,
21/11/11,Travel Agencies,852.00,,
21/11/11,Travel Agencies,640.79,,
21/11/11,Travel Agencies,584.29,,
21/11/11,Travel Agencies,541.50,,
21/11/11,Travel Agencies,-651.62,,
21/11/11,Travel Agencies,-1316.53,,
21/11/11,Travel Agencies,-1541.67,,
21/11/11,Travel Agencies,-3436.62,,
22/11/11,Travel Agencies,4533.08,,
22/11/11,Travel Agencies,4010.43,,
22/11/11,Travel Agencies,1430.50,,
22/11/11,Travel Agencies,715.12,,
22/11/11,Travel Agencies,658.43,,
22/11/11,Travel Agencies,628.70,,
23/11/11,Travel Agencies,4057.38,,
23/11/11,Travel Agencies,4049.44,,
23/11/11,Travel Agencies,1774.55,,
23/11/11,Travel Agencies,1385.53,,
23/11/11,Travel Agencies,911.05,,
23/11/11,Travel Agencies,911.05,,
23/11/11,Travel Agencies,835.52,,
23/11/11,Travel Agencies,835.52,,
24/11/11,Travel Agencies,2126.90,,
24/11/11,Travel Agencies,1693.42,,
24/11/11,Travel Agencies,654.00,,
24/11/11,Travel Agencies,569.03,,
25/11/11,Travel Agencies,3401.48,,
25/11/11,Travel Agencies,2580.63,,
25/11/11,Travel Agencies,1837.26,,
25/11/11,Travel Agencies,1384.84,,
25/11/11,Travel Agencies,975.27,,
25/11/11,Travel Agencies,930.73,,
25/11/11,Travel Agencies,820.84,,
25/11/11,Travel Agencies,814.22,,
25/11/11,Travel Agencies,-8163.83,,
28/11/11,Travel Agencies,-1586.73,,
29/11/11,Travel Agencies,4730.35,,
29/11/11,Travel Agencies,3514.82,,
29/11/11,Travel Agencies,3281.24,,
29/11/11,Travel Agencies,3226.24,,
29/11/11,Travel Agencies,3226.24,,
29/11/11,Travel Agencies,3100.02,,
29/11/11,Travel Agencies,2547.16,,
29/11/11,Travel Agencies,2214.35,,
29/11/11,Travel Agencies,1756.33,,
29/11/11,Travel Agencies,1455.28,,
29/11/11,Travel Agencies,1305.02,,
29/11/11,Travel Agencies,1286.73,,
29/11/11,Travel Agencies,947.21,,
29/11/11,Travel Agencies,-3281.24,,
30/11/11,Travel Agencies,2093.95,,
30/11/11,Travel Agencies,1769.05,,
30/11/11,Travel Agencies,1529.07,,
30/11/11,Travel Agencies,946.98,,
25/11/11,Utilities,521.47,,
