Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Conference and Exhibition Services (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,SPOILT FOR CHOICE LTD,1003227,1435.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Grant in Aid - Current -Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",DESIGN COUNCIL,1004443,500000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1004356,-97500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1004356,12000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1003458,12000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1003358,62667
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1004356,85500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1005564,90000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1004356,97500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1005154,540000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Telephone Helpline Services,Fair Markets Group Summary - Employment Relations,COI COMMUNICATIONS,1002985,71701.84875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,North Lanarkshire Council,1004286,15467.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,NEWPORT CITY COUNCIL,1004330,63589.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,SOLIHULL METROPOLITAN BOROUGH COUNCIL,1003332,69150.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),1005124,20713.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),1005486,39887.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),1005486,56046.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),1005486,56250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",EFG PAYMENTS,1004810,3022.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",EFG PAYMENTS,1004810,3217.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",EFG PAYMENTS,1004810,13334.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",EFG PAYMENTS,1004810,22956.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",EFG PAYMENTS,1004810,56628.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",EFG PAYMENTS,1004810,86269.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",EFG PAYMENTS,1004810,100871.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",EFG PAYMENTS,1004810,101391.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",EFG PAYMENTS,1004810,209682.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",EFG PAYMENTS,1004810,430323.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",EFG PAYMENTS,1004810,615178.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1003360,14583.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Conference and Exhibition Services (Programme),Fair Markets Group Summary - Employment Relations,HM REVENUE & CUSTOMS,990606,20000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Purchase of  Advertising and Publicity (Programme),Fair Markets Group Summary - Employment Relations,BOUNTY UK LTD,1003638,9350
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Outsourced Programme Management Services,Universities and Skills Group - Further Education,CAPGEMINI UK plc,1005369,33928.125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,STANDARDS VERIFICATION UK LTD,1004194,38816
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,STANDARDS VERIFICATION UK LTD,1005140,43366
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,INSTITUTE FOR LEARNING (PCET),1003849,255360
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,LIFELONG LEARNING UK (LLUK),1005474,309347
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,DEPARTMENT FOR EDUCATION,1003865,928011
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Outsourced Programme Management Services,Universities and Skills Group - Further Education,THE ASSOCIATION OF LEARNING PROVIDERS LTD,1005407,29930.10525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,1003644,2217641
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1003333,30000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1003333,117187
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Priority Projects Drectorate",SHEILA MOORCROFT (TRADING AS RESEARCH FOR TOMORROW TODAY),1003380,951.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Priority Projects Drectorate",FUJITSU SERVICES LTD,1005507,3312.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Priority Projects Drectorate",BUSINESS EVOLUTION ADVANCEMENT & TRAINING LTD,1003885,3455.5575
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Priority Projects Drectorate",FUJITSU SERVICES LTD,1003659,6438.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Priority Projects Drectorate",FUJITSU SERVICES LTD,1005524,6872.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Priority Projects Drectorate",FUJITSU SERVICES LTD,1003661,7422.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Grant in Aid - Current -Other,Universities and Skills Group - Higher Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,1004238,841700000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Learners,STUDENT LOANS COMPANY LIMITED,1004141,71117747
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Learners,FAMILY ACTION,1003457,6000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Learners,ROYAL ANNIVERSARY TRUST,1003715,41117
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Technical Advice,Universities and Skills Group - Learners,COI COMMUNICATIONS,1003770,68075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Consultancy Advice Provided From Third Parties,Universities and Skills Group - Learners,SHM PRODUCTIONS LTD,1004685,11210.96875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Non-GIA Funding of Bodies (Departmental and Non-Departmental),Fair Markets Group Summary - Insolvency Service,THE INSOLVENCY SERVICE,1003420,3200000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MLM,1005400,-864.1905
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FRISBY SOLICITORS LTD T/A FRISBY AND CO,1004632,-145.73525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FRISBY SOLICITORS LTD T/A FRISBY AND CO,1004614,730.296
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MORGAN BROWN & CAHILL SOLICITORS,1005058,731.59025
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MCKINNELLS SOLICITORS,1004688,808.62325
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MLM,1005400,864.1905
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MLM,1005401,880.8505
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MLM,1005400,882.97725
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",BOLITHO WAY,1003890,1019.0305
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",DARBYS,1004676,2491.6815
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",BLACKFORDS LLP,1003899,2942.0825
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",HARRIS CUFFARO & NICHOLS,1004670,3159.152
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",BIRKETTS LLP,1004678,3300.575
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FRISBY SOLICITORS LTD T/A FRISBY AND CO,1004614,3899.97775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FORD SIMEY,1004668,6056.36125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",PAUL TAYLOR,1003032,-8019.187
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",IAN LAWRIE,1005162,-4887.14225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CHRISTOPHER CONVEY,1004724,-2238.422
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",IAN LAWRIE,1005162,-855.24725
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MR PAUL OZIN,1004741,-602.1875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ANDREW DAVIDSON,1004573,505.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MR PAUL OZIN,1004735,514.0625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MR PAUL OZIN,1004741,602.1875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",RUKHSHANDA HUSSAIN,1004694,646.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ALEXANDER ROOKE,1005203,753.49225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",JOHN CAUDLE,1005216,790.19925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",IAN LAWRIE,1005162,815.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",IAN LAWRIE,1005162,855.24725
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",GLYN SAMUEL,1005250,908.66275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",KEVIN SAUNDERS,1004812,925.34775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CHRISTOPHER BADGER,1005163,960.64475
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CAMERON BROWN,1004692,1010.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",NICHOLAS COLE,1005056,1046.34925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ANDREW LOCKHART,1003838,1223.071
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MR PAUL OZIN,1004726,1321.875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ALEXANDER MUNRO,1003835,1480.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",SARA LAWSON,1003836,1704.925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MR PAUL OZIN,1004738,1750.2565
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CHRISTOPHER CONVEY,1004724,1909.05775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CHRISTOPHER CONVEY,1004572,2065.84975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CHRISTOPHER CONVEY,1004724,2238.422
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MR PAUL OZIN,1004691,2573.5555
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",IAN LAWRIE,1005162,4887.14225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",IAN LAWRIE,1005162,4887.14225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",PAUL TAYLOR,1003032,7559.16275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",PAUL TAYLOR,1003032,8019.187
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",SARAH LE FEVRE,1005403,12042.96275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",JONATHAN ASHLEY-NORMAN,1005405,19832.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",COMPANIES HOUSE,1004679,551
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",SERVOCA RESOURCING SOLUTIONS LTD,1004590,847.645
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",SERVOCA RESOURCING SOLUTIONS LTD,1004596,863.0375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MENDIP MEDIA GROUP LTD,1005322,873.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ZYLAB UK LTD,1003028,881.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",DX NETWORK SERVICES LTD,1004111,1106.709
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",DR ARTHUR OWINO,1005408,1200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",KJB Partners Ltd,1004110,1365.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",KJB Partners Ltd,1004880,1794.2485
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",KJB Partners Ltd,1004882,2125.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ZYLAB UK LTD,1003026,2643.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CARPE-DATUM,1004667,3742.375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",RSM TENON LTD,1004820,11271.1875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",RSM TENON LTD,1001546,32636.2125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Translation Services (Programme),"Innovation, Enterprise & Better Regulation Executive - Innovation",FCO SERVICES,1004077,2681.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Capital Grants - Other,"Business Group - Solutions for Business, Low Carbon & Services",ONE NORTH EAST,1005557,3078.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Capital Grants - Other,"Business Group - Solutions for Business, Low Carbon & Services",ONE NORTH EAST,1005558,121803.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Capital Grants - Other,"Business Group - Solutions for Business, Low Carbon & Services",ONE NORTH EAST,1005557,580000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Capital Grants - Other,"Business Group - Solutions for Business, Low Carbon & Services",SOUTH WEST OF ENGLAND REGIONAL DEVELOPMENT AGENCY,1005554,1695661.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Capital Grants - Other,"Business Group - Solutions for Business, Low Carbon & Services",ONE NORTH EAST,1005559,617148.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,SOUTH EAST ENGLAND DEVELOPMENT AGENCY,1003300,17304
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2010,London Development Agency - Current Statutory Grant,Business Group - Economic Development Directorate,THE LONDON DEVELOPMENT AGENCY LTD,1003754,18100000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004806,20429.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004786,36328.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004805,61065.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004797,81209.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004785,188779.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004807,190849.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004790,212720.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004804,221916.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004796,373153.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004795,526369.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004792,1501185.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004788,1840702.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004801,1844618.12
