Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004800,2023991.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004791,2674033.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004788,-164758.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004792,-96611.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004791,-59668.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004800,-35612.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004790,-11813.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004785,-9488.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004801,-6033.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004792,96611.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004800,-71669.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004788,-40159.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004786,-27341.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004791,-10677.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004790,-4677.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004792,-3750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004801,-2264.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1004797,-894.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Accommodation Rentals (Programme),Finance & Commercial Group - Information and Workplace Strategies,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1005341,828.375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Accommodation Rentals (Programme),Finance & Commercial Group - Information and Workplace Strategies,SOUTH WEST BUILDERS FEDERATION,1004937,6242.1875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Rates (Programme),Finance & Commercial Group - Information and Workplace Strategies,EXETER CITY COUNCIL,1003664,6681.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Rates (Programme),Finance & Commercial Group - Information and Workplace Strategies,TAUNTON DEANE BOROUGH COUNCIL,1003679,14241.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Rates (Programme),Finance & Commercial Group - Information and Workplace Strategies,KINGSTON UPON HULL CITY COUNCIL,1003663,14980.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Rates (Programme),Finance & Commercial Group - Information and Workplace Strategies,DUDLEY METROPOLITAN BOROUGH COUNCIL,1003676,19113.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Rates (Programme),Finance & Commercial Group - Information and Workplace Strategies,PETERBOROUGH CITY COUNCIL,1003665,31149.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Rates (Programme),Finance & Commercial Group - Information and Workplace Strategies,SWINDON BOROUGH COUNCIL,1005190,33421.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Rates (Programme),Finance & Commercial Group - Information and Workplace Strategies,LONDON BOROUGH OF NEWHAM,1003154,57841.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Rates (Programme),Finance & Commercial Group - Information and Workplace Strategies,CHELMSFORD BOROUGH COUNCIL,1004968,98323.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,G4S TECHNOLOGY LTD,1005334,540
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1003314,541.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1003314,602.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,ADT FIRE AND SECURITY PLC,1003914,817.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,ADT FIRE AND SECURITY PLC,1003934,817.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,TEMPLEDOVE LTD,1004932,965.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1003314,3941.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1003314,7165.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,INTERNATIONAL AIR TRANSPORT ASSOCIATION (IATA),1005325,676.0245
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1004993,901.18975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1004996,923.5265
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,E-ON ENERGY LTD,1004953,1243.74925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,E-ON ENERGY LTD,1003956,1278.776
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1005026,1631.2055
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1005000,1658.45375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,BRITISH ENERGY DIRECT LTD,1004942,14057.35925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Gas (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1003878,655.47
