Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,HILLINGDON LB,5000129030,"1,623,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,HOUNSLOW LB,5000129031,"942,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,HYNDBURN BC,5000129032,"301,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,IPSWICH BC,5000129033,"413,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ISLE OF WIGHT CNCL,5000129034,"614,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ISLES OF SCILLY COUNCIL,5000129035,"7,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ISLINGTON LB,5000129036,"601,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ROYAL BOROUGH OF KENSINGTON & CHELS,5000129037,"265,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,KETTERING BC,5000129038,"215,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,HULL CITY COUNCIL,5000129039,"858,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,KNOWSLEY MBC,5000129040,"700,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,LONDON BOROUGH OF LAMBETH,5000129041,"510,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,LEEDS CITY CNCL,5000129043,"2,570,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,LICHFIELD DC,5000129044,"327,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,CITY OF LINCOLN COUNCIL,5000129045,"248,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,LIVERPOOL CITY COUNCIL,5000129047,"2,336,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,LUTON BC,5000129048,"492,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,MALVERN HILLS DC,5000129049,"180,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,MANSFIELD DC,5000129050,"386,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,MERTON LB,5000129051,"444,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,MIDDLESBROUGH BC,5000129052,"653,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,MILTON KEYNES BC,5000129053,"372,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,NEWCASTLE UNDER LYME BC,5000129054,"504,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,NEWCASTLE UPON TYNE DC,5000129055,"806,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,LONDON BOROUGH OF NEWHAM,5000129056,"890,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,NORTH EAST DERBYSHIRE DC,5000129057,"200,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,NORTH KESTEVEN DC,5000129058,"264,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,NORTH SOMERSET DC,5000129059,"670,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,NORTH TYNESIDE MBC,5000129060,"497,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,NORTHAMPTON BOROUGH COUNCIL,5000129061,"479,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,NORWICH CITY CNCL,5000129063,"394,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,NOTTINGHAM CITY COUNCIL,5000129064,"842,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,NUNEATON & BEDWORTH BC,5000129065,"500,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,OLDHAM MBC,5000129066,"668,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,OXFORD CITY COUNCIL,5000129067,"445,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,PENDLE BC,5000129068,"302,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,PETERBOROUGH CITY CNCL,5000129069,"685,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,PLYMOUTH CITY CNCL,5000129070,"778,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,PORTSMOUTH CITY COUNCIL,5000129071,"630,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,PRESTON BC,5000129072,"504,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,READING BC,5000129073,"368,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,LONDON BOROUGH OF REDBRIDGE,5000129074,"734,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,REDCAR & CLEVELAND BOROUGH COUNCIL,5000129076,"456,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,REDDITCH BC,5000129077,"291,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,REIGATE & BANSTEAD BC,5000129078,"390,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,RICHMOND UPON THAMES LB,5000129079,"600,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ROCHDALE MBC,5000129080,"889,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ROCHFORD DISTRICT COUNCIL,5000129081,"150,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ROSSENDALE BC,5000129082,"353,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ROTHERHAM MBC,5000129083,"866,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,RUGBY BC,5000129084,"210,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,RUNNYMEDE BOROUGH COUNCIL,5000129085,"270,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,RUSHMOOR BC,5000129086,"376,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,RUTLAND CC,5000129087,"79,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SALFORD CITY CNCL,5000129088,"1,020,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SANDWELL MBC,5000129089,"1,444,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SEFTON MBC,5000129090,"1,336,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SHEFFIELD CITY CNCL,5000129092,"1,499,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SLOUGH BOROUGH COUNCIL,5000129093,"354,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SOLIHULL MBC,5000129094,"755,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SOUTH RIBBLE BC,5000129095,"201,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SOUTH TYNESIDE COUNCIL,5000129097,"523,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SOUTHAMPTON CITY CNCL,5000129098,"772,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SOUTHEND ON SEA BC,5000129099,"480,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SOUTHWARK LB,5000129100,"515,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ST ALBANS CITY COUNCIL,5000129101,"231,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ST HELENS MBC,5000129103,"883,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,STAFFORD BC,5000129104,"454,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,STEVENAGE BC,5000129105,"261,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,STOCKPORT MBC,5000129106,"851,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,STOKE ON TRENT CITY COUNCIL,5000129107,"958,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,STRATFORD ON AVON DC,5000129108,"278,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SURREY HEATH BC,5000129109,"274,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SUTTON LB,5000129110,"550,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SWALE BC,5000129111,"906,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SWINDON BC,5000129112,"384,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,TAMESIDE MBC,5000129113,"789,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,TAMWORTH BOROUGH COUNCIL,5000129114,"150,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,TELFORD & WREKIN DC,5000129115,"698,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,THREE RIVERS DC,5000129116,"198,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,THURROCK  BOROUGH COUNCIL,5000129117,"402,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,TORBAY BC,5000129118,"485,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,TRAFFORD MBC,5000129119,"744,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,CITY OF WAKEFIELD MDC,5000129120,"1,217,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WALSALL MBC,5000129121,"1,215,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WALTHAM FOREST LB,5000129122,"727,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WANDSWORTH LB,5000129123,"538,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WARRINGTON BC,5000129125,"670,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WARWICK,5000129126,"299,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WATFORD COUNCIL,5000129127,"234,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WELLINGBOROUGH,5000129128,"187,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WEST BERKSHIRE COUNCIL,5000129129,"648,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WEST LANCASHIRE BC,5000129130,"429,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WESTMINSTER CITY CNCL,5000129131,"520,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WEYMOUTH & PORTLAND BC,5000129132,"298,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WIGAN MBC,5000129133,"1,352,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WIRRAL MBC,5000129134,"1,204,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WOKING BC,5000129135,"420,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WOKINGHAM DC,5000129136,"330,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WOLVERHAMPTON MBC,5000129137,"1,078,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WORCESTER CITY CNCL,5000129138,"225,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WORTHING BC,5000129139,"420,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WYRE FOREST DISTRICT COUNCIL,5000129140,"429,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,YORK CITY CNCL,5000129141,"442,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,WILTSHIRE COUNCIL,5000129142,"1,090,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,NORTHUMBERLAND COUNTY COUNCIL,5000129143,"884,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,CENTRAL BEDFORDSHIRE COUNCIL,5000129144,"584,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,CHESHIRE EAST COUNCIL,5000129145,"623,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,CHESHIRE WEST & CHESTER COUNCIL,5000129146,"1,098,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BEDFORD UNITARY AUTHORITY,5000129147,"422,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,SHROPSHIRE UNITARY AUTHORITY,5000129148,"1,076,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,CORNWALL UNITARY AUTHORITY,5000129149,"2,084,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,DURHAM UNITARY AUTHORITY,5000129151,"1,847,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,BRENT LB (HSG),5000129953,"218,370.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,CITY OF SUNDERLAND (HSG),5000129969,"108,720.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,LEWISHAM LB (HSG),5000130028,"4,365.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,TOWER HAMLETS LB (HSG),5000130120,"400,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,BIRMINGHAM CITY CNCL,5000130158,"226,197.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,COVENTRY CITY CNCL,5000130205,"77,600.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,DERBY CITY CNCL,5000130216,"238,080.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,DONCASTER MBC,5000130222,"124,560.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,HAMMERSMITH & FULHAM LB,5000130266,"149,704.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,HARTLEPOOL BOROUGH COUNCIL,5000130279,"12,800.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,ISLINGTON LB,5000130300,"441,360.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,KNOWSLEY MBC,5000130310,"3,520.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,LONDON BOROUGH OF LAMBETH,5000130313,800.00
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,LUTON BC,5000130326,"296,095.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,OLDHAM MBC,5000130362,"138,240.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,PLYMOUTH CITY CNCL,5000130372,"52,640.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,ROCHDALE MBC,5000130387,"48,800.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,SALFORD CITY CNCL,5000130402,"175,680.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,SOUTHAMPTON CITY CNCL,5000130424,"302,784.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,WALSALL MBC,5000130460,"81,280.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Communities Group,WOLVERHAMPTON MBC,5000130488,"365,680.00"
Communities & Local Government,DCLG,17/05/2010,Medals,Communities Group,ROYAL MINT,5106133519,"1,221.41"
Communities & Local Government,DCLG,17/05/2010,Stationery,Finance and Corporate Services,BANNER BUSINESS SUPPLIES LTD,5106133575,645.47
Communities & Local Government,DCLG,17/05/2010,Stationery,Finance and Corporate Services,BANNER BUSINESS SUPPLIES LTD,5106134237,182.00
Communities & Local Government,DCLG,17/05/2010,Stationery,Communities Group,BANNER BUSINESS SUPPLIES LTD,5106134238,355.86
Communities & Local Government,DCLG,17/05/2010,Grant in Aid Resource DEL RAB A,Housing and Planning,COMMISSION FOR ARCH & THE BUILT ENV,2100190471,"473,865.00"
Communities & Local Government,DCLG,17/05/2010,Services provided by other Govt Orgs,Communities Group,NORTH ESSEX PARTNERSHIP NHS FT,5106134284,500.00
Communities & Local Government,DCLG,17/05/2010,Purchase of Consultancy Services,Communities Group,POLITICAL SKILLS FORUM,5106123062,"17,492.81"
Communities & Local Government,DCLG,17/05/2010,Steady State Service Provision,Human Resources,HAYS SPECIALIST RECRUITMENT LTD,2100190518,"-3,720.46"
Communities & Local Government,DCLG,17/05/2010,Steady State Service Provision,Human Resources,HAYS SPECIALIST RECRUITMENT LTD,5106133366,"3,720.46"
Communities & Local Government,DCLG,17/05/2010,IT Consultancy,Regions and Communities,AMOR BUSINESS TECHNOLOGY SOLUTIONS,5106134267,"24,808.95"
Communities & Local Government,DCLG,17/05/2010,Management Consultancy,Communities Group,MOTT MACDONALD LTD,5106134365,"691,944.78"
Communities & Local Government,DCLG,17/05/2010,Legal Consultancy,Finance and Corporate Services,MISS M DEMETRIOU,2100190527,"-2,961.00"
Communities & Local Government,DCLG,17/05/2010,Legal Consultancy,Finance and Corporate Services,MISS M DEMETRIOU,2100190535,-846.00
Communities & Local Government,DCLG,17/05/2010,Legal Consultancy,Finance and Corporate Services,MISS M DEMETRIOU,5106133504,"2,961.00"
Communities & Local Government,DCLG,17/05/2010,Legal Consultancy,Finance and Corporate Services,MISS M DEMETRIOU,5106133711,846.00
Communities & Local Government,DCLG,18/05/2010,Conferences,Housing and Planning,MARRIOTT MEON VALLEY HOTEL,5106134576,"2,419.99"
Communities & Local Government,DCLG,18/05/2010,Conferences,Communities Group,MULTICORD,5106134587,951.75
Communities & Local Government,DCLG,18/05/2010,Entertainment,"Local Gov & Reg(LG DEL,AME, RfR2)",DCLG GOVERNMENT PROCUREMENT CARD,1000001959,660.11
Communities & Local Government,DCLG,18/05/2010,"Furniture, Fittings and carpets",Communities Group,POSTURITE,2100190617,-914.06
Communities & Local Government,DCLG,18/05/2010,"Furniture, Fittings and carpets",Communities Group,POSTURITE,5106121926,914.06
Communities & Local Government,DCLG,18/05/2010,IT Maintenance,Finance and Corporate Services,COLT TELECOMMUNICATIONS,5106133336,781.38
Communities & Local Government,DCLG,18/05/2010,IT Maintenance,Communities Group,PUBLIC SECTOR STRATEGIES,5106134454,"1,028.13"
Communities & Local Government,DCLG,18/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134319,"34,924.01"
Communities & Local Government,DCLG,18/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134357,"2,432.53"
Communities & Local Government,DCLG,18/05/2010,Current Grants to Non Profit Bodies,Housing and Planning,THAMES REACH PROJECT HA,2100190507,"60,916.00"
Communities & Local Government,DCLG,18/05/2010,Current Grants to Non Profit Bodies,Housing and Planning,THAMES REACH PROJECT HA,2100190509,"112,827.00"
Communities & Local Government,DCLG,18/05/2010,Current Grants to Non Profit Bodies,Housing and Planning,THAMES REACH PROJECT HA,2100190557,"17,880.00"
Communities & Local Government,DCLG,18/05/2010,Current Grants to Non Profit Bodies,Communities Group,ACTION FOR MARKET TOWNS,2100190554,"42,500.00"
Communities & Local Government,DCLG,18/05/2010,IT Consumables,Housing and Planning,BANNER BUSINESS SUPPLIES LTD,5106133577,855.44
Communities & Local Government,DCLG,18/05/2010,Water,Communities Group,WESSEX WATER SERVICES,5106134534,684.65
Communities & Local Government,DCLG,18/05/2010,Professional services,Finance and Corporate Services,PRICEWATERHOUSE,5106129870,"18,630.00"
Communities & Local Government,DCLG,18/05/2010,Professional services,Finance and Corporate Services,PRICEWATERHOUSE,5106129875,"38,325.00"
Communities & Local Government,DCLG,18/05/2010,Publications,Housing and Planning,LEXIS NEXIS UK (USE 404359),5106134503,803.45
Communities & Local Government,DCLG,18/05/2010,Publications,Housing and Planning,RIBA ENTERPRISES LTD,5106134554,587.50
Communities & Local Government,DCLG,18/05/2010,Publicity,Communities Group,HEMMING GROUP LTD,5106134441,"1,292.50"
Communities & Local Government,DCLG,18/05/2010,Research,Housing and Planning,LAND USE CONSULTANTS,5106127299,"17,177.69"
Communities & Local Government,DCLG,18/05/2010,Research,Finance and Corporate Services,NETFUNDI LTD,5106134595,637.44
Communities & Local Government,DCLG,18/05/2010,Research,"Local Gov & Reg(LG DEL,AME, RfR2)",BIRMINGHAM UNIVERSITY,5106134463,"3,000.00"
Communities & Local Government,DCLG,18/05/2010,Training,Housing and Planning,REMA,5106130306,619.34
Communities & Local Government,DCLG,18/05/2010,Training,"Local Gov & Reg(LG DEL,AME, RfR2)",DCLG GOVERNMENT PROCUREMENT CARD,1000001962,"1,224.00"
Communities & Local Government,DCLG,18/05/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106134525,"396,155.00"
Communities & Local Government,DCLG,18/05/2010,Training,Human Resources,DEVELOPMENT PARTNERSHIP,5106134541,"3,000.00"
Communities & Local Government,DCLG,18/05/2010,Vehicle Maintenance,Human Resources,CYCLESCHEME LTD,5106134442,950.94
Communities & Local Government,DCLG,18/05/2010,Gas,Finance and Corporate Services,CORONA ENERGY LTD,5106134514,"3,861.04"
Communities & Local Government,DCLG,18/05/2010,Services provided by other Govt Orgs,Communities Group,ASPIRE RECRUITMENT CONSULTANTS LTD,5106134491,746.00
Communities & Local Government,DCLG,18/05/2010,Grant in Aid to NDPBs (non budget),Regions and Communities,LONDON THAMES GATEWAY DEV CORP,2100190437,"2,000,000.00"
Communities & Local Government,DCLG,18/05/2010,Steady State Service Provision,Housing and Planning,FLINT & NEILL PARTNERSHIP,5106134493,837.19
Communities & Local Government,DCLG,18/05/2010,Steady State Service Provision,Communities Group,EADS DEFENCE & SECURITY SYSTEMS LTD,5106134374,"1,293.06"
Communities & Local Government,DCLG,18/05/2010,Steady State Service Provision,Communities Group,EADS DEFENCE & SECURITY SYSTEMS LTD,5106134408,"3,214.08"
Communities & Local Government,DCLG,18/05/2010,Steady State Service Provision,Communities Group,EADS DEFENCE & SECURITY SYSTEMS LTD,5106134410,"4,955.04"
Communities & Local Government,DCLG,18/05/2010,Steady State Service Provision,Communities Group,EADS DEFENCE & SECURITY SYSTEMS LTD,5106134414,"4,017.60"
Communities & Local Government,DCLG,18/05/2010,Steady State Service Provision,Communities Group,EADS DEFENCE & SECURITY SYSTEMS LTD,5106134417,"4,151.52"
Communities & Local Government,DCLG,18/05/2010,Steady State Service Provision,Communities Group,EADS DEFENCE & SECURITY SYSTEMS LTD,5106134421,"4,639.60"
Communities & Local Government,DCLG,18/05/2010,Steady State Service Provision,Communities Group,INFORMED SOLUTIONS LTD,5106134516,"73,414.00"
Communities & Local Government,DCLG,18/05/2010,IT Consultancy,Housing and Planning,DEPT FOR WORK & PENSIONS BLACKPOOL,5106134450,"5,875.00"
Communities & Local Government,DCLG,18/05/2010,IT Consultancy,Communities Group,VERIZON UK LTD,5106134431,"7,148.64"
Communities & Local Government,DCLG,18/05/2010,Finance Consultancy,Housing and Planning,PAYMASTER (1836) LTD,5106134544,719.35
Communities & Local Government,DCLG,18/05/2010,Management Consultancy,Communities Group,POLITICAL SKILLS FORUM,5106134434,"34,985.63"
Communities & Local Government,DCLG,19/05/2010,Agency Staff,Finance and Corporate Services,DAMOVO UK LTD,5106134801,546.96
Communities & Local Government,DCLG,19/05/2010,Agency Staff,Finance and Corporate Services,LA INT COMPUTER CONSULTANTS LTD,5106134824,"2,427.56"
