Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Publications,Shareholder Executive - Shareholder Executive,JONES YARRELL LEADENHALL,1026090,120.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Professional Subscriptions,Knowledge and Innovation Group - Higher Education Admin,HM REVENUE & CUSTOMS,1026091,5552.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Publications,Knowledge and Innovation Group - Government Office For Science,JONES YARRELL LEADENHALL,1026092,134.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Publications,ESBR - Analysis Directorate,JONES YARRELL LEADENHALL,1026096,104.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Publications,Market and Frameworks Group - Business Environment and Growth Directorate,JONES YARRELL LEADENHALL,1026098,34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026101,0.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026101,41.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026104,0.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026104,37.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Publications,Knowledge and Innovation Group - Innovation,JONES YARRELL LEADENHALL,1026105,17.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Publications,Business & Skills Group - Advanced Manufacturing Industries,JONES YARRELL LEADENHALL,1026107,34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026108,12.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026124,0.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026124,32.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026125,0.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026125,66.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",VIKING DIRECT LTD,1026126,65.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Stationery,Shareholder Executive - Shareholder Executive,OFFICE DEPOT UK LTD,1026127,-149.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Mobile Call Charges,Market and Frameworks Group - ECO,VODAFONE LTD,1026128,7.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Other Staff Costs,ESBR - Analysis Directorate,PERSONNEL ASSESSMENT LTD,1026129,250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Other Training Costs,ESBR - Better Regulation Executive (BRE),LEARNLAB LTD,1026132,262.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Hire of Conference Facilities,Business & Skills Group - Enterprise Directorate,ST MARYS CONFERENCE & CATERING LTD,1026134,24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Hire of Conference Facilities,Business & Skills Group - Enterprise Directorate,ST MARYS CONFERENCE & CATERING LTD,1026134,115
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Hire of Conference Facilities,Business & Skills Group - Enterprise Directorate,ST MARYS CONFERENCE & CATERING LTD,1026135,-24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - Employment Relations,FOREIGN AND COMMONWEALTH OFFICE (FCO),1026141,489.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - Employment Relations,FOREIGN AND COMMONWEALTH OFFICE (FCO),1026142,97.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,Business & Skills Group - Enterprise Directorate,VODAFONE LTD,1026144,91.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,Business & Skills Group - Enterprise Directorate,VODAFONE LTD,1026146,-3.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Hire of Reprographic Equipment,Market and Frameworks Group - Fair Markets Director General's Office,COPIERTEC LTD,1026150,99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Taxis,Shareholder Executive - Shareholder Executive,CLIMATE CARS LTD,1026166,34.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Other Telephone Costs,Shareholder Executive - Shareholder Executive,INTERCALL CONFERENCING SERVICES LTD,1026167,812.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Call Charges,Market and Frameworks Group - ECO,VODAFONE LTD,1026172,21.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Call Charges,Market and Frameworks Group - ECO,VODAFONE LTD,1026173,26.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Call Charges,Market and Frameworks Group - ECO,VODAFONE LTD,1026175,3.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Call Charges,Market and Frameworks Group - ECO,VODAFONE LTD,1026176,24.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026181,0.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026181,72.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026182,10.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mobile Phones,"Legal, People & Communications Group - Legal Services",VODAFONE LTD,1026185,21.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",VIKING DIRECT LTD,1026190,16.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",VIKING DIRECT LTD,1026190,0.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1026193,212.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Other Telephone Costs,Business & Skills Group - RDA Transition and Closures,VODAFONE LTD,1026200,6.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Other Telephone Costs,Business & Skills Group - RDA Transition and Closures,VODAFONE LTD,1026200,127.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Publications,ESBR - Analysis Directorate,JONES YARRELL LEADENHALL,1026203,12.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Publications,ESBR - Analysis Directorate,JONES YARRELL LEADENHALL,1026205,54.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Other Telephone Costs,Shareholder Executive - Shareholder Executive,GENESYS CONFERENCING EUROPE,1026206,338.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Other Telephone Costs,Shareholder Executive - Shareholder Executive,GENESYS CONFERENCING EUROPE,1026206,-338.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Other Telephone Costs,Shareholder Executive - Shareholder Executive,GENESYS CONFERENCING EUROPE,1026206,134.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Other Telephone Costs,Shareholder Executive - Shareholder Executive,GENESYS CONFERENCING EUROPE,1026206,203.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Mobile Call Charges,Market and Frameworks Group - ECO,VODAFONE LTD,1026208,7.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Maintenance of Office Machinery,Finance & Commercial Group - Commercial Directorate,PITNEY BOWES FINANCE LTD,1026212,316.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026216,26.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Car Hire and Leasing,"Legal, People & Communications Group - Legal Services",GOVERNMENT CAR AND DESPATCH AGENCY,1026217,28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Mobile Phones,Finance & Commercial Group - Finance Group,VODAFONE LTD,1026218,8.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Maintenance of Office Machinery,Finance & Commercial Group - Commercial Directorate,PITNEY BOWES FINANCE LTD,1026220,-19.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Publications,"Legal, People & Communications Group - Legal Services",SWETS INFORMATION SERVICES,1026246,252.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1026276,420.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1026278,687.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,BROOK STREET (UK) LTD,1026280,504.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1026284,406.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Publications,"Legal, People & Communications Group - Legal Services",BLACKWELL UK LTD,1026288,59.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Maintenance of Office Machinery,"Legal, People & Communications Group - Legal Services",CANFORD AUDIO plc,1026296,235.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",NEOPOST LTD,1026297,127.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Mobile Phones,Finance & Commercial Group - Finance Group,VODAFONE LTD,1026300,0.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Mobile Phones,Finance & Commercial Group - Finance Group,VODAFONE LTD,1026300,35.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Postage,"Legal, People & Communications Group - Legal Services",ROYAL MAIL,1026302,60
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1026307,318.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1026309,238.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1026312,212.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1026313,646.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1026314,553.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Car Hire and Leasing,Market and Frameworks Group - Employment Relations,INCHCAPE FLEET SOLUTIONS LTD,1026316,198.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Car Hire and Leasing,Market and Frameworks Group - Employment Relations,INCHCAPE FLEET SOLUTIONS LTD,1026316,271.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Car Hire and Leasing,Market and Frameworks Group - Employment Relations,INCHCAPE FLEET SOLUTIONS LTD,1026316,274.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Car Hire and Leasing,Market and Frameworks Group - Employment Relations,INCHCAPE FLEET SOLUTIONS LTD,1026316,234.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Car Hire and Leasing,Market and Frameworks Group - Employment Relations,INCHCAPE FLEET SOLUTIONS LTD,1026316,216.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Publications,Knowledge and Innovation Group - Government Office For Science,JONES YARRELL LEADENHALL,1026317,74.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Publications,Office of Manpower Economics - Office of Manpower Economics,JONES YARRELL LEADENHALL,1026319,94.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Publications,Market and Frameworks Group - Corporate Law and Governance,JONES YARRELL LEADENHALL,1026320,54.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Publications,"Legal, People & Communications Group - Communications Directorate",JONES YARRELL LEADENHALL,1026322,72.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Knowledge and Innovation Group - Innovation,ADECCO UK LTD,1026324,459.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1026328,523.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1026332,352.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Advanced Manufacturing Industries,ADECCO UK LTD,1026335,455.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Advanced Manufacturing Industries,ADECCO UK LTD,1026335,100.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Advanced Manufacturing Industries,ADECCO UK LTD,1026337,455.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Rail Fares,Business & Skills Group - Economic Development Directorate,BLUEHALL PROPERTIES LTD,1026339,339.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Taxis,Business & Skills Group - Economic Development Directorate,BLUEHALL PROPERTIES LTD,1026340,76.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Taxis,Business & Skills Group - Economic Development Directorate,BLUEHALL PROPERTIES LTD,1026341,142.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Mobile Phones,Business & Skills Group - Economic Development Directorate,VODAFONE LTD,1026342,8.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Car Hire and Leasing,Knowledge and Innovation Group - Government Office For Science,GOVERNMENT CAR AND DESPATCH AGENCY,1026343,283.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Car Hire and Leasing,Knowledge and Innovation Group - Government Office For Science,GOVERNMENT CAR AND DESPATCH AGENCY,1026344,190.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Car Hire and Leasing,Knowledge and Innovation Group - Government Office For Science,GOVERNMENT CAR AND DESPATCH AGENCY,1026345,145.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Office Equipment,ESBR - Analysis Directorate,XEROX (UK) LTD,1026350,11.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Postage,Office of Manpower Economics - Office of Manpower Economics,ROYAL MAIL,1026354,84.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Publications,Business & Skills Group - Advanced Manufacturing Industries,JONES YARRELL LEADENHALL,1026356,17.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Maintenance of Office Machinery,Finance & Commercial Group - Commercial Directorate,PITNEY BOWES LTD,1026357,528.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Taxis,"Legal, People & Communications Group - Communications Directorate",ADDISON LEE plc,1026365,229.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Corporate Management Consultancy,ESBR - Better Regulation Executive (BRE),SIR DONALD CURRY,1026370,5634
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Professional Subscriptions,Business & Skills Group - Advanced Manufacturing Industries,TRADING STANDARDS INSTITUTE (TSI),1026371,2918
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BROOK STREET (UK) LTD,1026373,1141.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Telecomms Equipment,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026374,7.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1026375,520.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1026379,581.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),ESBR - Analysis Directorate,ADECCO UK LTD,1026380,568.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1026381,486.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1026384,382.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1026385,520.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1026396,338.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Professional Subscriptions,ESBR - Better Regulation Executive (BRE),CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH (CIEH),1026403,161
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Mobile Phones,ESBR - Better Regulation Executive (BRE),VODAFONE LTD,1026405,14.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,JONES YARRELL LEADENHALL,1026406,565.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",VIKING DIRECT LTD,1026407,23.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Secondees (not paid directly),Market and Frameworks Group - Business Environment and Growth Directorate,KPMG LLP,1026410,7100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Mobile Call Charges,Shareholder Executive - Shareholder Executive,VODAFONE LTD,1026432,10.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Mobile Phones,Market and Frameworks Group - Europe and World Trade Directorates,VODAFONE LTD,1026450,10.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Office Equipment,Finance & Commercial Group - Commercial Directorate,RICOH UK LTD,1026451,121.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/2011,Professional Subscriptions,ESBR - Better Regulation Executive (BRE),CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH (CIEH),1026452,161
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Mobile Phones,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,VODAFONE LTD,1026453,23.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Mobile Line Rental,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,VODAFONE LTD,1026453,1.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Mobile Line Rental,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,VODAFONE LTD,1026453,341.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Mobile Line Rental,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,VODAFONE LTD,1026453,63.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Publications,"Legal, People & Communications Group - Legal Services",LEXISNEXIS BUTTERWORTHS,1026455,734.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Publications,"Legal, People & Communications Group - Legal Services",LEXISNEXIS BUTTERWORTHS,1026466,700.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BROOK STREET (UK) LTD,1026470,844.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Reprographic Equipment,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BNP PARIBAS LEASE GROUP (RENTALS) LTD T/A DANWOOD CONTRACT RENTALS,1026473,234.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Legal Services and Advice Agency,"Legal, People & Communications Group - Legal Services",VENN GROUP LTD,1026525,1343.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Legal Services and Advice Agency,"Legal, People & Communications Group - Legal Services",VENN GROUP LTD,1026526,1512
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",BANNER BUSINESS SERVICES LTD,1026546,327.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1026549,156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,External Legal Advice and Services,Shareholder Executive - Shareholder Executive,FRESHFIELDS BRUCKHAUS DERINGER,1026552,107152.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Finance & Accounting Advice,Shareholder Executive - Shareholder Executive,UBS LTD,1026554,50000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1026564,480
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1026570,2564.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Other Accommodation Charges,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DRAGON FIRE & SECURITY SYSTEMS LTD,1026579,309.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/2011,On-Line Databases,Knowledge and Innovation Group - Higher Education Admin,UCAS MEDIA LTD,1026582,5675
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Publications,Shareholder Executive - Shareholder Executive,THE STATIONERY OFFICE LTD,1026583,2.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Publications,Shareholder Executive - Shareholder Executive,THE STATIONERY OFFICE LTD,1026599,4.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Publications,Shareholder Executive - Shareholder Executive,THE STATIONERY OFFICE LTD,1026600,0.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1026604,1722.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",VIKING DIRECT LTD,1026613,39.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",VIKING DIRECT LTD,1026614,-19.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026616,7.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Hire of Conference Facilities,Knowledge and Innovation Group - Government Office For Science,THE BRITISH ACADEMY,1026617,584.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026618,16.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026620,139.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026622,7.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026625,11.09
