Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,OFFICE ANGELS LTD,1028221,492.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,OFFICE ANGELS LTD,1028222,492.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,OFFICE ANGELS LTD,1028223,98.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Other IT Costs,"Legal, People & Communications Group - Innovation Capability Team",DAISY COMMUNICATIONS LTD,1028228,52.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE LONDON APPRENTICESHIP COMPANY,1028241,567.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1028246,809.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",OFFICE ANGELS LTD,1028247,436.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Mobile Line Rental,Knowledge and Innovation Group - Research Base,O2,1028252,14.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Mobile Call Charges,Knowledge and Innovation Group - Research Base,O2,1028252,1.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Hire of Conference Facilities,Business & Skills Group - Economic Development Directorate,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT,1028276,510
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1028287,40
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1028288,40
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1028289,-64.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Taxis,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10276859,48.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Other Overseas Travel & Subsistence,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10276859,229.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Taxis,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10276860,17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Other UK Travel & Subsistence,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10276860,77.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/05/2011,Staff Transfer/Detached Duty Costs,Market and Frameworks Group - Business Environment and Growth Directorate,"Personal expense, Name withheld",10277214,2414.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Air Fares,Business & Skills Group - Enterprise Directorate,"Personal expense, Name withheld",10277323,5.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Rail Fares Overseas,Business & Skills Group - Enterprise Directorate,"Personal expense, Name withheld",10277323,7.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Hotels Overseas,Business & Skills Group - Enterprise Directorate,"Personal expense, Name withheld",10277323,308.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Subsistence Payments Overseas,Business & Skills Group - Enterprise Directorate,"Personal expense, Name withheld",10277323,134.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Mileage Allowances,Finance & Commercial Group - Commercial Directorate,"Personal expense, Name withheld",10277327,92.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Subsistence Payments,Business & Skills Group - Enterprise Directorate,"Personal expense, Name withheld",10277328,4.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Other UK Travel & Subsistence,Business & Skills Group - Enterprise Directorate,"Personal expense, Name withheld",10277328,144
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Other UK Travel & Subsistence,Business & Skills Group - Enterprise Directorate,"Personal expense, Name withheld",10277329,63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Rail Fares,Business & Skills Group - Economic Development Directorate,"Personal expense, Name withheld",10277330,16.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Professional Subscriptions,Finance & Commercial Group - Finance Group,"Personal expense, Name withheld",10277331,193
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Professional Training,Finance & Commercial Group - Finance Group,"Personal expense, Name withheld",10277332,189
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Mobile Phones,Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277336,22.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Mileage Allowances,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277338,137.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Subsistence Payments,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277338,15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Other UK Travel & Subsistence,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277338,30.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Mileage Allowances,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277339,135.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Subsistence Payments,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277339,5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Other UK Travel & Subsistence,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277339,2.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Staff Transfer/Detached Duty Costs,Knowledge and Innovation Group - Innovation,"Personal expense, Name withheld",10277343,273.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Staff Transfer/Detached Duty Costs,Market and Frameworks Group - Business Environment and Growth Directorate,"Personal expense, Name withheld",10277345,113.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Rail Fares,"Legal, People & Communications Group - Communications Directorate","Personal expense, Name withheld",10277346,15.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Rail Fares,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277350,3.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Mileage Allowances,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277350,14.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Subsistence Payments,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277350,25.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Other UK Travel & Subsistence,Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277350,9.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Rail Fares Overseas,Market and Frameworks Group - Consumer and Competition Policy,"Personal expense, Name withheld",10277351,3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Hotels Overseas,Market and Frameworks Group - Consumer and Competition Policy,"Personal expense, Name withheld",10277351,158.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Subsistence Payments Overseas,Market and Frameworks Group - Consumer and Competition Policy,"Personal expense, Name withheld",10277351,11.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - Consumer and Competition Policy,"Personal expense, Name withheld",10277351,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Rail Fares Overseas,Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277352,64.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277352,262.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Subsistence Payments Overseas,Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277352,35.12
