Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,17/01/2011,Current (non AEF) Grants to Local Authorities,Localism,ROCHDALE MBC,5000150363,"180,080.00"
Communities & Local Government,DCLG,17/01/2011,Current (non AEF) Grants to Local Authorities,Localism,SALFORD CITY CNCL,5000150372,"92,000.00"
Communities & Local Government,DCLG,17/01/2011,Current (non AEF) Grants to Local Authorities,Localism,SHEFFIELD CITY CNCL,5000150378,"6,808.00"
Communities & Local Government,DCLG,17/01/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTHAMPTON CITY CNCL,5000150388,"88,160.00"
Communities & Local Government,DCLG,17/01/2011,Current (non AEF) Grants to Local Authorities,Localism,WALSALL MBC,5000150415,"119,360.00"
Communities & Local Government,DCLG,17/01/2011,Current (non AEF) Grants to Local Authorities,Localism,WOLVERHAMPTON MBC,5000150435,"132,000.00"
Communities & Local Government,DCLG,17/01/2011,Current (non AEF) Grants to Local Authorities,Localism,SALFORD CITY COUNCIL,2100199214,"6,163.93"
Communities & Local Government,DCLG,17/01/2011,Current Grants to Non Profit Bodies,Neighbourhoods,TREES SERVICES LTD,5000150461,"504,000.00"
Communities & Local Government,DCLG,17/01/2011,Current Grants to Non Profit Bodies,Neighbourhoods,ELDERLY ACCOMMODATION COUNSEL,5000150460,"262,500.00"
Communities & Local Government,DCLG,17/01/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,5106154895,"11,410.38"
Communities & Local Government,DCLG,17/01/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,5106154898,"9,374.73"
Communities & Local Government,DCLG,17/01/2011,IT Consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,5106154993,387.50
Communities & Local Government,DCLG,17/01/2011,Legal Fees,Localism,DENTON WILDE SAPTE LLP,5106155022,"66,281.61"
Communities & Local Government,DCLG,17/01/2011,Legal Fees,Localism,DENTON WILDE SAPTE LLP,5106154883,467.67
Communities & Local Government,DCLG,17/01/2011,Management Consultancy,Localism,PA CONSULTING SERVICES LIMITED,5106155006,"84,422.45"
Communities & Local Government,DCLG,17/01/2011,Management Consultancy,Localism,PA CONSULTING SERVICES LIMITED,5106155006,"193,186.73"
Communities & Local Government,DCLG,17/01/2011,Media,Finance & Corporate Services,DURRANTS LTD,5106154499,"1,605.64"
Communities & Local Government,DCLG,17/01/2011,Publications,Finance & Corporate Services,DIGIRATI LTD,5106154931,860.89
Communities & Local Government,DCLG,17/01/2011,Publications,Finance & Corporate Services,DIGIRATI LTD,5106154933,"4,112.50"
Communities & Local Government,DCLG,17/01/2011,Publications,Finance & Corporate Services,DIGIRATI LTD,5106154935,871.85
Communities & Local Government,DCLG,17/01/2011,Publications,Finance & Corporate Services,DIGIRATI LTD,5106154937,997.96
Communities & Local Government,DCLG,17/01/2011,Publications,Finance & Corporate Services,DIGIRATI LTD,5106154943,"4,112.50"
Communities & Local Government,DCLG,17/01/2011,Publications,Finance & Corporate Services,DIGIRATI LTD,5106154945,"1,217.30"
Communities & Local Government,DCLG,17/01/2011,Rent,Localism,CB RICHARD ELLIS,5106154929,"4,932.00"
Communities & Local Government,DCLG,17/01/2011,Rent,Localism,CB RICHARD ELLIS,5106155053,"4,932.00"
Communities & Local Government,DCLG,17/01/2011,Research,Finance & Corporate Services,CHANCELLOR MASTERS & SCHOLARS,5106155061,"18,868.00"
Communities & Local Government,DCLG,17/01/2011,Research,Finance & Corporate Services,ECONOMIC & SOCIAL RESEARCH CNCL,5106154872,"6,062.00"
Communities & Local Government,DCLG,17/01/2011,Research,Localism,GREENSTREET BERMAN LTD,5106155027,854.00
Communities & Local Government,DCLG,17/01/2011,Research,Localism,GREENSTREET BERMAN LTD,5106155031,"1,040.00"
Communities & Local Government,DCLG,17/01/2011,Research,Localism,GREENSTREET BERMAN LTD,5106155033,"2,562.00"
Communities & Local Government,DCLG,17/01/2011,Research,Localism,GREENSTREET BERMAN LTD,5106155049,"2,350.00"
Communities & Local Government,DCLG,17/01/2011,Services provided by other Govt Orgs,Localism,FIREBUY LTD,5106154406,"26,700.69"
Communities & Local Government,DCLG,17/01/2011,Services provided by other Govt Orgs,Neighbourhoods,VALUATION OFFICE AGENCY,5106155093,"45,717.00"
Communities & Local Government,DCLG,17/01/2011,Software Licences,Finance & Corporate Services,COMPUTACENTER (UK) LTD,2100199245,"-1,929.35"
Communities & Local Government,DCLG,17/01/2011,Software Licences,Finance & Corporate Services,COMPUTACENTER (UK) LTD,5106153553,"1,929.35"
Communities & Local Government,DCLG,17/01/2011,Stationery,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,5106154993,179.55
Communities & Local Government,DCLG,17/01/2011,Steady State Service Provision,Finance & Corporate Services,VERIZON UK LTD,5106152837,"9,003.81"
Communities & Local Government,DCLG,17/01/2011,Steady State Service Provision,Finance & Corporate Services,VERIZON UK LTD,5106154949,"6,264.59"
Communities & Local Government,DCLG,17/01/2011,Steady State Service Provision,Localism,ADVENTURE CAPITAL FUND,5106154763,"989,271.60"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,ASHFIELD DC,5000149895,"176,706.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BARNSLEY MBC,5000149897,"224,439.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BLACKPOOL BC,5000149901,"116,893.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BLACKPOOL BC,5000149902,"19,059.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BOLTON MBC,5000149904,"72,968.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,BRAINTREE DC,5000149831,"113,912.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,CAMDEN LB,5000149912,"639,064.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,DERBY CITY CNCL,5000149922,"11,127.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,DONCASTER MBC,5000149924,"223,319.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,EALING LB,5000149927,"412,361.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,EASTBOURNE BC,5000149928,"146,280.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,HAMMERSMITH & FULHAM LB,5000149940,"1,313,426.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,HARINGEY LB,5000149941,"1,571,181.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,HOUNSLOW LB,5000149946,"127,174.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,ISLINGTON LB,5000149949,"5,763,779.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,KIRKLEES COUNCIL (HSG),5000149852,"654,712.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,LEEDS CITY CNCL,5000149954,"2,807,241.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,LEWISHAM LB (HSG),5000149856,"1,653,526.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,LONDON BOROUGH OF HACKNEY,5000149939,"4,262,371.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,LONDON BOROUGH OF NEWHAM,5000149960,"3,042,084.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,MANCHESTER CITY CNCL (HSG),5000149857,"2,050,598.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,MERTON LB,5000149957,"116,550.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,NEWCASTLE UPON TYNE DC,5000149959,"1,437,482.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,NORTHUMBERLAND COUNTY COUNCIL,5000150022,"46,599.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,NOTTINGHAM CITY COUNCIL,5000149966,"457,549.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,OLDHAM MBC,5000149968,"1,784,440.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,ROCHDALE MBC,5000149978,"201,716.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,ROCHDALE MBC,5000149979,"810,158.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,ROYAL BOROUGH OF KENSINGTON & CHELS,5000149950,"458,383.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,RUTLAND CC,5000149985,"3,875.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,SALFORD CITY CNCL,5000149986,"23,977.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,SANDWELL MBC,5000149987,"89,285.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,SHEFFIELD CITY CNCL,5000149988,"325,269.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,SHEFFIELD CITY CNCL,5000149989,"3,522,708.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,SOUTHWARK LB,5000149998,"3,282,154.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,STOCKTON-ON-TEES BC (HSG),5000149878,"136,349.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,TOWER HAMLETS LB (HSG),5000149885,"1,473,406.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,WALTHAM FOREST LB,5000150007,"288,109.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,WESTMINSTER CITY CNCL,5000150012,"101,788.00"
Communities & Local Government,DCLG,17/01/2011,Subsidies to Central Govt and Local Auth bodies,Neighbourhoods,WESTMINSTER CITY CNCL,5000150013,"18,309.00"
Communities & Local Government,DCLG,17/01/2011,Training,Finance & Corporate Services,NATIONAL SCHOOL OF GOVERNMENT,5106154924,"1,600.00"
Communities & Local Government,DCLG,17/01/2011,Training,Neighbourhoods,QA  LTD,5106155002,890.00
Communities & Local Government,DCLG,18/01/2011,Capital Grants to Private Sect Non Profit,Localism,ADVENTURE CAPITAL FUND,2100199020,"2,070,248.00"
Communities & Local Government,DCLG,18/01/2011,Current (non AEF) Grants to Local Authorities,Localism,CLEVELAND FIRE AUTHORITY,2100198978,"367,334.00"
Communities & Local Government,DCLG,18/01/2011,Current (non AEF) Grants to Local Authorities,Localism,DEVON FIRE AUTHORITY,2100198979,"325,402.00"
Communities & Local Government,DCLG,18/01/2011,Current (non AEF) Grants to Local Authorities,Localism,ESSEX COUNTY FIRE & RESCUE SERVICE,2100198980,"49,644.00"
Communities & Local Government,DCLG,18/01/2011,Current (non AEF) Grants to Local Authorities,Localism,GREATER LONDON AUTHORITY,2100198983,"8,063.00"
Communities & Local Government,DCLG,18/01/2011,Current (non AEF) Grants to Local Authorities,Localism,GREATER MANCHESTER FIRE & RESCUE,2100198981,"36,385.00"
Communities & Local Government,DCLG,18/01/2011,Current (non AEF) Grants to Local Authorities,Localism,LEICESTERSHIRE FIRE SERVICE,2100198982,"341,510.00"
Communities & Local Government,DCLG,18/01/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST MIDLANDS FIRE & CIVIL DEFENCE,2100198984,"153,841.00"
Communities & Local Government,DCLG,18/01/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST SUSSEX CC,2100198985,"32,982.00"
Communities & Local Government,DCLG,18/01/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST YORKSHIRE FIRE SERVICE,2100198986,"32,199.00"
Communities & Local Government,DCLG,18/01/2011,Domestic Services,Localism,FIRE SERVICE COLLEGE,5106155215,105.84
Communities & Local Government,DCLG,18/01/2011,Electricity,Localism,FIRE SERVICE COLLEGE,5106155215,151.41
Communities & Local Government,DCLG,18/01/2011,Fixed Maintenance,Localism,FIRE SERVICE COLLEGE,5106155215,409.58
Communities & Local Government,DCLG,18/01/2011,Gas,Localism,FIRE SERVICE COLLEGE,5106155215,707.79
Communities & Local Government,DCLG,18/01/2011,Heating and lighting,Localism,FIRE SERVICE COLLEGE,5106155215,100.07
Communities & Local Government,DCLG,18/01/2011,Office Machinery (<£5000),Finance & Corporate Services,NEW RICOH UK,5106155128,"1,048.61"
Communities & Local Government,DCLG,18/01/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,5106155106,642.36
Communities & Local Government,DCLG,18/01/2011,Post,Localism,FIRE SERVICE COLLEGE,5106155215,15.57
Communities & Local Government,DCLG,18/01/2011,Printing,Finance & Corporate Services,DANWOOD GROUP LTD,5106154807,535.24
Communities & Local Government,DCLG,18/01/2011,Research,Neighbourhoods,BUILDING RESEARCH ESTABLISHMENT,5106155125,"14,087.42"
Communities & Local Government,DCLG,18/01/2011,Security,Localism,FIRE SERVICE COLLEGE,5106155215,457.73
Communities & Local Government,DCLG,18/01/2011,Software Licences,Finance & Corporate Services,COMPUTACENTER (UK) LTD,5106155230,498.79
Communities & Local Government,DCLG,18/01/2011,Software Licences,Finance & Corporate Services,COMPUTACENTER (UK) LTD,5106155230,498.79
Communities & Local Government,DCLG,18/01/2011,Software Licences,Finance & Corporate Services,COMPUTACENTER (UK) LTD,5106155230,498.79
Communities & Local Government,DCLG,18/01/2011,Software Licences,Finance & Corporate Services,COMPUTACENTER (UK) LTD,5106155230,166.84
Communities & Local Government,DCLG,18/01/2011,Software Licences,Localism,COMPUTACENTER (UK) LTD,5106155230,424.50
Communities & Local Government,DCLG,18/01/2011,Steady State Service Provision,Finance & Corporate Services,INFORMED SOLUTIONS LTD,5106155099,"1,075.13"
Communities & Local Government,DCLG,18/01/2011,Support services,Finance & Corporate Services,CENTRAL OFFICE OF INFORMATION,5106155298,"-2,913.98"
Communities & Local Government,DCLG,18/01/2011,Training,Neighbourhoods,FARADAY PARTNERSHIP LTD,5106155139,646.25
Communities & Local Government,DCLG,18/01/2011,Travel and Subsistence Account,Localism,EAST SUSSEX FIRE AUTHORITY,5106155217,"2,754.90"
Communities & Local Government,DCLG,18/01/2011,Waste Disposal and pest control,Localism,FIRE SERVICE COLLEGE,5106155215,78.75
Communities & Local Government,DCLG,19/01/2011,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,5106155169,"2,287.06"
Communities & Local Government,DCLG,19/01/2011,AME Subsidy CFER,Neighbourhoods,EALING LB,5000141424,"-829,315.00"
Communities & Local Government,DCLG,19/01/2011,AME Subsidy CFER,Neighbourhoods,KIRKLEES COUNCIL (HSG),5000141314,"-254,339.00"
Communities & Local Government,DCLG,19/01/2011,AME Subsidy CFER,Neighbourhoods,PLYMOUTH CITY CNCL,5000139730,"-32,106.00"
Communities & Local Government,DCLG,19/01/2011,AME Subsidy CFER,Neighbourhoods,STOCKTON-ON-TEES BC (HSG),5000149879,"-34,744.00"
Communities & Local Government,DCLG,19/01/2011,Research,Neighbourhoods,BRITISH BOARD AGREMENT,5106155159,"29,040.00"
Communities & Local Government,DCLG,19/01/2011,Conferences and Meeting Facilities,Neighbourhoods,HER MAJESTYS COURTS SERVICE,5106155138,"1,849.50"
Communities & Local Government,DCLG,19/01/2011,Fixed Maintenance,Localism,ESSEX COUNTY FIRE & RESCUE SERVICE,5106154885,460.00
Communities & Local Government,DCLG,19/01/2011,Fixed Maintenance,Localism,ESSEX COUNTY FIRE & RESCUE SERVICE,5106154887,590.00
Communities & Local Government,DCLG,19/01/2011,Fixed Maintenance,Localism,ESSEX COUNTY FIRE & RESCUE SERVICE,5106154889,650.00
Communities & Local Government,DCLG,19/01/2011,Fixed Maintenance,Localism,ESSEX COUNTY FIRE & RESCUE SERVICE,5106154941,460.00
Communities & Local Government,DCLG,19/01/2011,Fixed Maintenance,Localism,ESSEX COUNTY FIRE & RESCUE SERVICE,5106154966,560.00
Communities & Local Government,DCLG,19/01/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,TENANT SERVICES AUTHORIT Y,2100199280,"1,500,000.00"
Communities & Local Government,DCLG,19/01/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,HOMES & COMMUNITIES AGENCY,2100199281,"32,300,000.00"
Communities & Local Government,DCLG,19/01/2011,Training,Strategic Performance Team,QA  LTD,5106155095,"1,074.00"
Communities & Local Government,DCLG,19/01/2011,IT Maintenance,Finance & Corporate Services,STERIA LIMITED,5106154150,"390,088.50"
Communities & Local Government,DCLG,19/01/2011,IT Maintenance,Finance & Corporate Services,STERIA LIMITED,5106154156,"3,684.14"
Communities & Local Government,DCLG,19/01/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,5106155063,"7,539.33"
Communities & Local Government,DCLG,19/01/2011,Management Consultancy,Localism,CHIEF FIRE OFFICERS ASSOCIATION,2100199320,"-9,453.85"
Communities & Local Government,DCLG,19/01/2011,Management Consultancy,Localism,CHIEF FIRE OFFICERS ASSOCIATION,5106153962,"9,453.85"
Communities & Local Government,DCLG,19/01/2011,Management Consultancy,Localism,CAPITA SYMONDS LTD,5106155226,"16,800.00"
Communities & Local Government,DCLG,19/01/2011,Medals,Localism,ROYAL MINT,5106155253,534.60
Communities & Local Government,DCLG,19/01/2011,Miscellaneous Legal Costs,Finance & Corporate Services,SWETS INFORMATION SERVICES LTD,5106155043,"3,286.49"
Communities & Local Government,DCLG,19/01/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,5106155318,67.36
Communities & Local Government,DCLG,19/01/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,5106155318,432.38
Communities & Local Government,DCLG,19/01/2011,Printing,Finance & Corporate Services,SECURITY PRINTING & SYSTEMS LTD,5106153931,514.13
Communities & Local Government,DCLG,19/01/2011,Professional services,Localism,CFOA (NATIONAL RESILIANCE) LTD,5106155178,"23,431.67"
Communities & Local Government,DCLG,19/01/2011,Professional services,Localism,CFOA (NATIONAL RESILIANCE) LTD,5106155180,"6,260.95"
Communities & Local Government,DCLG,19/01/2011,Publications,Finance & Corporate Services,LEXIS-NEXIS UK,5106154976,"1,721.45"
Communities & Local Government,DCLG,19/01/2011,Publications,Finance & Corporate Services,LEXIS-NEXIS UK,5106154991,767.00
Communities & Local Government,DCLG,19/01/2011,Software Licences,Neighbourhoods,VERIZON UK LTD,5106153237,"4,418.45"
Communities & Local Government,DCLG,19/01/2011,Steady State Service Provision,Finance & Corporate Services,AR DWP SHARED SERVICES,5106155274,"31,460.63"
Communities & Local Government,DCLG,19/01/2011,Steady State Service Provision,Finance & Corporate Services,STERIA LIMITED,5106155097,"10,418.00"
Communities & Local Government,DCLG,19/01/2011,Steady State Service Provision,Localism,EADS DEFENCE & SECURITY SYSTEMS LTD,2100199299,"-31,285.80"
Communities & Local Government,DCLG,19/01/2011,Steady State Service Provision,Localism,EADS DEFENCE & SECURITY SYSTEMS LTD,5106152772,"31,285.80"
Communities & Local Government,DCLG,19/01/2011,Steady State Service Provision,Neighbourhoods,TOWN & COUNTRY PLANNING ASSOC,5106153563,"61,687.50"
Communities & Local Government,DCLG,19/01/2011,Storage,Finance & Corporate Services,TNT UK LIMITED,5106155163,779.61
Communities & Local Government,DCLG,19/01/2011,Storage,Finance & Corporate Services,TNT UK LIMITED,5106155165,"5,525.03"
Communities & Local Government,DCLG,19/01/2011,Technical Aids for the disabled,Finance & Corporate Services,DCLG GOVERNMENT PROCUREMENT CARD,1000002857,540.50
Communities & Local Government,DCLG,19/01/2011,Telephone call costs,Finance & Corporate Services,INFORMATION SECURITY SYSTEMS LTD,5106154562,"6,139.38"
Communities & Local Government,DCLG,19/01/2011,Training,Finance & Corporate Services,PRAESTA PARTNERS LLP,5106155261,"1,425.00"
Communities & Local Government,DCLG,19/01/2011,Training,Localism,S A S SOFTWARE LTD,5106154199,"1,709.63"
Communities & Local Government,DCLG,19/01/2011,Training,Localism,DCLG GOVERNMENT PROCUREMENT CARD,1000002855,840.00
Communities & Local Government,DCLG,19/01/2011,Training,Neighbourhoods,SOCIA LTD,5106155243,900.00
Communities & Local Government,DCLG,19/01/2011,Travel and Subsistence Account,Localism,WEST MIDLANDS FIRE SERVICE,5106155249,"3,225.00"
Communities & Local Government,DCLG,19/01/2011,Travel and Subsistence Account,Localism,WEST MIDLANDS FIRE SERVICE,5106155291,"1,590.00"
Communities & Local Government,DCLG,19/01/2011,Web Services,Neighbourhoods,VERIZON UK LTD,5106153240,654.48
Communities & Local Government,DCLG,19/01/2011,Web Services,Neighbourhoods,VERIZON UK LTD,5106155225,774.68
Communities & Local Government,DCLG,20/01/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,5106155310,"18,192.28"
Communities & Local Government,DCLG,20/01/2011,Agency Staff,Finance & Corporate Services,SBS GROUP (UK) LTD,5106155109,"15,624.56"
Communities & Local Government,DCLG,20/01/2011,Agency Staff,Finance & Corporate Services,MICHAEL PAGE INTERNATIONAL,5106154764,"1,511.43"
Communities & Local Government,DCLG,20/01/2011,Agency Staff,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,5106155272,"1,452.30"
Communities & Local Government,DCLG,20/01/2011,Agency Staff,Finance & Corporate Services,VENN GROUP,5106155316,694.30
Communities & Local Government,DCLG,20/01/2011,Agency Staff,Localism,CAPITA RESOURCING LTD,5106155306,"1,969.92"
Communities & Local Government,DCLG,20/01/2011,Agency Staff,Localism,REED SPECIALIST RECRUITMENT LTD,5106155277,"1,813.96"
Communities & Local Government,DCLG,20/01/2011,Agency Staff,Localism,REED SPECIALIST RECRUITMENT LTD,5106155279,"1,451.16"
Communities & Local Government,DCLG,20/01/2011,Agency Staff,Localism,BIRMINGHAM CITY COUNCIL,5106155341,"14,537.34"
Communities & Local Government,DCLG,20/01/2011,Agency Staff,Localism,PARITY RESOURCES LTD,5106155322,"9,481.00"
Communities & Local Government,DCLG,20/01/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,5106155290,"1,148.40"
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,2100199303,132.62
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,2100199303,54.14
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,2100199303,1.82
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,2100199303,59.90
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,2100199303,53.18
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,2100199303,23.82
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,2100199303,52.80
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,2100199303,53.37
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,2100199303,3.13
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,2100199303,63.23
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,16.65
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,2100199303,53.15
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,2100199303,96.30
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,2100199303,52.87
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,2100199303,7.05
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,2100199303,251.50
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,399.89
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,205.27
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,52.86
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,3.34
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,218.46
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,186.04
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,478.84
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,87.10
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,7.04
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,7.05
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,86.61
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,265.42
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,74.02
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,33.02
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,127.23
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,490.02
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,52.83
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,52.86
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,186.77
