Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHAMPTONSHIRE POLICE AUTH,5000149461,"1,353,611.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHUMBERLAND,5000149818,"5,401,942.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHUMBRIA POLICE AUTH,5000149462,"5,902,573.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAM CITY COUNCIL,5000149466,"7,158,760.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAMSHIRE COUNTY CNCL,5000149467,"7,303,056.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAMSHIRE POLICE AU,5000149469,"2,708,407.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTS & CITY NOTTINGHAM FIRE AUTH,5000149468,"1,037,330.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,OLDHAM MBC,5000149478,"5,043,513.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,OXFORDSHIRE CC,5000149483,"4,409,886.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,PLYMOUTH CITY CNCL,5000149489,"4,397,481.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,PORTSMOUTH CITY COUNCIL,5000149492,"3,630,057.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,REDCAR & CLEVELAND BOROUGH COUNCIL,5000149507,"2,849,921.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROCHDALE MBC,5000149520,"4,549,468.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROTHERHAM MBC,5000149530,"5,115,864.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROYAL BERKSHIRE FIRE AUTHORITY,5000149016,"639,691.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SALFORD CITY CNCL,5000149547,"5,401,619.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SANDWELL MBC,5000149550,"7,603,265.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SEFTON MBC,5000149557,"5,171,078.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHEFFIELD CITY CNCL,5000149563,"11,514,161.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHROPSHIRE & WREKIN FIRE AUTHORITY,5000149568,"342,918.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHROPSHIRE COUNCIL,5000149819,"3,877,595.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOMERSET COUNTY CNCL,5000149573,"4,558,227.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH TYNESIDE COUNCIL,5000149609,"3,744,784.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH YORKSHIRE FIRE & CD,5000149611,"1,525,134.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH YORKSHIRE P A,5000149612,"4,238,904.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTHEND ON SEA BC,5000149615,"2,550,797.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTHWARK LB,5000149618,"9,569,961.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ST HELENS MBC,5000149627,"3,649,790.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE  FIRE & RESCUE SERV,5000149631,"771,462.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE COUNTY CNCL,5000149630,"6,521,878.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE POLICE AUTHORITY,5000149634,"2,208,894.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,STOKE ON TRENT CITY COUNCIL,5000149642,"5,279,738.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUFFOLK COUNTY CNCL,5000149649,"7,006,677.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUFFOLK POLICE AUTHORITY,5000149652,"1,242,264.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUNDERLAND DC,5000149653,"6,531,066.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SURREY COUNTY CNCL,5000149655,"5,287,798.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SURREY POLICE AUTHORITY,5000149658,"1,509,372.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUSSEX POLICE AUTHORITY,5000149659,"2,985,604.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,TAMESIDE MBC,5000149667,"4,375,811.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,THAMES VALLEY POLICE AUTHORITY,5000149685,"3,986,270.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,TORBAY BC,5000149695,"2,446,805.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,TOWER HAMLETS LB,5000149699,"9,631,147.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,TRAFFORD MBC,5000149702,"2,896,009.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,TYNE & WEAR FIRE AUTHORITY,5000149708,"1,475,325.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,W YORKSHIRE FIRE & RESCUE AUTH,5000149758,"2,384,517.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WALSALL MBC,5000149716,"5,692,461.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WALTHAM FOREST LB,5000149718,"5,100,091.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WANDSWORTH LB,5000149719,"6,230,036.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WARWICKSHIRE COUNTY CNCL,5000149725,"3,819,698.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WARWICKSHIRE POLICE AUTHORITY,5000149726,"910,503.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST MERCIA POLICE AUTH,5000149750,"2,283,639.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST MIDLANDS FIRE & CIVIL DEFENCE,5000149751,"3,351,885.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST MIDLANDS POLICE AUTH,5000149752,"9,783,415.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST SUSSEX CC,5000149757,"4,093,493.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST YORKSHIRE POLICE AUTHORITY,5000149759,"6,714,111.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WIGAN MBC,5000149768,"5,519,811.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WILTSHIRE & SWINDON FIRE AUTHORITY,5000149770,"397,631.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WILTSHIRE POLICE,5000149771,"1,121,655.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WIRRAL MBC,5000149778,"6,547,600.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WOLVERHAMPTON MBC,5000149784,"5,976,574.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WORCESTER CITY CNCL,5000149785,"339,825.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WORCESTERSHIRE COUNTY COUNCIL,5000149789,"3,739,531.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WYCOMBE DC,5000149797,"420,799.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BARKING & DAGENHAM LB,5000148998,"-2,400,120.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BARNSLEY MBC,5000149003,"-2,174,152.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BIRMINGHAM CITY CNCL,5000149020,"-18,518,504.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BLACKBURN WITH DARWEN BC,5000149025,"-1,916,643.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BLACKPOOL BC,5000149027,"-337,266.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BLACKPOOL BC,5000149028,"-1,793,052.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BLACKPOOL BC,5000149029,"1,938,435.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BOLTON MBC,5000149032,"-3,981,585.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BOSTON BC,5000149034,"117,995.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BOSTON BC,5000149036,"-390,999.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BOSTON BC,5000149037,"422,702.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BRADFORD MBC,5000149042,"-6,195,177.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BRECKLAND DC,5000149046,"-247,424.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BRENT LB,5000149049,"-171,135.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BRENT LB,5000149050,"-4,446,028.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BRIGHTON & HOVE CITY COUNCIL,5000149053,"-4,485,649.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,BURY MBC,5000149073,"-2,094,760.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,CALDERDALE MBC,5000149076,"-2,509,830.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,CITY OF WAKEFIELD MDC,5000149714,"-5,177,628.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,CORNWALL COUNCIL,5000149811,"-13,323.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,CORNWALL COUNCIL,5000149812,"-6,261,029.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,COVENTRY CITY CNCL,5000149130,"-5,170,429.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DARLINGTON BC,5000149142,"-1,511,095.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DERBY CITY CNCL,5000149151,"-3,898,390.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DERBYSHIRE DALES DC,5000149155,"435,315.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DERBYSHIRE DALES DC,5000149156,"-771,992.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DERBYSHIRE DALES DC,5000149157,"834,586.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DONCASTER MBC,5000149162,"-2,696,621.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DONCASTER MBC,5000149163,"2,915,266.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DONCASTER MBC,5000149165,"440,655.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DUDLEY MBC,5000149171,"-4,373,701.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DURHAM COUNTY COUNCIL,5000149813,"-2,580,851.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DURHAM COUNTY COUNCIL,5000149815,"-4,486,897.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,DURHAM COUNTY COUNCIL,5000149816,"4,850,699.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,EALING LB,5000149175,"-5,336,125.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,EAST NORTHAMPTONSHIRE COUNCIL,5000149189,"313,609.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,EAST NORTHAMPTONSHIRE COUNCIL,5000149191,"-640,464.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,EAST NORTHAMPTONSHIRE COUNCIL,5000149192,"692,394.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,EAST RIDING OF YORKS,5000149194,"-3,754,617.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,ENFIELD LB,5000149209,"-4,475,824.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,GATESHEAD MBC,5000149233,"-3,601,668.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,GREENWICH LB,5000149248,"-2,629,068.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,HALTON BC,5000149256,"-2,041,964.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,HARINGEY LB,5000149268,"-2,684,027.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,HARROW LB,5000149274,"-2,130,848.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,HARTLEPOOL BOROUGH COUNCIL,5000149279,"-1,258,518.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,HEREFORDSHIRE DISTRICT COUNCIL,5000149287,"-1,545,962.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,HEREFORDSHIRE DISTRICT COUNCIL,5000149288,"1,671,310.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,HEREFORDSHIRE DISTRICT COUNCIL,5000149289,"-1,820,879.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,HULL CITY COUNCIL,5000149334,"-4,140,970.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,ISLE OF WIGHT CNCL,5000149313,"-1,446,965.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,ISLES OF SCILLY COUNCIL,5000149318,"-77,074.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,KIRKLEES MBC,5000149338,"-4,693,642.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,KNOWSLEY MBC,5000149340,"-1,747,557.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,LEICESTER CITY CNCL,5000149354,"-4,799,819.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,LEWES DC,5000149358,"240,962.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,LEWES DC,5000149360,"-171,125.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,LEWES DC,5000149361,"185,000.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,LEWISHAM LB,5000149363,"-2,206,221.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,LIVERPOOL CITY COUNCIL,5000149371,"-8,133,665.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF HACKNEY,5000149255,"-3,237,337.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF LAMBETH,5000149342,"-4,700,526.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF NEWHAM,5000149428,"-3,830,257.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF REDBRIDGE,5000149504,"-2,326,654.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,LUTON BC,5000149373,"-2,932,016.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,MANCHESTER CITY CNCL,5000149383,"-13,301,673.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,MEDWAY COUNCIL,5000149389,"-3,292,083.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,MIDDLESBROUGH BC,5000149408,"-1,804,899.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,MIDDLESBROUGH BC,5000149409,"-59,500.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,MILTON KEYNES BC,5000149410,"-2,329,264.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,MILTON KEYNES BC,5000149411,"-6,464,825.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,MILTON KEYNES BC,5000149412,"6,989,000.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,NEWCASTLE UPON TYNE DC,5000149423,"-6,187,922.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,NORTH EAST LINCOLN DC,5000149436,"-2,940,628.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,NORTH TYNESIDE MBC,5000149449,"-2,589,972.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,NORTH WARWICKSHIRE BC,5000149451,"-490,218.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,NORTH WARWICKSHIRE BC,5000149452,"529,965.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,NORTH WARWICKSHIRE BC,5000149453,"134,027.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,NORTHUMBERLAND,5000149817,"-3,149,770.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,NOTTINGHAM CITY COUNCIL,5000149465,"-5,808,626.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,OLDHAM MBC,5000149477,"-2,609,945.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,PLYMOUTH CITY CNCL,5000149488,"-3,770,389.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,PORTSMOUTH CITY COUNCIL,5000149493,"-3,364,824.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,REDCAR & CLEVELAND BOROUGH COUNCIL,5000149506,"-1,963,558.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,ROCHDALE MBC,5000149519,"-2,777,983.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,ROTHERHAM MBC,5000149528,"-2,883,964.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,ROTHERHAM MBC,5000149529,"-219,784.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,SALFORD CITY CNCL,5000149548,"-3,682,746.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,SANDWELL MBC,5000149549,"-4,308,788.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,SEFTON MBC,5000149556,"-3,160,953.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,SHEFFIELD CITY CNCL,5000149562,"-8,931,242.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,SHROPSHIRE COUNCIL,5000149820,"-3,286,079.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH TYNESIDE COUNCIL,5000149610,"-1,319,742.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,SOUTHEND ON SEA BC,5000149616,"-2,057,498.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,SOUTHWARK LB,5000149617,"-8,294,833.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,ST HELENS MBC,5000149626,"-2,265,680.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,STOKE ON TRENT CITY COUNCIL,5000149643,"-3,620,823.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,SUNDERLAND DC,5000149654,"-3,763,716.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,TAMESIDE MBC,5000149666,"-2,548,219.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,TORBAY BC,5000149694,"-1,531,294.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,TOWER HAMLETS LB,5000149698,"23,816,289.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,TOWER HAMLETS LB,5000149700,"-14,576,126.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,TOWER HAMLETS LB,5000149701,"15,757,974.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,TRAFFORD MBC,5000149703,"-3,744,598.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,TRAFFORD MBC,5000149704,"4,048,214.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,TRAFFORD MBC,5000149705,"-2,086,595.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WALSALL MBC,5000149715,"-3,021,491.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WALTHAM FOREST LB,5000149717,"-2,341,061.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WANDSWORTH LB,5000149720,"-4,117,732.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WIGAN MBC,5000149769,"-3,517,026.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WIRRAL MBC,5000149777,"-3,014,734.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WOLVERHAMPTON MBC,5000149783,"-3,291,213.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WORCESTER CITY CNCL,5000149786,"-405,401.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WORCESTER CITY CNCL,5000149787,"-1,144,327.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WORCESTER CITY CNCL,5000149788,"1,237,110.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WYCOMBE DC,5000149795,"-3,727,136.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WYCOMBE DC,5000149796,"4,029,336.00"
Communities & Local Government,DCLG,20/01/2011,NNDR Billing Authorities Receipts,Treasury,WYCOMBE DC,5000149798,"595,848.00"
Communities & Local Government,DCLG,20/01/2011,Office machinery consumables,Strategic Performance Team,COMPUTACENTER (UK) LTD,5106155400,625.45
Communities & Local Government,DCLG,20/01/2011,Office Supplies,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,5106155329,530.40
Communities & Local Government,DCLG,20/01/2011,Printing,Finance & Corporate Services,TAURUS PRINT & DESIGN LTD,5106155365,486.00
Communities & Local Government,DCLG,20/01/2011,Publishing,Finance & Corporate Services,RKCR/Y&R,5106155238,"1,083.98"
Communities & Local Government,DCLG,20/01/2011,Recruitment,Neighbourhoods,CAPITA RESOURCING LTD,5106155285,"1,085.18"
Communities & Local Government,DCLG,20/01/2011,Recruitment,Neighbourhoods,CAPITA RESOURCING LTD,5106155287,"1,051.63"
Communities & Local Government,DCLG,20/01/2011,Research,Finance & Corporate Services,E POLICY LTD,5106155324,"30,900.00"
Communities & Local Government,DCLG,20/01/2011,Research,Finance & Corporate Services,ECONOMIC & SOCIAL RESEARCH CNCL,5106155423,"7,827.75"
Communities & Local Government,DCLG,20/01/2011,Research,Neighbourhoods,YORKSHIRE DALES NATIONAL PARK,5106155343,"5,346.25"
Communities & Local Government,DCLG,20/01/2011,Revenue Support grant payable,Localism,EMPLOYERS ORG FOR LOCAL GOV,5000150029,"306,544.00"
Communities & Local Government,DCLG,20/01/2011,Revenue Support grant payable,Localism,IMPROVEMENT & DEVEL AGENCY LOC GOV,5000150030,"2,585,215.00"
