Parent Department,Organisation,Unit,Reporting SCS post reference,Grade,Payscale minimum,Payscale maximum,Generic job title,Number of such posts in FTE,Notes
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,B1,,,Assistant Head,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056156 - Head Strategy & Programme Management ,B2,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,169882 - Head Secretariat & Knowledge Management,B2,,,Assistant Head,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,B2,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,B2,,,Assistant Head,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,112611 - Head Pensions Compensation & Veterans ,B2,,,Assistant Head,3,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,B2,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105780 - Defence Training Rationalisation  IPT Leader,B2,,,Assistant Head,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,B2,,,Assistant Head,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00110710 - Head of Corporate Services,B2,,,Assistant Head,4,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,B2,,,Assistant Head,2,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,B2,,,Assistant Head,2,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,B2,,,Assistant Head,4,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056156 - Head Strategy & Programme Management ,C1,,,Team Leader,5,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",C1,,,Team Leader,3,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,169882 - Head Secretariat & Knowledge Management,C1,,,Team Leader,6,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,C1,,,Team Leader,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,C1,,,Team Leader,5,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,112611 - Head Pensions Compensation & Veterans ,C1,,,Team Leader,8,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,C1,,,Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105780 - Defence Training Rationalisation  IPT Leader,C1,,,Team Leader,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,C1,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00110710 - Head of Corporate Services,C1,,,Team Leader,12,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,C1,,,Team Leader,8,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,C1,,,Team Leader,8,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,C1,,,Team Leader,8,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056156 - Head Strategy & Programme Management ,C2,,,Assistant Team Leader,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",C2,,,Assistant Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",C2,,,Assistant Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",C2,,,Assistant Team Leader,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,169882 - Head Secretariat & Knowledge Management,C2,,,Assistant Team Leader,7,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,C2,,,Assistant Team Leader,8,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,C2,,,Assistant Team Leader,7,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,112611 - Head Pensions Compensation & Veterans ,C2,,,Assistant Team Leader,12,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,C2,,,Assistant Team Leader,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105780 - Defence Training Rationalisation  IPT Leader,C2,,,Assistant Team Leader,5,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,C2,,,Assistant Team Leader,3,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00110710 - Head of Corporate Services,C2,,,Assistant Team Leader,31,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,C2,,,Assistant Team Leader,12,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,C2,,,Assistant Team Leader,30,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,C2 MSF,,,Assistant Prosecuting Officer,7,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF5,,,Executive Support,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF5,,,SO3 Prosecutor,8,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,OF5,,,Executive Support,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,OF5,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105780 - Defence Training Rationalisation  IPT Leader,OF5,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF5,,,Managing Prosecutor,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,OF5,,,Assistant Head,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,OF5,,,Assistant Head,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056156 - Head Strategy & Programme Management ,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF4,,,Assistant Head,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF4,,,SO1 Prosecutor,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,OF4,,,Team Leader,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056156 - Head Strategy & Programme Management ,OF5,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF5,,,Assistant Head,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,OF5,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF5,,,Managing Prosecutor,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,OF5,,,Assistant Head,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,OF5,,,Assistant Head,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,OF5,,,Assistant Head,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,CPO,,,Service Police Liaison Officer,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,CPO,,,Support Staff,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff / Defence Services Secretary ,Band D,,,Executive Support,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,106181 - Director Service Personnel Policy,Band D,,,Executive Support,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056156 - Head Strategy & Programme Management ,Band D,,,Executive Support,3,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",Band D,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",Band D,,,Executive Support,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,169882 - Head Secretariat & Knowledge Management,Band D,,,Executive Support,3,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,Band D,,,Executive Support,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,Band D,,,Executive Support,6,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,112611 - Head Pensions Compensation & Veterans ,Band D,,,Executive Support,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105780 - Defence Training Rationalisation  IPT Leader,Band D,,,Executive Support,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,Band D,,,Executive Support,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,Band D,,,Executive Support,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448387 - Chief Executive Service Personnel & Veterans Agency,Band D,,,Executive Support,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00110710 - Head of Corporate Services,Band D,,,Executive Support,43,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,Band D,,,Executive Support,20,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,Band D,,,Executive Support,52,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,Band D,,,Executive Support,10,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,Band D,,,Executive Support,214,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056156 - Head Strategy & Programme Management ,E1,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",E1,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,E1,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,112611 - Head Pensions Compensation & Veterans ,E1,,,Support Staff,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,E1,,,Support Staff,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105780 - Defence Training Rationalisation  IPT Leader,E1,,,Support Staff,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,E1,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,E1,,,Support Staff,15,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00110710 - Head of Corporate Services,E1,,,Support Staff,22,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,E1,,,Support Staff,38,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,E1,,,Support Staff,11,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,E1,,,Support Staff,203,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",E1 ,,,Executive Support,13,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff / Defence Services Secretary ,E2,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,E2,,,Support Staff,3,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00110710 - Head of Corporate Services,E2,,,Support Staff,3,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,E2,,,Support Staff,12,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,E2,,,Support Staff,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,E2,,,Support Staff,79,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF2,,,Executive Support,9,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,OF2,,,Executive Support,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF2,,,SO3 Prosecutor,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,OF2,,,Executive Support,3,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,OF2,,,Executive Support,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00110710 - Head of Corporate Services,FS,,,Support Staff,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF5,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF5,,,Asst Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,OF5,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,OF5,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF5,,,Managing Prosecutor,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,OF5,,,Assistant Head,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,LCpl,,,Support Staff,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,LSgt,,,Support Staff,3,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF2,,,Executive Support,7,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,OF2,,,Executive Support,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF2,,,SO3 Prosecutor,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF3,,,Assistant Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF3,,,Assistant Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,OF3,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,OF3,,,Assistant Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF3,,,SO2 Prosecutor,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448387 - Chief Executive Service Personnel & Veterans Agency,OF3,,,Executive Support,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,OF3,,,Assistant Team Leader,3,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,OF3,,,Assistant Team Leader,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF4,,,SO1 Prosecutor,8,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF4,,,Chief of Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,OF4,,,Team Leader,5,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056166 - Deputy Chief Defence Staff (Personnel & Training),OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056156 - Head Strategy & Programme Management ,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF4,,,Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,OF4,,,Team Leader,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,OF4,,,Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,OF2,,,Executive Support,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,MA,,,Executive Support,16,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056156 - Head Strategy & Programme Management ,OF3,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF3,,,Assistant Team Leader,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF3,,,Assistant Team Leader,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,OF3,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,OF3,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,OF3,,,Assistant Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,OF3,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,OF3,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF3,,,SO2 Prosecutor,8,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,OF3,,,Assistant Team Leader,10,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,OF3,,,Assistant Team Leader,2,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,OF3,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,OF3,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,NHS,,,Support Staff,6,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OR4,,,Support Staff,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OR6,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OR6,,,Support Staff,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OR6,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OR7,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OR7,,,Support Staff,3,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OR7,,,Support Staff,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OR8,,,Support Staff,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OR9,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,PO,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,PO,,,Support Staff,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,Retained,,,Team Leader,2,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,SAC,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056166 - Deputy Chief Defence Staff (Personnel & Training),Sgt,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056166 - Deputy Chief Defence Staff (Personnel & Training),Sgt,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,Sgt,,,Support Staff,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",Skill Zone 1,,,Executive Support,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056195 - Director Training Education ,OF3,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF3,,,Assistant Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF3,,,Assistant Team Leader,3,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,OF3,,,Assistant Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,OF3,,,Assistant Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,OF3,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,OF3,,,Assistant Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF3,,,SO2 Prosecutor,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,OF3,,,Assistant Team Leader,6,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,SSgt,,,Support Staff,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,SZ1,,,Support Staff,3,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,SZ2,,,Support Staff,1,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00105357 - Head of Veteran's Services,SZ2,,,Support Staff,46,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056156 - Head Strategy & Programme Management ,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF4,,,Team Leader,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,"1056200 - Head Training, Education, Skills & Resettlement ",OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,112611 - Head Pensions Compensation & Veterans ,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056713 - Head Reserves Forces & Cadets,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,OF4,,,Team Leader,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,OF4,,,SO1 Prosecutor,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,OF4,,,Team Leader,2,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,OF4,,,Team Leader,2,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,WO,,,Support Staff,3,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,112611 - Head Pensions Compensation & Veterans ,WO,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,WO,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,0179774 - Director Service Prosecuting Authority,WO2,,,Service Police Liaison Officer,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,WO,,,Support Staff,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,WO,,,Support Staff,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,WO1,,,Support Staff,4,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056170 - Assistant Chief Defence Staff ,WO2,,,Support Staff,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1448407 - Head of Military Services,WO2,,,Support Staff,2,SPVA
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1118144 - Head of Strategy & Programmes,WO2,,,Support Staff,1,SPVA
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00149898 - Head of Secretariat,B2,,,,2,
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00149898 - Head of Secretariat,Band D,,,,3,
Ministry Of Defence,Ministry of Defence,Central Top Level Budget,00149898 - Head of Secretariat,C1,,,,4,
